de	of
 le	 THE
‘Où	'Or
 Maître	 Master
‘Ils	'They
‘	'
évêques	bishops
évocateurs	evocative
évasés	flared
évangélisant	evangelizing
étonnée	surprised
étais-tu	were you
équivalente	equivalent
élevez-les	raise them
écrivent	write
échauffé	heated
voit-on	do we see
visita	visit
vingt-sixième	twenty-sixth
t’être	to be you
t’écris	you write
t’obéissent	obey you
t’atteindront	will reach you
t’atteindra	will reach you
t’aider	help you
témoignerai	will testify
tuteurs	tutors
troubliez	trouble
tromperas	will deceive
tressé	braided
traînés	dragged
transporteras	will transport
transforment	transform
traitai	treated
tournoie	twirls
tirez-vous	get out
tiendra-t-il	will it hold
terrassements	earthworks
tendances	trends
tempêtes	storms
tardes-tu	are you late
tarde-t-il	is he late
t'interroge	you ask yourself
t'indiquerai	I will tell you
t'envoyer	send you
t'environne	surrounds you
t'empêche	prevents you
t'effraye	scares you
t'avoir	to have you
t'atteindra	will reach you
t'appartiendront	will belong to you
t'amener	bring you
t'adresser	to address you
t'accorder	grant you
s’épuise	runs out
s’obstine	persists
s’humilie	humbles himself
s’enveloppe	wraps itself
s’entretenaient	were talking
s’empressèrent	hurried
s’appliquait	applied
s’appelaient	were called
s’abatte	falls
sépares	separate
séduisait	seduced
séa	sea
sèmerai	will sow
surabondante	overabundant
soucies	worries
sonnent	ring
sommeillera	will sleep
soixante-quatre	sixty-four
sers-moi	serve me
scandalise	scandalizes
salutaires	salutary
saisissez-les	grab them
saisis-le	grab it
s'éveille	wakes up
s'étonna	was surprised
s'élança	rushed
s'égaye	cheers up
s'informèrent	inquired
s'exclama	exclaimed
s'enveloppa	wrapped himself up
s'enfonça	sank
s'asseyent	sit down
s'appuyer	to lean on
s'appliquent	apply
s'affermira	will strengthen
s'adressait	was addressing
s'abstiendra	will abstain
s'abaissera	will lower itself
rétribuerai	will pay
rétablirent	restored
répondra-t-on	will we answer
répondes	answer
rédimés	redeemed
récita	recited
rivale	rival
riras	laugh
reçoit-il	does he receive
retourne-toi	turn around
retire-t-il	does he withdraw
retardez	delay
resteras-tu	will you stay
restaurent	restore
restaura	restore
resplendira	will shine
renverses	overturned
renommés	renowned
rends-lui	give it back to him
refuserez-vous	will you refuse
redirai	I will say again
recueillez	collect
recommandent	recommend
rapporterai	will report
raillaient	were mocking
raies	rays
qu’y	that there
qu’ait	that has
qu’Abner	that Abner
querellez	quarrel
quatre-vingt-douze	ninety-two
qu'ici	that here
qu'aura	what will have
qu'Ephraïm	that Ephraim
qu'Elisabeth	that Elizabeth
qu'Agar	that Hagar
qu'Achab	that Ahab
pécheront	will sin
puisqu’on	since we
précédèrent	preceded
précéderai	will precede
proférera	will utter
proclamez-le	proclaim it
pourrais-tu	could you
portât	carried
porterons	will carry
porterait	would wear
point-là	period
plût	please
plaindrait-il	would he complain
placerais	would place
picotés	pricked
phratrie	phratry
pervertissez	pervert
perplexes	perplexed
permises	allowed
patrimoines	heritage
pardonnées	forgiven
pain-là	bread there
ouvrions	let's open
oublies-tu	do you forget
ose-t-il	does he dare
obélisques	obelisks
obéisse	obey
n’écouterai	will not listen
n’oublierai	will not forget
n’iront	will not go
n’entends	don't hear
nuisibles	harmful
nourrissez-le	feed him
nonchalante	nonchalant
nettoierai	will clean
n'oubliera	will not forget
n'irritez	do not irritate
n'imite	does not imitate
n'héritera	will not inherit
n'eussent	had not
n'entrèrent	did not enter
n'entriez	don't enter
n'entrait	did not enter
n'entendez	don't hear
n'emmuselleras	will not muzzle
n'efface	does not erase
n'approcheront	will not approach
n'apprendra	will not learn
n'apporte	does not bring
n'appliqua	did not apply
n'appartient	does not belong
m’écriai	I cried out
m’occuper	take care of me
m’occupe	keep me busy
mœlle	bone marrow
m’envoya	sent me
m’assieds	I sit down
mîmes	mimes
méprisez-vous	despise yourself
méditait	meditated
mourra-t-il	will he die
moquez-vous	make fun of you
montâtes	climbed
mondes	worlds
meurtri	bruised
mentons	chins
mentaient	were lying
maudites	cursed
matinale	morning
marcheraient	would walk
mangez-vous	do you eat
mangerais	would eat
machiné	machine
m'épuise	exhausts me
m'élèves	I raise myself
m'offrent	offer me
m'invoquera	will call upon me
m'humilie	humiliates me
m'es	my
m'environnaient	surrounded me
m'enveloppe	wraps me up
m'auraient	would have me
m'assieds	I sit down
m'asseoir	sit down
m'accompagnent	accompany me
l’équipage	the crew
l’épervier	the sparrowhawk
l’énigme	the enigma
l’écume	the foam
l’écrit	the writing
l’Édomite	the Edomite
l’outre	otter
l’orgueilleux	the proud one
l’orfèvre	the goldsmith
l’offriras	you will offer it
l’investiture	the investiture
l’interpréter	interpret it
l’insu	the unknown
l’insolent	the insolent
l’innocence	innocence
l’infamie	infamy
l’habitation	the dwelling
l’exauça	granted it
l’enseigner	teach it
l’enlever	take it off
l’endurcissement	hardening
l’avorton	the abortion
l’avidité	greed
l’attaqua	attacked him
l’article	the article
l’aimer	love him
l’adjuration	the adjuration
l’accompagnèrent	accompanied him
l’a-t-il	did he have it
l’Iscariot	Iscariot
l’Aréopage	the Areopagus
longé	longed
livrerons	will deliver
livre-rouleau	book-roll
livre-les	deliver them
litiges	disputes
lierez	you will bind
lavais	washed
laisserai-je	will i leave
l'était	was
l'étaient	were
l'équivalent	the equivalent
l'utilité	the utility
l'observation	observation
l'obligation	the obligation
l'intervention	the intervention
l'explorer	explore it
l'eus	the had
l'escalier	the staircase
l'envoies	send it
l'entoura	surrounded him
l'efficace	the effective
l'avons-nous	do we have it
l'averse	the downpour
l'aurait	would have it
l'assiégeras	you will besiege it
l'assemblage	assembly
l'apprenant	the learner
l'anniversaire	the birthday
l'ancre	the anchor
l'affermir	to strengthen it
l'abominable	the abominable
l'a-t-il	did he have it
l'Inde	India
j’ose	I dare
j’ignore	I don't know
j’exterminerai	I will exterminate
j’exercerai	I will exercise
j’affirme	I affirm
jurez-moi	swear to me
juillet-août	July-August
jugez-vous	do you judge
jugez-le	judge him
jetons-le	let's throw it away
javelines	javelins
j'obscurcirai	I will darken
j'espérerai	I will hope
j'endure	I endure
j'arriverai	I will arrive
j'arrachais	I was tearing off
j'apprenne	I learn
investirent	invested
inventées	invented
imposerez	will impose
humilie-toi	humble yourself
guéris-la	heal her
gratuités	freebies
grappillages	gleanings
glorifiait	glorified
genêts	broom
gardât	guard
garantira	will guarantee
galiléen	Galilean
frappez-les	hit them
fouliez	trample
fixeront	will fix
fils-là	son there
figurait	figured
fervents	fervent
faudrait-il	should we
fauchés	broke
exorcistes	exorcists
existes	exist
exempte	exempt
envoûteurs	spellbinders
envolons	let's fly away
enquis	inquired
enivrons-nous	let's get drunk
enivrerai	will intoxicate
enfermée	locked up
empressez	hurry up
emportent-elles	do they take away
embrassés	kissed
d’évocation	of evocation
d’Éléazar	of Eleazar
d’Éliphaz	of Eliphaz
d’Éliab	of Eliab
d’obtenir	to obtain
d’insulte	of insult
d’extraordinaire	extraordinary
d’exaltation	of exaltation
d’esclave	of slave
d’empressement	in haste
d’emporter	to take away
d’elle-même	of herself
d’atterrement	of landing
d’assurer	to ensure
d’artisan	of craftsman
d’apparat	ceremonial
d’agneaux	of lambs
d’agitation	of agitation
d’adresser	to address
d’accuser	to accuse
d’Our	from Our
d’Onésiphore	of Onesiphorus
d’Etienne	of Etienne
d’Azmaveth	from Azmaveth
d’Anak	from Anak
d’Amalek	of Amalek
d’Achithub	from Achithub
d’Abigaïl	of Abigail
dévouées	devoted
détruisît	destroyed
détournerons	will divert
déroulé	unrolled
déracinera	will uproot
dépossède	dispossesses
départi	departed
délicates	delicate
dégagerai	will clear
déferlera	will surge
décriant	decrying
déclare-moi	tell me
déchirai	tore
doués	gifted
dormez-vous	are you sleeping
dissipés	dissipated
dissipera	will dissipate
discutez-vous	are you discussing
discourait	was speaking
discerné	discerned
diminuant	decreasing
dictateurs	dictators
demeurât	remained
demeurais	remained
demandèrent-ils	they asked
d'étranger	from abroad
d'étendre	to extend
d'émeraude	emerald
d'Étienne	of Etienne
d'Éphron	of Ephron
d'Éliachib	of Eliachib
d'Écron	from Ecron
d'ornement	ornamental
d'intervenir	to intervene
d'inflammation	of inflammation
d'ici-bas	from here below
d'hypocrisie	of hypocrisy
d'exhorter	to urge
d'embonpoint	overweight
d'avertissement	warning
d'angoisses	of anxieties
d'angle	corner
d'alors	from then
d'accorder	to grant
d'Uzzi	from Uzzi
d'Ouri	from Ouri
d'Obédédom	from Obededom
d'Eliézer	of Eliezer
d'Elishama	of Elishama
d'Azriel	from Azriel
d'Azarias	of Azarias
d'Ar	from Ar
d'Anaq	from Anaq
d'Aminadab	from Aminadab
d'Ajalon	from Ajalon
d'Achimélec	of Ahimelech
d'Achaïe	from Achaia
cuisent	cook
crevassées	cracked
coulaient	were flowing
corrompues	corrupted
corniches	cornices
consolez-vous	console yourself
conservions	preservations
conservant	preserving
confondait	confused
confie-le	entrust it
composaient	composed
commandèrent	commanded
cinquante-deuxième	fifty-second
charge-toi	take charge
ceignent	gird
campée	camped
camperez	you will camp
calmes	calm
cachez-vous	hide yourself
cacheront	will hide
bénirons	will bless
bâtirais	would build
bruient	noisy
brouté	grazed
boucherez	butcher's
blasphéma	blasphemy
blasphèment	blasphemously
battrons	will beat
baptisant	baptizing
banquiers	bankers
avisées	informed
avertissez-le	warn him
attends-le	wait for him
attendriez-vous	would you expect
attachiez	attach
aspergeront	will sprinkle
arrangées	arranged
arrangeras	will arrange
arpents	acres
armez-vous	arm yourself
apposèrent	affixed
apportez-les-moi	bring them to me
applique-toi	apply yourself
allège-le-nous	lighten it for us
affermisse	strengthen
affamée	hungry
acquerras	you will acquire
acquerra	will acquire
achevant	finishing
accomplissions	accomplishments
acclamez-le	cheer him on
abondez	abound
Zétham	Zetham
Zéchri	Zechri
Uthaï	Uthai
Térakh	Terakh
Tsélek	Tselek
Théodotion	Theodotion
Tel-Aviv	Tel Aviv
Sothaï	Sothai
Shéaltiel	Shealtiel
Shobaï	Shobai
Qénien	Quenien
Qédech	Qedech
Pékakh	Pekakh
Phacée	Phacea
Pergé	Perge
Ouvrez-moi	Open me up
Négeb	Negeb
Néchélamite	Nechelamite
Moséra	Mosera
Misaël	Misael
Meshézabéel	Meshezabeel
Masréka	Masreka
Kénizien	Kenizian
Kol-Hozé	Kol-Hoze
Keréthiens	Kerethians
Jésus-	Jesus-
Jéhoachaz	Jehoahaz
José	Jose
Jeusch	Game
Jazer	Jazz
Iyôn	Iyon
Hélea	Helea
Hadadhézer	Hadadhezer
Gérare	Gerare
Gaïos	Gaios
Ephratien	Ephrathian
Entasse-toi	Pile yourself up
Elève	Pupil
Elihézer	Elihezer
Délaja	Delaja
Choronaïm	Choronaim
Chantez-nous	Sing us
Cacherai-je	Will I hide
Bééroth	Beeroth
Béthuel	Bethuel
Bilhân	Bilhan
Bené-Jaakan	Bene-Jaakan
Ben-Haïl	Ben-Hail
Bar-Jésus	Bar-Jesus
Akhimélec	Ahimelech
Adrammélec	Adrammelech
Adoni-Bézeq	Adoni-Bezek
Admettons	Let's admit
Abshaï	Abshai
Abisag	Abishag
Abidân	Abidan
-outre	-besides
-là	-there
-de	-of
-Fils	-Son
 qui	 Who
 car	 because
‘Voilà	'So
‘Ce	'This
ôtent	take away
évolutive	scalable
évanouie	fainted
éloignerez	will move away
égara	lost
écueils	pitfalls
écartez-vous	move aside
âme-là	soul there
Éphrath	Ephrath
Éliaschib	Eliashib
Éleasa	Eleasa
vomissez	vomit
voient-ils	do they see
villes-entrepôts	warehouse cities
versez-les	pour them
vengerais-je	would I avenge
vendangea	harvested
vagabonde	vagabond
va-t-elle	is she going
unies	united
t’établir	establish yourself
t’écouter	listen to you
t’insultent	insult you
t’indiquerai	I will tell you
t’impose	imposes on you
t’exalterai	I will exalt you
t’attacher	attach yourself
t’a-t-il	did he have you
tâchaient	were trying
trébucheras	you will stumble
trouveraient-ils	would they find
troublais	troubled
troisièmes	third
triomphes	triumphs
trembleraient	would tremble
traîtresse	traitor
traîneaux	sleds
transgressent-ils	do they transgress?
transgresse	transgress
traite-nous	treat us
tondras	will mow
tombe-t-il	does it fall
tiraient	were shooting
tessons	shards
tarira	will dry up
targoum	Targum
t'élèves	you raise
t'élèvera	will raise you
t'oublie	you forget
t'interrogera	will question you
t'exterminerai	I will exterminate you
t'exaucera	will grant you
t'enseigne	teaches you
t'appuies	you press
t'appartiennent	belong to you
t'amènerai	will bring you
t'abuse	you abuse
s’éveilla	woke up
s’égaraient	were lost
s’écrie	cries out
s’écartent	move away
s’opposèrent	opposed
s’occupera	will take care of
s’inspire	is inspired
s’exprimer	to express oneself
s’entendre	to get along
s’enivrer	get drunk
s’enivrent	get drunk
s’engager	to engage
s’avançait	was advancing
s’attire	attracts
s’attaquer	to attack
s’attachèrent	attached themselves
s’allia	allied
s’affaiblissent	are weakening
s’accompliront	will be accomplished
supportez-moi	support me
subsistait	remained
submerge	overwhelmed
statère	stater
soutiendras	will support
soulevait	raised
souhaitez	wish
soudoyèrent	bribed
sifflerai	will whistle
servira-t-il	will it serve
sentais	felt
secouaient	were shaking
seaux	buckets
sais-je	do i know
s'égayeront	will cheer up
s'édifie	is built
s'écrouleront	will collapse
s'instruire	to educate oneself
s'inclinent	bow
s'imaginent	imagine
s'humiliera	will humble himself
s'exercent	are practicing
s'enivre	gets drunk
s'employer	to work
s'attroupèrent	gathered
s'attendaient	were expecting
s'attend	expects
s'applique	applies
s'agir	to act
s'acquitter	to pay off
s'acheter	to buy
s'accroît	increases
s'accorde	agrees
révérences	bows
rétribue	remunerate
résideras	will reside
réputées	reputed
répondît	answered
répondis-je	I answered
rouleront	will roll
rougirez	you will blush
rougirai	I will blush
revêtons	let's put on
reviendront-ils	will they come back
retrancheront	will remove
retournez-vous	turn around
retirât	withdraw
retiendrez	will remember
ressemblerions	would look like
ressemblent-ils	do they look like
respirant	breathable
repousserais-tu	would you push back
repais	meal
renions	let's renounce
reniant	denying
rencontreront	will meet
rejettes-tu	do you reject
rejailli	resurfaced
reine-mère	queen mother
regimbé	balked
regardées	watched
regardons	let's look
recousues	sewn up
recherchés	research
recherchées	wanted
rebellez	rebel
rattachée	attached
rapportons	let's report
ramassant	picking up
raisonnait	reasoned
rafraîchisse	refresh
raffermi	firmed up
racloirs	scrapers
rachetez	buy back
qu’était	what was
qu’aujourd’hui	than today
qu’Elisée	that Elisha
quatre-vingt-trois	eighty-three
quarante-neuf	forty nine
qu'être	what to be
qu'ait	that has
pêcheront	will fish
pétrissent	knead
périe	perished
péché-là	sin there
péages	tolls
prévint	warned
préconise	recommends
précoces	early
protégeras	will protect
prostitues	prostitutes
prosterniez	bow down
prophétisons	let us prophesy
prophétisiez	prophesied
prophète-là	prophet there
profites-en	enjoy it
profanateurs	desecrators
procèdent	proceed
priveras	will deprive
principats	principalities
prierez	will pray
pressera	will press
poussons	let's push
pousses-tu	do you push
pousse-t-il	does he push
poursuit-il	he continues
pourrons-nous	will we be able to
pourra-t-on	will we be able to
plaçons	let's place
plages	beaches
piége	trap
pilastres	pilasters
pesants	heavy
persuasifs	persuasive
perpétré	perpetrated
passera-t-il	will it pass
parût	appeared
parlions	were talking
parlez-vous	do you speak
parlent-ils	do they speak
parfume-toi	perfume yourself
paresseuses	lazy
pardonnerai-je	will i forgive
parcourrai	will travel
parcelles	plots
paraît-il	apparently
paillarde	slutty
paie-t-il	does he pay
oublierais-tu	would you forget
opérait	operated
ondes	waves
offrissent	offer
occupe-toi	take care of yourself
n’égala	did not equal
n’oubliera	will not forget
n’osaient	did not dare
n’obéirent	did not obey
n’observent	do not observe
n’invoquent	do not invoke
n’existent	do not exist
n’entra	did not enter
n’ayons	let us not have
n’avons-nous	don't we have
n’attendent	don't wait
n’allume	don't turn on
n’agirez	will not act
n’accepterez	will not accept
novembre-décembre	November-December
n'étions	were not
n'épargnez	don't spare
n'épargnera	will not spare
n'usez	don't use
n'opprime	does not oppress
n'intercède	does not intercede
n'entendirent	did not hear
n'attendent	don't wait
n'attaquerez	will not attack
n'assemble	does not assemble
n'approche	don't approach
n'apercevrez	you will not see
n'aimez	don't like
n'agissons	let's not act
n'abandonneras	will not give up
m’écoutait	listened to me
