Mладоженецот	The groom	Mladozhenetsot
окото	the eye	okoto
окрвавена	bloody	okrvavena
окрвавени	bloody	okrvaveni
округ	district	okrug
округот	the district	okrugot
окружија	districts	okruzhija
Окружје	District	Okruzhje
окружува	surrounds	okruzhuva
окружуваат	surround	okruzhuvaat
октомври	October	oktomvri
Ола	Ola	Ola
олабави	loosen up	olabavi
олабавува	loosens	olabavuva
олади	cool down	oladi
Олам	Olam	Olam
Оланови	Olanov	Olanovi
Олда	Olda	Olda
Олдама	Oldham	Oldama
олес	Oles	oles
олеснат	relieved	olesnat
олесни	make it easier	olesni
олеснија	made easier	olesnija
олеснуваат	facilitate	olesnuvaat
олеснување	relief	olesnuvanje
олеснувањето	the relief	olesnuvanjeto
олеснуваше	facilitated	olesnuvashe
Оли	Ollie	Oli
Олива	Olive	Oliva
Оливема	Olivema	Olivema
Оливо	Olive	Olivo
Олиев	Olive	Oliev
Олимп	Olympus	Olimp
Олимпа	Olympus	Olimpa
Олимпана	Olympia	Olimpana
олицетворување	embodiment	olitsetvoruvanje
олкава	like this	olkava
олку	like this	olku
оловен	leaden	oloven
оловна	lead	olovna
оловниот	the leaden one	olovniot
оловно	leaden	olovno
олово	lead	olovo
оловото	the lead	olovoto
Олон	Olon	Olon
олтар	altar	oltar
олтарите	the altars	oltarite
олтарот	the altar	oltarot
Олтарско	Altar	Oltarsko
олупи	peel	olupi
омажам	I marry.	omazham
омажат	get married	omazhat
омажена	married	omazhena
омажената	the married one	omazhenata
омажени	married	omazheni
омажи	marry	omazhi
омажија	homage	omazhija
омажила	married	omazhila
омажите	get married	omazhite
омажува	marries	omazhuva
омајува	enchants	omajuva
омаловажи	belittle	omalovazhi
омаловажува	belittles	omalovazhuva
омаловажуваат	belittle	omalovazhuvaat
омаловажувај	belittle	omalovazhuvaj
омаловажувања	disparagement	omalovazhuvanja
омалодуши	discouraged	omalodushi
Омар	Omar	Omar
Омега	Omega	Omega
омеѓи	limit	omegji
Омејците	The Umayyads	Omejtsite
омекна	softened	omekna
омекне	soften	omekne
омер	omer	omer
омера	omer	omera
омерот	the omer	omerot
оми	ohms	omi
омиле	favorite	omile
омилеа	I loved it.	omilea
омилел	favorite	omilel
омилен	favorite	omilen
омилена	favorite	omilena
омилената	the favorite	omilenata
омилени	favorites	omileni
Омилениот	Favorite	Omileniot
омили	home	omili
омилостиви	merciful	omilostivi
Омини	Omini	Omini
Омините	The Omins	Ominite
омориката	the spruce	omorikata
Омот	The cover	Omot
омраза	hatred	omraza
омразата	hatred	omrazata
омразен	hateful	omrazen
омразена	hated	omrazena
омразени	hated	omrazeni
омразено	hated	omrazeno
омрази	hate	omrazi
омразивте	you hated	omrazivte
омразни	hateful	omrazni
омрзна	hated	omrzna
омрзне	hate	omrzne
Омриј	Omri	Omrij
омрсен	smelly	omrsen
омрси	hate	omrsi
он	he	on
она	that	ona
онаа	that one	onaa
онај	that one	onaj
онака	anyway	onaka
онаква	that kind of	onakva
онакви	those kind	onakvi
онакво	like that	onakvo
онаков	like that	onakov
Онам	Onam	Onam
Онамова	Onamova	Onamova
Онамови	Onams	Onamovi
онаму	over there	onamu
Онан	Onan	Onan
Онана	Onana	Onana
онде	there	onde
Оне	Those	One
оневозможат	disable	onevozmozhat
оневозможи	disable	onevozmozhi
оневозможиш	disable	onevozmozhish
онемат	mute	onemat
онемеат	become mute	onemeat
Онемев	I am speechless.	Onemev
онемееш	you become mute	onemeesh
онемеш	you are speechless	onemesh
онеми	mute	onemi
онемиш	mute	onemish
онемоштени	disabled	onemoshteni
онемошти	incapacitated	onemoshti
онемоштија	disability	onemoshtija
онеправда	injustice	onepravda
онеправдал	unjustified	onepravdal
онеправдале	unjustified	onepravdale
онеправдан	unjustified	onepravdan
онеправдани	unjustified	onepravdani
онеправданите	the wronged	onepravdanite
онеправдува	unjustifies	onepravduva
онеправдуваат	they are unjustified	onepravduvaat
онеправдувај	disparage	onepravduvaj
онеправдувам	I am unjust.	onepravduvam
онеправдувате	you are unjustifying	onepravduvate
онерасположиш	you are in a bad mood	oneraspolozhish
онесвести	faint	onesvesti
онеспособат	disable	onesposobat
онец	one	onets
онечистат	defile	onechistat
онечистена	polluted	onechistena
онечистени	polluted	onechisteni
онечистено	polluted	onechisteno
онечисти	defile	onechisti
онечистивте	you polluted	onechistivte
онечистија	they polluted	onechistija
онечистил	polluted	onechistil
онечистила	polluted	onechistila
онечистиле	polluted	onechistile
онечистите	defile	onechistite
онечистиш	you defile	onechistish
онечистува	pollutes	onechistuva
онечистуваат	pollute	onechistuvaat
онечистувајќи	polluting	onechistuvajkji
онечистувајте	defile	onechistuvajte
онечистување	pollution	onechistuvanje
онечистувате	you pollute	onechistuvate
онечстена	polluted	onechstena
они	those	oni
оние	those	onie
ониј	that one	onij
оникс	onyx	oniks
оникси	onyx	oniksi
ониксов	onyx	oniksov
ониксови	onyx	oniksovi
ониксот	the onyx	oniksot
Онисим	Onesimus	Onisim
Онисима	Onesimus	Onisima
Онисифор	Onesiphorus	Onisifor
Онисифора	Onesiphorus	Onisifora
Онисифоровиот	Onesiphorus'	Onisiforoviot
Онисофоровиот	Onesiphorus	Onisoforoviot
Оно	That	Ono
онов	that one	onov
онова	that one	onova
онови	those	onovi
оновци	those ones	onovtsi
оној	that one	onoj
онолкав	that much	onolkav
онолку	as much	onolku
оному	to that	onomu
Онон	Onon	Onon
Ононови	Ononov	Ononovi
Ононската	The Ononska	Ononskata
онот	that one	onot
онскиот	that one	onskiot
оп	op	op
опа	oops	opa
опаѓа	is declining	opagja
опаѓаат	are declining	opagjaat
опаѓај	decline	opagjaj
опаѓаше	was declining	opagjashe
опадна	fell	opadna
опаднаа	they fell	opadnaa
опаднала	decreased	opadnala
опаднале	have declined	opadnale
опаднат	declined	opadnat
опаднете	fall down	opadnete
опак	wicked	opak
опака	upside down	opaka
опаката	the opposite	opakata
опаки	evil	opaki
опакиот	the evil one	opakiot
опаките	the wicked	opakite
опако	wicked	opako
опакост	wickedness	opakost
опакоста	wickedness	opakosta
опакости	wickedness	opakosti
опал	opal	opal
опалена	tanned	opalena
опалени	sunburned	opaleni
опали	fell	opali
опаметите	you are smart	opametite
опаметува	come to your senses	opametuva
опарди	peel	opardi
опасна	dangerous	opasna
опасни	dangerous	opasni
опасниот	the dangerous one	opasniot
опасно	dangerous	opasno
опасност	danger	opasnost
опасноста	the danger	opasnosta
опасности	dangers	opasnosti
опасностите	the dangers	opasnostite
опачините	the backs	opachinite
опаша	tail	opasha
опашаат	they gird	opashaat
опашав	I girded	opashav
опашавте	you girded	opashavte
опашала	belt	opashala
опашан	girdled	opashan
опашана	belted	opashana
опашани	girdled	opashani
опашат	tail	opashat
опаше	tail	opashe
опашете	belt	opashete
опаши	tails	opashi
опашка	tail	opashka
опашката	the tail	opashkata
опашки	tails	opashki
опашките	the tails	opashkite
опашот	the tail	opashot
опашува	tail	opashuva
опашуваа	they were girdling	opashuvaa
опашуваат	they are girdling	opashuvaat
опашувајте	gird up	opashuvajte
опашуваше	was girdling	opashuvashe
опеаја	opera	opeaja
опеваат	they sing	opevaat
опеј	opey	opej
опејам	I sing	opejam
опече	burnt	opeche
опи	drink	opi
опива	drunk	opiva
опиваат	get drunk	opivaat
опивајте	get drunk	opivajte
опивање	drunkenness	opivanje
опивате	you get drunk	opivate
опиваше	got drunk	opivashe
опие	drunk	opie
опиеме	get drunk	opieme
опиеш	you get drunk	opiesh
опија	opium	opija
опијам	I get drunk.	opijam
опијанете	get drunk	opijanete
опијанети	drunk	opijaneti
опијанетите	the drunkards	opijanetite
опијани	drunk	opijani
опијаниш	you are drunk	opijanish
опијанувања	intoxications	opijanuvanja
опијанување	intoxication	opijanuvanje
опијат	opiate	opijat
опијте	get drunk	opijte
опипа	feel	opipa
опипаа	they felt	opipaa
опипам	I feel	opipam
опиплива	tangible	opipliva
опис	description	opis
опитен	experienced	opiten
опитни	experienced	opitni
опитност	experience	opitnost
опиша	described	opisha
опишав	I described	opishav
опишал	described	opishal
опишам	describe	opisham
опишани	described	opishani
опишано	described	opishano
опишат	describe	opishat
опише	describe	opishe
опишеме	describe	opisheme
опишете	describe	opishete
опиши	describe	opishi
опишува	describes	opishuva
опишуваат	describe	opishuvaat
опишуваше	described	opishuvashe
опко	general	opko
опков	cover	opkov
опкова	forged	opkova
опковаа	they chained	opkovaa
опковај	encircle	opkovaj
опкован	chained	opkovan
опковани	chained	opkovani
опковеш	you are enclosing	opkovesh
опкови	ropes	opkovi
опколам	surround	opkolam
опколат	surrounded	opkolat
опколен	surrounded	opkolen
опколена	surrounded	opkolena
опколени	surrounded	opkoleni
опколено	surrounded	opkoleno
опколете	surround	opkolete
опколи	surround	opkoli
опколија	neighborhood	opkolija
опколил	surrounded	opkolil
опколиле	surrounded	opkolile
опколува	surrounds	opkoluva
опколуваа	surrounded	opkoluvaa
опколуваат	surround	opkoluvaat
опколуваше	surrounded	opkoluvashe
опкоп	moat	opkop
опкопам	dig	opkopam
опкопи	moats	opkopi
опкру	around	opkru
опкружам	surround	opkruzham
опкружат	surround	opkruzhat
опкружен	surrounded	opkruzhen
опкружена	surrounded	opkruzhena
опкружено	surrounded	opkruzheno
опкружете	surround	opkruzhete
опкружи	surround	opkruzhi
опкружив	I surrounded	opkruzhiv
опкружија	surrounded	opkruzhija
опкружил	surrounded	opkruzhil
опкружите	surround	opkruzhite
опкружиш	surround	opkruzhish
опкружува	surrounds	opkruzhuva
опкружуваа	surrounded	opkruzhuvaa
опкружуваат	surround	opkruzhuvaat
опкружуваш	you surround	opkruzhuvash
