-Abarīmas	-Abarimas
Pereca—pcreciešu	Perec—Pcrecian
pereciešu	Perezian
Perecs	Peretz
Perecu	Perez
perējumu	hatching
perēs	will breed
Perešs	Peresh
perētājs	hatcher
Pergā	In Perga
Pergamā	In Pergamum
Pergamas	Pergamum
pergamentu	parchment
pergamentus	parchments
Pergas	Perga
Peridas	Peridos
pēriens	spanking
pērienu	spanking
perina	perina
perināt	to hatch
pērk	buys
pērkami	purchasable
pērkamie	purchasable
pērkona	thunder
pērkonā	thunder
pērkonam	thunder
pērkoni	thunder
pērkoniem	thunder
pērkons	thunder
pērkonu	thunder
pērkonus	thunder
pērļakmens	pearl
pērle	pearl
pērlēm	pearls
pērles	pearls
pērlēs	in pearls
pērli	pearls
pērļu	pearl
pērn	last year
pērnā	last year
pēršanu	beating
pērsi	persian
Persidi	Persians
Persidu	Persian
persieša	Persian
persieši	Persians
persiešiem	Persians
persiešu	Persian
Persijā	In Persia
Persijas	Persian
personā	in person
personām	persons
personas	persons
personīgā	personal
personīgām	personal
personīgi	personally
personu	person
peršu	Persian
pērt	to beat
Perudas	Perudas
Pestī	In the rain
pestī-šana	salvation
pestī-šanas	salvation
pestī-šanu	salvation
pestījis	saved
pestīšana	salvation
pestīšanā	in salvation
pestīšanai	for salvation
pestīšanas	salvation
pestīšanu	salvation
pestīt	to save
pestīta	saved
pestītāja	savior
Pestītājā	In the Savior
Pestītājam	To the Savior
pestītājs	savior
Pestitāju	Savior
Pestītāju	Savior
pestīti	saved
pestītiem	saved
pestīts	saved
Pēt	Research
pēta	explores
Petachja	Petahtya
Petachjam	Petach Tikva
Petahja	Petah Tikva
Petahjam	Petah Tikva
pētāt	to study
Pētcj-a	Five
Pētefa	Petef
Pēter	Peter
Pētera	Peter's
Pēteri	Peter
Pēterim	Peter
Pēteris	Peter
Pēteris—klints	Peter—the rock
pētī	research
pētīdami	studying
pētījat	you study
pētījuši	studied
pētnieks	researcher
Petoru	Petor
Petuēla	Pethuel
pie	at
pie-augšanu	growth
pie-cēlās	got up
pie-dauzās	in-a-beat
pie-derēji	accessories
pie-dodu	I give
pie-dzimstam	at-birth
pie-dzimuši	born
pie-dzīvot	to live at
pie-griezies	turned around
pie-griezīs	will turn around
pie-ķēries	caught
pie-kopušas	on-hand
pie-krastē	on-shore
pie-līdzināta	equated
pie-liec	put on
pie-lūgtu	I would like to pray.
pie-mērotus	suitable
pie-minēdams	by-mentioning
pie-miņu	in memory
pie-pildījās	came true
pie-pildījis	filled
pie-pildījuma	to-fill
pie-pildīšanos	fulfillment
pie-pildīties	to-be-fulfilled
pie-saucu	I called out
pie-skārās	touched
pie-šķirts	assigned
pie-vārtei	at the gate
pie-viltā	at-fake
pieaicin	invites
pieaicināja	invited
pieaicinājis	invited
pieaicinās	will invite
pieaicini	invite
pieaiciniet	invite
pieaudz	grows up
pieaudzis	grown up
pieaug	growing
pieauga	increased
pieaugdami	growing up
pieaugot	growing up
pieaugs	will increase
pieaugšanu	growing up
pieaugsi	you will grow up
pieaugsiet	will grow up
pieaugsim	let's grow up
pieaugsit	will grow up
pieaugšu	adult
pieaugt	to grow
pieaugtu	would grow
pieaugu	I grew up
pieaugums	growth
pieaugumu	increase
pieaugusi	grown up
pieauguši	adults
piebalsoja	echoed
piebalsoju	I agree.
piebērtu	would fill
piebīda	pushes
piebiedrojās	joined
piebiedrojies	joined
piebiedrosies	will join
piebiedrosities	join
piebiedroties	to join
piebilda	added
piebildi	add
piebildis	added
piebilst	adds
piebrauca	arrived
piebrieda	matured
piebriest	to swell
piebūvē	annex
piebūves	extensions
piebūvi	extension
piebūvju	outbuildings
piec-padsmit	fifteen
piecām	five
piecas	five
piecās	at five
piecdes-mit	fifty-five
piecdesmit	fifty
piecdesmit—no	fifty—of
piecdesmitais	fiftieth
piecdesmitajā	fiftieth
piecdesmitiem	fifties
piecejas	will pass
pieceļ	raises
piecēla	raised
pieceļamies	let's get up
pieceļas	gets up
piecēlās	got up
piecelies	stand up
piecēlies	got up
piecēlos	I got up.
pieceļoties	getting up
piecels	will rise
piecelšanās	getting up
piecelšanos	getting up
piecelsies	will get up
piecelšos	I will get up.
piecelt	to stand up
piecelties	to stand up
pieceltu	would stand up
piecēlusies	got up
piecēlušies	got up
pieci	five
pieciem	five
piecieš	five
piecisimt	fifty-five
piecpa-dsmit	fifteen
piecpadsmit	fifteen
piecpadsmitā	fifteenth
piecpadsmitajā	on the fifteenth
piecpadsmito	fifteenth
piectūkstoš	five thousandth
piectūkstošiem	five thousand
piecu	five
piecus	five
pied	add
pieda-līsies	will participate
piedā-vādama	offered
piedalāmies	participate
piedalās	participates
piedalieties	participate
piedalījās	participated
piedalījis	participated
piedalījušies	participated
piedalīšanās	participation
piedalīsies	will participate
piedalīties	participate
piedalītos	would participate
piedalos	I participate
piedaloties	participating
piedarbā	in the making
piedarbu	work
piedauzās	fucked up
piedauzība	obscenity
piedauzības	obscenities
piedauzību	obscenity
piedauzīgi	obscenely
piedāvā	offers
piedāvādama	offering
piedāvāja	offered
piedāvājās	offered
piedāvāju	I offer
piedāvājumu	offer
piedāvās	will offer
piedāvāto	offered
piede-rības	accessories
piede-rumus	accessories
piedegšanai	for burning
piedemmus	supplements
pieder	belongs to
piederam	belong
piederas	belongs to
piederat	belong
piederēdama	belonging
piederēja	belonged
piederēja—četrpadsmit	belonged to—fourteen
piederējās	belonged
piederēji	belongings
piederējis	owned
piederējušas	belonged to
piederējusi	owned
piederējuši	belonged to
piederēs	will belong
piederēsi	you will belong
piederēšu	will belong
piederēt	to belong
piederētu	would belong
piederi	belong
piederī-giem	belonging to
piederi-go	belong-to
piederība	belonging
piederībā	belonging
piederībai	belonging
piederības	belongings
piederību	belonging
piederīgā	belonging
piederīgais	belonging
piederīgajā	in the possession
piederīgajām	belonging
piederīgajiem	belongings
piederīgām	belonging
piederīgās	belonging
piederīgi	belonging
piederīgie	relatives
piederigiem	belongings
piederīgiem	belonging
piederigo	belonging
piederīgo	belonging
piederigos	will belong
piederīgos	belonging
piederīgs	belonging
piederīgu	belonging
piederošā	belonging
piederošais	belonging
piederošās	belonging
piederošie	belonging
piederot	belonging
piederu	I belong
piederumi	accessories
piederumiem	accessories
piederumu	accessory
piederumus	accessories
piedeva	additive
piedevām	additionally
piedevāt	to forgive
piedēvējuši	attributed
piedevi	additive
piedevis	forgiven
piedevu	additive
piedod	forgive
piedodam	sorry
piedodami	forgivable
piedodams	forgiving
piedodat	forgive me
piedodi	sorry
piedodiet	forgive me
piedodu	I'm sorry.
piedos	I will forgive you.
piedošana	forgiveness
piedošanai	for forgiveness
piedošanas	forgiveness
piedošanu	forgiveness
piedosiet	forgive
piedosit	forgive
piedošu	I will forgive.
piedot	to forgive
piedota	forgiven
piedoti	forgiven
piedots	forgiven
piedotu	forgive
piedraudēdami	threateningly
piedraudēja	threatened
piedraudējis	threatened
piedraudēju	threatened
piedraudējumiem	threats
piedraudējums	threat
piedraudējuši	threatened
piedraudēsim	we will threaten
piedraudēšu	I will threaten
piedraudētā	threatened
piedraudot	threatening
piedraudu	I threaten.
piedur	stop
pieduras	stop
piedurknēm	sleeves
pieduršu	I will stop.
piedurt	to bother
piedūruši	bored
piedurvīm	for doors
piedzenat	you drive
piedzeras	drunk
piedzērās	got drunk
piedzeraties	get drunk
piedzēries	drunk
piedzeršanās	drunkenness
piedzersies	will get drunk
piedzēruša	drunk
piedzēruši	drunk
piedzērusies	drunk
piedzērušies	drunk
piedzī-vojuši	have lived
piedzima	was born
piedzimi	born
piedzimis	born
piedzims	will be born
piedzimšana	birth
piedzimšanas	birth
piedzimšanu	birth
piedzimst	is born
piedzimstam	born
piedzimstot	at birth
piedzimt	to be born
piedzimtu	would be born
piedzimu	I was born
piedzimušais	born
piedzimusi	born
piedzimuši	born
piedzina	chased
piedzinējs	collector
Piedzirdiet	Make it drinkable
piedzirdīja	made to drink
piedzirdīšu	I will make you drink.
piedzīšanas	recovery
piedzīvo	experiencing
piedzīvo-jām	experienced
piedzīvoja	experienced
piedzīvojām	experienced
piedzivojis	experienced
piedzīvojis	experienced
piedzīvojumi	adventures
piedzīvojumos	in adventures
piedzīvojuši	experienced
Piedzīvojušiem	For the experienced
piedzīvojušus	experienced
piedzīvos	will experience
piedzīvosi	will experience
piedzīvosit	will experience
piedzīvot	to experience
piedzīvotājam	adventurer
piedzīvotāji	adventurers
piedzīvotājiem	adventurers
piedzīvotājs	adventurer
piedzīvotāju	adventurer
piedzīvotājus	adventurers
piedzīvoto	experienced
piedzīvots	experienced
piedzīvotu	would experience
pieēdās	fed up
pieēdies	fed up
pieēdināmi	satiable
pieēdīsies	will get fed up
pieeja	approach
pieejai	approach
pieejamas	available
pieejami	available
pieejams	available
pieejas	approaches
pieeju	approach
piegādādams	delivering
piegādāja	delivered
piegādāti	delivered
piegādes	deliveries
piegāja	approached
piegājā	approaching
piegājis	approached
piegāju	I approached.
piegājusi	approached
piegājuši	approached
piegali	end
pieglaudās	snuggled
pieglaudies	snuggle up
pieglaužas	snuggles
piegriez	cut
piegriež	cuts
piegrieza	cut
piegriežas	turns around
piegriežaties	come back
piegriezdams	to be cut
piegriezies	returned
Piegrieziet	Turn around
piegriezis	cut
piegriezīs	will turn around
piegriezīsies	will turn around
piegriezīsities	you will turn around
piegriezīšos	I will be back.
piegriezos	I will turn around.
piegrieztu	would cut
piegriezu	I cut it.
piegriezums	cut
piegriezuši	have cut
piegriezušies	turned around
pieguļ	fits
pieguldīja	laid down
piegulēja	fit
piegulētāji	sleepers
piegulētajiem	for the bedridden
piegulētājiem	for those who sleep
piegulošas	snug
piegulošās	adjacent
piegulošiem	snug
piegulošo	adjacent
pieiesim	let's approach
pieiet	approach
piejūras	seaside
piekājē	at the foot
piekala	stop
piekalāt	to nail
piekalnē	on a hill
piekaluši	dried up
piekāpdamies	giving in
piekāpīga	compliant
piekāpīgi	condescendingly
piekāpīgs	lenient
piekāpjas	gives in
piekāpušies	conceded
piekārdami	hanging
piekārtu	hang
pieķepas	limp
pieķer	catch
pieķeras	clings
pieķērās	got attached
pieķeraties	cling
pieķerdamies	clinging
pieķeries	get caught
pieķēries	attached
pieķerieties	cling
pieķeroties	clinging
pieķeršanās	attachment
pieķersies	will catch on
pieķersities	you will get attached
pieķert	to catch
pieķerta	caught
pieķerties	to cling to
pieķertos	would get caught
pieķertu	would catch
pieķērušās	attached
pieķērusies	attached
pieķērušies	attached
pieklājas	befitting
pieklājība	politeness
pieklājīga	polite
pieklājīgā	polite
pieklājīgajiem	for the polite
pieklājīgāki	more polite
pieklājīgi	politely
pieklājīgs	polite
piekļaudamies	adhering
piekļausies	will fit in
pieklauvē	knocks
pieklauvēja	knocked
piekļāvās	approached
piekļāvies	approached
pieklīdušie	strays
pieko-dinādams	by-by-by
piekodi-nāsim	let's code
piekodinādami	by adding
piekodinādams	adding
piekodināja	added
piekodinājām	we added
piekodinājis	has been added
piekodinājumu	addition
piekodinājuši	have been adding
piekodināsim	let's add
piekodinātu	would be added
piekodini	bite
piekodinot	coding
piekodinu	I add
piekodinu—tas	I will add—it
piekop	practice
piekopa	follow-up
piekopāt	to cultivate
piekopdama	practicing
piekopdami	practicing
piekopdams	practicing
piekopēji	followers
piekopējiem	for followers
piekopējus	practitioners
piekopis	well-groomed
piekopj	practice
piekopjamo	to be practiced
piekopt	to cultivate
piekoptu	would practice
piekopu	I will practice.
piekopušas	practiced
piekopusi	accustomed
piekopuši	practiced
piekrāju	I saved up
piekrāpa	cheated
piekrāpis	cheated
piekrāpjam	cheat
piekrāps	will cheat
piekrāpt	to cheat
piekrāpti	cheated
piekrāpuši	cheated
piekrastē	on the coast
piekrastēm	coasts
piekrastes	coastal
piekrasti	coast
piekrātas	accumulated
piekrauti	loaded
piekrautu	loaded
piekrišanas	consent
piekrišanu	consent
piekristu	would agree
piekrīt	agrees
piekrita	agreed
piekrītat	agree
piekritēji	supporters
piekritējiem	supporters
piekritējus	supporters
piekritīgām	competent
piekritīs	will agree
piekrītošo	agreeing
piekritu	agreed
piekrītu	I agree
piekritusi	agreed
piektā	fifth
piektais	fifth
piektajā	on the fifth
piektajam	fifth
piektdaļa	fifth
piektie	fifth
piekto	fifth
pieku-suši	five-sushi
piekukuļoja	bribed
piekusa	melted
piekusis	tired
piekušņus	anklets
piekūst	to melt
piekusuša	melted
piekususi	melted
piekusuši	have melted
piekusušiem	melted
pielāgo	adapts
pielaida	tolerate
pielaidis	allowed
pielaidīs	will allow
pielaist	to allow
pielasīja	admitted
pielasījuši	admitted
pieļāva	allowed
pieļāvis	allowed
pielī-dzināšana	alignment
pielicis	put
pielido	fly
pielidoja	flew
pielīdzina	equates
pielīdzinādami	by analogy
pielīdzinādams	equating
pielīdzināja	equated
pielīdzināji	equalizer
pielīdzināma	comparable
pielīdzināms	comparable
pielīdzināšanas	alignment
pielīdzināsim	let's equate
pielīdzināsit	will equate
pielīdzināt	to equate
pielīdzināta	equated
pielīdzinātāju	equalizer
pielīdzināts	equated
pielīdzinos	I will equate
pielidzinu	I compare
pielīdzinu	I equate
pieliec	lean
pielieca	bent
pieliecies	bent over
pielieciet	apply
pieliek	applies
pieliekamās	pantries
pieliekams	add-on
pieliekot	applying
pielieti	poured
pielieto	apply
pielietoja	applied
pielika	attached
pielikdams	attached
pieliks	will add
pieliksi	will you add
pielikšu	I will add
pielikt	to attach
pielikta	attached
pielikts	attached
pieliktu	would add
pieliku	attachment
pielikumi	attachments
pielikuši	have attached
pielīp	sticks
pielipa	stuck
pielips	will stick
pielipt	to stick
pielipuši	stuck
pielipušos	sticky
pielūdz	worships
pielūdza	worshipped
pielūdzam	we worship
pielūdzat	worship
pielūdzēji	worshippers
pielūdzējiem	worshipers
pielūdzējs	admirer
pielūdzējus	worshippers
pielūdziet	worship
pielūdzis	worshipped
pielūdzot	worshiping
pielūdzu	I worship
pielūgdami	worshiping
pielūgdams	worshiping
pielūgs	will worship
pielūgšanā	in worship
pielūgšanai	for worship
pielūgšanas	worship
pielūgšanās	worship
pielūgšanu	worship
pielūgsi	you will worship
pielūgsim	let's worship
pielūgsit	will worship
pielūgsmei	for worship
pielūgsmēm	worship
pielūgsmes	worship
pielūgsmi	worship
pielūgšu	I will worship
pielūgt	to worship
pielūgties	to worship
pielūgts	worshipped
pielūgtu	would worship
pielūguši	worshipped
pielūko	look at
pielūkodami	looking at
pielūkojiet	take a look
piemaisīts	mixed
piemaisot	mixing
piemājo	home
piemājoja	moved in
piemājoju	I am home.
piemājotāji	housekeepers
piemājotāju	homeowner
piemājotu	would come home
piemalei	to the sidelines
piemānīja	tricked
piemānījis	tricked
piemeklē	finds
piemeklē-šanas	search-s
piemeklēdams	searching
piemeklēja	found
piemeklējamo	to be searched
piemeklēji	you found
piemeklējis	found
piemeklēju	I found
piemeklējuma	search
piemeklējumi	searches
piemeklējumiem	searches
piemeklējumos	in searches
piemeklējums	search
piemeklējumu	search
piemeklējumus	searches
piemeklējušas	have been found
piemeklējusi	found
piemeklēs	will find
piemeklēšana	search
piemeklēšanas	search
piemeklēšanu	search
piemeklēšu	I will find
piemeklēt	to find
piemeklēta	found
piemeklētās	found
piemeklēti	found
piemeklēto	found
piemeklēts	found
piemeklētu	would find
Piemērām	For example
piemērodams	applicable
piemērojoties	adapting
piemērotais	suitable
piemērotas	suitable
piemērotiem	suitable
piemērots	suitable
piemērotus	suitable
piemērs	example
piemēru	example
piemestas	thrown
piemētāja	threw
piemetās	threw
piemiedzis	winked
piemīlībā	in love
piemin	mentions
piemiņa	memory
piemiņā	in memory
piemiņai	in memory
pieminam	we mention
pieminama	noteworthy
pieminamām	noteworthy
pieminamas	memorable
piemiņas	memorials
pieminat	mention
Pieminēdama	Mentioning
pieminēdami	mentioning
pieminēdams	mentioning
pieminēja	mentioned
pieminējām	mentioned
pieminēji	mentioned
pieminējis	mentioned
pieminekli	monument
piemineklis	monument
pieminekļu	monuments
pieminekļus	monuments
pieminēs	will mention
pieminēšana	mention
pieminēšanas	mentions
pieminēšanu	mention
pieminēsi	you will mention
pieminēsit	will mention
pieminēšu	I will mention
pieminēt	to mention
pieminēta	mentioned
pieminētas	mentioned
pieminētu	would mention
pieminētum	to mention
piemini	mention
pieminiet	mention
pieminot	mentioning
pieminu	I mention
piemiņu	memorial
piemirst	forget
piemīt	possess
piemita	possessed
piemītat	possess
piemitējs	possessor
piemitīga	homely
piemitīs	will have
piemītoša	inherent
piena	milk
pienā	in milk
pienāc	come
pienāca	arrived
pienācās	had to
pienācāt	you should
pienācēji	newcomers
pienācies	due
pienāciet	come
pienācīgā	proper
pienācīgas	decent
pienācīgo	proper
pienācīgu	proper
pienācīgus	decent
pienācis	arrived
pienaglodams	milking
pienagloja	nail polish
pienāk	arrives
pienākam	we are coming
pienākas	due
pienākot	arriving
pienāks	will arrive
pienākta	due
pienākts	due
pienākuma	duty
pienākumi	duties
pienākumiem	duties
pienākumos	in duties
pienākums	duty
