the	ðiː	t-h-ē	ㄘㄧ	該
sunbaked	ˈsʌnbeɪkt	s-u-n-b-ā-k-t	ㄙㄨㄋㄅㄝㄧㄍㄉ	日曬
calendar	ˈkælɪndə	k-a-l-i-n-d-ə	ㄍㄚㄌㄧㄋㄉㄦ	日曆
someday	ˈsʌmˌdeɪ	s-u-m-d-ā	ㄙㄨㄇㄉㄝㄧ	日後
daily	ˈdeɪli	d-ā-l-ē	ㄉㄝㄧㄌㄧ	日常
sunrise	ˈsʌnraɪz	s-u-n-r-ī-z	ㄙㄨㄋㄖㄚㄧㄗ	日出
established	ɪsˈtæblɪʃt	i-s-t-a-b-l-i-sh-t	ㄧㄙㄉㄚㄅㄌㄧㄕㄉ	既定
flagpole	ˈflægpəʊl	f-l-a-g-p-ə-oo-l	ㄈㄌㄚㄍㄅㄦㄡㄌ	旗桿
banner	ˈbænə	b-a-n-ə	ㄅㄚㄋㄦ	旗幟
whirlwinds	ˈwɜːlwɪndz	w-û-l-w-i-n-d-z	ㄨㄦㄌㄨㄧㄋㄉㄗ	旋風
whirlwind	ˈwɜːlwɪnd	w-û-l-w-i-n-d	ㄨㄦㄌㄨㄧㄋㄉ	旋風
whirling	ˈwɜːlɪŋ	w-û-l-i-ng	ㄨㄦㄌㄧㄥ	旋轉
melody	ˈmɛlədi	m-é-l-ə-d-ē	ㄇㄜㄌㄦㄉㄧ	旋律
melodies	ˈmɛlədiz	m-é-l-ə-d-ē-z	ㄇㄜㄌㄦㄉㄧㄗ	旋律
trips	trɪps	t-r-i-p-s	ㄉㄖㄧㄅㄙ	旅行
travels	ˈtrævlz	t-r-a-v-l-z	ㄉㄖㄚㄈㄌㄗ	旅行
traveling	ˈtrævlɪŋ	t-r-a-v-l-i-ng	ㄉㄖㄚㄈㄌㄧㄥ	旅行
traveled	ˈtrævld	t-r-a-v-l-d	ㄉㄖㄚㄈㄌㄉ	旅行
travel	ˈtrævl	t-r-a-v-l	ㄉㄖㄚㄈㄌ	旅行
journeys	ˈʤɜːniz	y-û-n-ē-z	ㄓㄦㄋㄧㄗ	旅程
journey	ˈʤɜːni	y-û-n-ē	ㄓㄦㄋㄧ	旅程
inn	ɪn	i-n	ㄧㄋ	旅店
travelers	ˈtrævləz	t-r-a-v-l-ə-z	ㄉㄖㄚㄈㄌㄦㄗ	旅客
ishvi	ishvi	ē-s-h-v-ē	ㄧㄙㄏㄈㄧ	施韋
performs	pəˈfɔːmz	p-ə-f-ô-m-z	ㄅㄦㄈㄛㄇㄗ	施行
baptizing	bæpˈtaɪzɪŋ	b-a-p-t-ī-z-i-ng	ㄅㄚㄅㄉㄚㄧㄗㄧㄥ	施洗
baptizes	bæpˈtaɪzɪz	b-a-p-t-ī-z-i-z	ㄅㄚㄅㄉㄚㄧㄗㄧㄗ	施洗
ashvath	ashvath	a-s-h-v-a-t-h	ㄚㄙㄏㄈㄚㄉㄏ	施法
construction	kənˈstrʌkʃən	k-ə-n-s-t-r-u-k-sh-ə-n	ㄍㄣㄙㄉㄖㄨㄍㄕㄣ	施工
dialect	ˈdaɪəlɛkt	d-ī-ə-l-é-k-t	ㄉㄚㄧㄦㄌㄜㄍㄉ	方言
ark	ɑːk	ä-k	ㄚㄍ	方舟
ways	weɪz	w-ā-z	ㄨㄝㄧㄗ	方法
methods	ˈmɛθədz	m-é-th-ə-d-z	ㄇㄜㄊㄦㄉㄗ	方法
approaches	əˈprəʊʧɪz	ə-p-r-ə-oo-ch-i-z	ㄦㄅㄖㄦㄡㄓㄧㄗ	方法
schemes	skiːmz	s-k-ē-m-z	ㄙㄍㄧㄇㄗ	方案
scheme	skiːm	s-k-ē-m	ㄙㄍㄧㄇ	方案
manner	ˈmænə	m-a-n-ə	ㄇㄚㄋㄦ	方式
directions	dɪˈrɛkʃənz	d-i-r-é-k-sh-ə-n-z	ㄉㄧㄖㄜㄍㄕㄣㄗ	方向
direction	dɪˈrɛkʃən	d-i-r-é-k-sh-ə-n	ㄉㄧㄖㄜㄍㄕㄣ	方向
convenient	kənˈviːnjənt	k-ə-n-v-ē-n-y-ə-n-t	ㄍㄣㄈㄧㄋㄡㄣㄉ	方便
fracture	ˈfrækʧə	f-r-a-k-ch-ə	ㄈㄖㄚㄍㄓㄦ	斷裂
sever	ˈsɛvə	s-é-v-ə	ㄙㄜㄈㄦ	斷絕
flatly	ˈflætli	f-l-a-t-l-ē	ㄈㄌㄚㄉㄌㄧ	斷然
weaned	wiːnd	w-ē-n-d	ㄨㄧㄋㄉ	斷奶
freshly	ˈfrɛʃli	f-r-é-sh-l-ē	ㄈㄖㄜㄕㄌㄧ	新鮮
fresh	frɛʃ	f-r-é-sh	ㄈㄖㄜㄕ	新鮮
grooms	grʊmz	g-r-oo-m-z	ㄍㄖㄡㄇㄗ	新郎
bridegrooms	ˈbraɪdgrʊmz	b-r-ī-d-g-r-oo-m-z	ㄅㄖㄚㄧㄉㄍㄖㄡㄇㄗ	新郎
bridegroom	ˈbraɪdgrʊm	b-r-ī-d-g-r-oo-m	ㄅㄖㄚㄧㄉㄍㄖㄡㄇ	新郎
news	njuːz	n-yü-z	ㄋㄡㄨㄗ	新聞
silla	silla	s-ē-l-l-a	ㄙㄧㄌㄌㄚ	新羅
rebirth	ˌriːˈbɜːθ	r-ē-b-û-th	ㄖㄧㄅㄦㄊ	新生
newborn	ˈnjuːbɔːn	n-yü-b-ô-n	ㄋㄡㄨㄅㄛㄋ	新生
new-moon	njuː-muːn	n-yü-m-ū-n	ㄋㄡㄨ-ㄇㄨㄋ	新月
crescents	ˈkrɛsnts	k-r-é-s-n-t-s	ㄍㄖㄜㄙㄋㄗ	新月
crescent	ˈkrɛsnt	k-r-é-s-n-t	ㄍㄖㄜㄙㄋㄉ	新月
brides	braɪdz	b-r-ī-d-z	ㄅㄖㄚㄧㄉㄗ	新娘
bride	braɪd	b-r-ī-d	ㄅㄖㄚㄧㄉ	新娘
bridal	ˈbraɪdl	b-r-ī-d-l	ㄅㄖㄚㄧㄉㄌ	新娘
newness	ˈnjuːnɪs	n-yü-n-i-s	ㄋㄡㄨㄋㄧㄙ	新奇
esli	esli	e-s-l-ē	ㄝㄙㄌㄧ	斯利
beheaded	bɪˈhɛdɪd	b-i-h-é-d-i-d	ㄅㄧㄏㄜㄉㄧㄉ	斬首
chopping	ˈʧɒpɪŋ	ch-o-p-i-ng	ㄓㄛㄅㄧㄥ	斬波
ax	æks	a-k-s	ㄚㄍㄙ	斧頭
rebukes	rɪˈbjuːks	r-i-b-yü-k-s	ㄖㄧㄅㄡㄨㄍㄙ	斥責
rebuked	rɪˈbjuːkt	r-i-b-yü-k-t	ㄖㄧㄅㄡㄨㄍㄉ	斥責
leans	liːnz	l-ē-n-z	ㄌㄧㄋㄗ	斜靠
slung	slʌŋ	s-l-u-ng	ㄙㄌㄨㄥ	斜背
reclining	rɪˈklaɪnɪŋ	r-i-k-l-ī-n-i-ng	ㄖㄧㄍㄌㄚㄧㄋㄧㄥ	斜倚
cloaks	kləʊks	k-l-ə-oo-k-s	ㄍㄌㄦㄡㄍㄙ	斗篷
spots	spɒts	s-p-o-t-s	ㄙㄅㄛㄗ	斑點
speckled	ˈspɛkld	s-p-é-k-l-d	ㄙㄅㄜㄍㄌㄉ	斑點
speck	spɛk	s-p-é-k	ㄙㄅㄜㄍ	斑點
blot	blɒt	b-l-o-t	ㄅㄌㄛㄉ	斑點
turtledoves	ˈtɜːtldʌvz	t-û-t-l-d-u-v-z	ㄉㄦㄉㄌㄉㄨㄈㄗ	斑鳩
turtledove	ˈtɜːtldʌv	t-û-t-l-d-u-v	ㄉㄦㄉㄌㄉㄨㄈ	斑鳩
porphyry	ˈpɔːfɪri	p-ô-f-i-r-ē	ㄅㄛㄈㄧㄖㄧ	斑岩
writings	ˈraɪtɪŋz	r-ī-t-i-ng-z	ㄖㄚㄧㄉㄧㄥㄗ	文章
article	ˈɑːtɪkl	ä-t-i-k-l	ㄚㄉㄧㄍㄌ	文章
civilization	ˌsɪvɪlaɪˈzeɪʃən	s-i-v-i-l-ī-z-ā-sh-ə-n	ㄙㄧㄈㄧㄌㄚㄧㄗㄝㄧㄕㄣ	文明
literature	ˈlɪtərɪʧə	l-i-t-ə-r-i-ch-ə	ㄌㄧㄉㄦㄖㄧㄓㄦ	文學
scribes	skraɪbz	s-k-r-ī-b-z	ㄙㄍㄖㄚㄧㄅㄗ	文士
cultures	ˈkʌlʧəz	k-u-l-ch-ə-z	ㄍㄨㄌㄓㄦㄗ	文化
culture	ˈkʌlʧə	k-u-l-ch-ə	ㄍㄨㄌㄓㄦ	文化
papers	ˈpeɪpəz	p-ā-p-ə-z	ㄅㄝㄧㄅㄦㄗ	文件
file	faɪl	f-ī-l	ㄈㄚㄧㄌ	文件
document	ˈdɒkjʊmənt	d-o-k-y-oo-m-ə-n-t	ㄉㄛㄍㄡㄡㄇㄣㄉ	文件
quantity	ˈkwɒntɪti	k-w-o-n-t-i-t-ē	ㄍㄨㄛㄋㄉㄧㄉㄧ	數量
quantities	ˈkwɒntɪtiz	k-w-o-n-t-i-t-ē-z	ㄍㄨㄛㄋㄉㄧㄉㄧㄗ	數量
counting	ˈkaʊntɪŋ	k-o-w-n-t-i-ng	ㄍㄚㄡㄋㄉㄧㄥ	數數
numbers	ˈnʌmbəz	n-u-m-b-ə-z	ㄋㄨㄇㄅㄦㄗ	數字
figure	ˈfɪgə	f-i-g-ə	ㄈㄧㄍㄦ	數字
thousands	ˈθaʊzəndz	th-o-w-z-ə-n-d-z	ㄊㄚㄡㄗㄣㄉㄗ	數千
dressing	ˈdrɛsɪŋ	d-r-é-s-i-ng	ㄉㄖㄜㄙㄧㄥ	敷料
hostility	hɒsˈtɪlɪti	h-o-s-t-i-l-i-t-ē	ㄏㄛㄙㄉㄧㄌㄧㄉㄧ	敵意
hostile	ˈhɒstaɪl	h-o-s-t-ī-l	ㄏㄛㄙㄉㄚㄧㄌ	敵對
foes	fəʊz	f-ə-oo-z	ㄈㄦㄡㄗ	敵人
foe	fəʊ	f-ə-oo	ㄈㄦㄡ	敵人
enemy	ˈɛnɪmi	é-n-i-m-ē	ㄜㄋㄧㄇㄧ	敵人
enemies	ˈɛnɪmiz	é-n-i-m-ē-z	ㄜㄋㄧㄇㄧㄗ	敵人
arranging	əˈreɪnʤɪŋ	ə-r-ā-n-y-i-ng	ㄦㄖㄝㄧㄋㄓㄧㄥ	整理
arranges	əˈreɪnʤɪz	ə-r-ā-n-y-i-z	ㄦㄖㄝㄧㄋㄓㄧㄗ	整理
whole	həʊl	h-ə-oo-l	ㄏㄦㄡㄌ	整個
entire	ɪnˈtaɪə	i-n-t-ī-ə	ㄧㄋㄉㄚㄧㄦ	整個
knocks	nɒks	n-o-k-s	ㄋㄛㄍㄙ	敲門
knocking	ˈnɒkɪŋ	n-o-k-i-ng	ㄋㄛㄍㄧㄥ	敲門
extortion	ɪksˈtɔːʃən	i-k-s-t-ô-sh-ə-n	ㄧㄍㄙㄉㄛㄕㄣ	敲詐
hammered	ˈhæməd	h-a-m-ə-d	ㄏㄚㄇㄦㄉ	敲定
godly	ˈgɒdli	g-o-d-l-ē	ㄍㄛㄉㄌㄧ	敬虔
saluted	səˈluːtɪd	s-ə-l-ū-t-i-d	ㄙㄦㄌㄨㄉㄧㄉ	敬禮
urged	ɜːʤd	û-y-d	ㄦㄓㄉ	敦促
urge	ɜːʤ	û-y	ㄦㄓ	敦促
littered	ˈlɪtəd	l-i-t-ə-d	ㄌㄧㄉㄦㄉ	散落
undisciplined	ʌnˈdɪsɪplɪnd	u-n-d-i-s-i-p-l-i-n-d	ㄨㄋㄉㄧㄙㄧㄅㄌㄧㄋㄉ	散漫
walks	wɔːks	w-ô-k-s	ㄨㄛㄍㄙ	散步
scatters	ˈskætəz	s-k-a-t-ə-z	ㄙㄍㄚㄉㄦㄗ	散射
scattering	ˈskætərɪŋ	s-k-a-t-ə-r-i-ng	ㄙㄍㄚㄉㄦㄖㄧㄥ	散射
lessons	ˈlɛsnz	l-é-s-n-z	ㄌㄜㄙㄋㄗ	教訓
educate	ˈɛdju(ː)keɪt	é-d-yü---k-ā-t	ㄜㄉㄡㄨㄍㄝㄧㄉ	教育
doctrine	ˈdɒktrɪn	d-o-k-t-r-i-n	ㄉㄛㄍㄉㄖㄧㄋ	教義
sect	sɛkt	s-é-k-t	ㄙㄜㄍㄉ	教派
church	ʧɜːʧ	ch-û-ch	ㄓㄦㄓ	教會
teachers	ˈtiːʧəz	t-ē-ch-ə-z	ㄉㄧㄓㄦㄗ	教師
teachings	ˈtiːʧɪŋz	t-ē-ch-i-ng-z	ㄉㄧㄓㄧㄥㄗ	教導
teaching	ˈtiːʧɪŋ	t-ē-ch-i-ng	ㄉㄧㄓㄧㄥ	教學
churches	ˈʧɜːʧɪz	ch-û-ch-i-z	ㄓㄦㄓㄧㄗ	教堂
sychar	sychar	s-yc-h-a-r	ㄙㄩㄕㄏㄚㄖ	敘加
recount	ˌriːˈkaʊnt	r-ē-k-o-w-n-t	ㄖㄧㄍㄚㄡㄋㄉ	敘事
rescues	ˈrɛskjuːz	r-é-s-k-yü-z	ㄖㄜㄙㄍㄡㄨㄗ	救援
salvation	sælˈveɪʃən	s-a-l-v-ā-sh-ə-n	ㄙㄚㄌㄈㄝㄧㄕㄣ	救恩
deliverance	dɪˈlɪvərəns	d-i-l-i-v-ə-r-ə-n-s	ㄉㄧㄌㄧㄈㄦㄖㄣㄙ	救出
savior	ˈseɪvjə	s-ā-v-y-ə	ㄙㄝㄧㄈㄡㄦ	救主
sensitive	ˈsɛnsɪtɪv	s-é-n-s-i-t-i-v	ㄙㄜㄋㄙㄧㄉㄧㄈ	敏感
benefit	ˈbɛnɪfɪt	b-é-n-i-f-i-t	ㄅㄜㄋㄧㄈㄧㄉ	效益
effectiveness	ɪˈfɛktɪvnəs	i-f-é-k-t-i-v-n-ə-s	ㄧㄈㄜㄍㄉㄧㄈㄋㄦㄙ	效用
effects	ɪˈfɛkts	i-f-é-k-t-s	ㄧㄈㄜㄍㄗ	效果
faults	fɔːlts	f-ô-l-t-s	ㄈㄛㄌㄗ	故障
fault	fɔːlt	f-ô-l-t	ㄈㄛㄌㄉ	故障
failures	ˈfeɪljəz	f-ā-l-y-ə-z	ㄈㄝㄧㄌㄡㄦㄗ	故障
willfully	ˈwɪlf(ə)li	w-i-l-f-ə--l-ē	ㄨㄧㄌㄈㄦㄌㄧ	故意
deliberately	dɪˈlɪbərɪtli	d-i-l-i-b-ə-r-i-t-l-ē	ㄉㄧㄌㄧㄅㄦㄖㄧㄉㄌㄧ	故意
tales	ˈteɪliːz	t-ā-l-ē-z	ㄉㄝㄧㄌㄧㄗ	故事
story	ˈstɔːri	s-t-ô-r-ē	ㄙㄉㄛㄖㄧ	故事
stories	ˈstɔːriz	s-t-ô-r-ē-z	ㄙㄉㄛㄖㄧㄗ	故事
political	pəˈlɪtɪkəl	p-ə-l-i-t-i-k-ə-l	ㄅㄦㄌㄧㄉㄧㄍㄦㄌ	政治
governments	ˈgʌvnmənts	g-u-v-n-m-ə-n-t-s	ㄍㄨㄈㄋㄇㄣㄗ	政府
government	ˈgʌvnmənt	g-u-v-n-m-ə-n-t	ㄍㄨㄈㄋㄇㄣㄉ	政府
relax	rɪˈlæks	r-i-l-a-k-s	ㄖㄧㄌㄚㄍㄙ	放鬆
discharges	dɪsˈʧɑːʤɪz	d-i-s-ch-ä-y-i-z	ㄉㄧㄙㄓㄚㄓㄧㄗ	放電
exiling	ˈɛksaɪlɪŋ	é-k-s-ī-l-i-ng	ㄜㄍㄙㄚㄧㄌㄧㄥ	放逐
exiled	ˈɛksaɪld	é-k-s-ī-l-d	ㄜㄍㄙㄚㄧㄌㄉ	放逐
banishing	ˈbænɪʃɪŋ	b-a-n-i-sh-i-ng	ㄅㄚㄋㄧㄕㄧㄥ	放逐
banished	ˈbænɪʃt	b-a-n-i-sh-t	ㄅㄚㄋㄧㄕㄉ	放逐
banish	ˈbænɪʃ	b-a-n-i-sh	ㄅㄚㄋㄧㄕ	放逐
immorality	ˌɪməˈrælɪti	i-m-ə-r-a-l-i-t-ē	ㄧㄇㄦㄖㄚㄌㄧㄉㄧ	放蕩
placed	pleɪst	p-l-ā-s-t	ㄅㄌㄝㄧㄙㄉ	放置
indulges	ɪnˈdʌlʤɪz	i-n-d-u-l-y-i-z	ㄧㄋㄉㄨㄌㄓㄧㄗ	放縱
indulge	ɪnˈdʌlʤ	i-n-d-u-l-y	ㄧㄋㄉㄨㄌㄓ	放縱
herd	hɜːd	h-û-d	ㄏㄦㄉ	放牧
grazing	ˈgreɪzɪŋ	g-r-ā-z-i-ng	ㄍㄖㄝㄧㄗㄧㄥ	放牧
renounces	rɪˈnaʊnsɪz	r-i-n-o-w-n-s-i-z	ㄖㄧㄋㄚㄡㄋㄙㄧㄗ	放棄
renounced	rɪˈnaʊnst	r-i-n-o-w-n-s-t	ㄖㄧㄋㄚㄡㄋㄙㄉ	放棄
quit	kwɪt	k-w-i-t	ㄍㄨㄧㄉ	放棄
abandoning	əˈbændənɪŋ	ə-b-a-n-d-ə-n-i-ng	ㄦㄅㄚㄋㄉㄣㄧㄥ	放棄
abandon	əˈbændən	ə-b-a-n-d-ə-n	ㄦㄅㄚㄋㄉㄣ	放棄
reassured	ˌriːəˈʃʊəd	r-ē-ə-sh-ü-ə-d	ㄖㄧㄦㄕㄡㄦㄉ	放心
magnified	ˈmægnɪfaɪd	m-a-g-n-i-f-ī-d	ㄇㄚㄍㄋㄧㄈㄚㄧㄉ	放大
enlarged	ɪnˈlɑːʤd	i-n-l-ä-y-d	ㄧㄋㄌㄚㄓㄉ	放大
enlarge	ɪnˈlɑːʤ	i-n-l-ä-y	ㄧㄋㄌㄚㄓ	放大
raiders	ˈreɪdəz	r-ā-d-ə-z	ㄖㄝㄧㄉㄦㄗ	攻略
attacks	əˈtæks	ə-t-a-k-s	ㄦㄉㄚㄍㄙ	攻擊
attack	əˈtæk	ə-t-a-k	ㄦㄉㄚㄍ	攻擊
reforms	ˌriːˈfɔːmz	r-ē-f-ô-m-z	ㄖㄧㄈㄛㄇㄗ	改革
transformed	trænsˈfɔːmd	t-r-a-n-s-f-ô-m-d	ㄉㄖㄚㄋㄙㄈㄛㄇㄉ	改造
changing	ˈʧeɪnʤɪŋ	ch-ā-n-y-i-ng	ㄓㄝㄧㄋㄓㄧㄥ	改變
altered	ˈɔːltəd	ô-l-t-ə-d	ㄛㄌㄉㄦㄉ	改變
remodel	ˌriːˈmɒdl	r-ē-m-o-d-l	ㄖㄧㄇㄛㄉㄌ	改裝
renamed	ˌriːˈneɪmd	r-ē-n-ā-m-d	ㄖㄧㄋㄝㄧㄇㄉ	改名
gleaned	gliːnd	g-l-ē-n-d	ㄍㄌㄧㄋㄉ	收集
gather	ˈgæðə	g-a-t-h-ə	ㄍㄚㄘㄦ	收集
charges	ˈʧɑːʤɪz	ch-ä-y-i-z	ㄓㄚㄓㄧㄗ	收費
charge	ʧɑːʤ	ch-ä-y	ㄓㄚㄓ	收費
shrinks	ʃrɪŋks	sh-r-i-ng-k-s	ㄕㄖㄧㄥㄍㄙ	收縮
shrink	ʃrɪŋk	sh-r-i-ng-k	ㄕㄖㄧㄥㄍ	收縮
tightens	ˈtaɪtnz	t-ī-t-n-z	ㄉㄚㄧㄉㄋㄗ	收緊
tightened	ˈtaɪtnd	t-ī-t-n-d	ㄉㄚㄧㄉㄋㄉ	收緊
narrowed	ˈnærəʊd	n-a-r-ə-oo-d	ㄋㄚㄖㄦㄡㄉ	收窄
harvesting	ˈhɑːvɪstɪŋ	h-ä-v-i-s-t-i-ng	ㄏㄚㄈㄧㄙㄉㄧㄥ	收穫
harvested	ˈhɑːvɪstɪd	h-ä-v-i-s-t-i-d	ㄏㄚㄈㄧㄙㄉㄧㄉ	收穫
proceeds	ˈprəʊsiːdz	p-r-ə-oo-s-ē-d-z	ㄅㄖㄦㄡㄙㄧㄉㄗ	收益
gains	geɪnz	g-ā-n-z	ㄍㄝㄧㄋㄗ	收益
earnings	ˈɜːnɪŋz	û-n-i-ng-z	ㄦㄋㄧㄥㄗ	收益
harvests	ˈhɑːvɪsts	h-ä-v-i-s-t-s	ㄏㄚㄈㄧㄙㄗ	收成
harvest	ˈhɑːvɪst	h-ä-v-i-s-t	ㄏㄚㄈㄧㄙㄉ	收成
recaptured	ˌriːˈkæpʧəd	r-ē-k-a-p-ch-ə-d	ㄖㄧㄍㄚㄅㄓㄦㄉ	收復
withdraw	wɪðˈdrɔː	w-i-t-h-d-r-ô	ㄨㄧㄘㄉㄖㄛ	收回
reap	riːp	r-ē-p	ㄖㄧㄅ	收割
receives	rɪˈsiːvz	r-i-s-ē-v-z	ㄖㄧㄙㄧㄈㄗ	收到
received	rɪˈsiːvd	r-i-s-ē-v-d	ㄖㄧㄙㄧㄈㄉ	收到
revenue	ˈrɛvɪnjuː	r-é-v-i-n-yü	ㄖㄜㄈㄧㄋㄡㄨ	收入
income	ˈɪnkʌm	i-n-k-u-m	ㄧㄋㄍㄨㄇ	收入
dominate	ˈdɒmɪneɪt	d-o-m-i-n-ā-t	ㄉㄛㄇㄧㄋㄝㄧㄉ	支配
pillars	ˈpɪləz	p-i-l-ə-z	ㄅㄧㄌㄦㄗ	支柱
pillar	ˈpɪlə	p-i-l-ə	ㄅㄧㄌㄦ	支柱
strut	strʌt	s-t-r-u-t	ㄙㄉㄖㄨㄉ	支撐
shore	ʃɔː	sh-ô	ㄕㄛ	支撐
braced	breɪst	b-r-ā-s-t	ㄅㄖㄝㄧㄙㄉ	支撐
brace	breɪs	b-r-ā-s	ㄅㄖㄝㄧㄙ	支撐
sustain	səsˈteɪn	s-ə-s-t-ā-n	ㄙㄦㄙㄉㄝㄧㄋ	支持
supports	səˈpɔːts	s-ə-p-ô-t-s	ㄙㄦㄅㄛㄗ	支持
supporting	səˈpɔːtɪŋ	s-ə-p-ô-t-i-ng	ㄙㄦㄅㄛㄉㄧㄥ	支持
support	səˈpɔːt	s-ə-p-ô-t	ㄙㄦㄅㄛㄉ	支持
buttress	ˈbʌtrɪs	b-u-t-r-i-s	ㄅㄨㄉㄖㄧㄙ	支持
pays	peɪz	p-ā-z	ㄅㄝㄧㄗ	支付
payments	ˈpeɪmənts	p-ā-m-ə-n-t-s	ㄅㄝㄧㄇㄣㄗ	支付
paid	peɪd	p-ā-d	ㄅㄝㄧㄉ	支付
stirring	ˈstɜːrɪŋ	s-t-û-r-i-ng	ㄙㄉㄦㄖㄧㄥ	攪拌
stir	stɜː	s-t-û	ㄙㄉㄦ	攪拌
stirred	stɜːd	s-t-û-d	ㄙㄉㄦㄉ	攪動
churns	ʧɜːnz	ch-û-n-z	ㄓㄦㄋㄗ	攪乳
stall	stɔːl	s-t-ô-l	ㄙㄉㄛㄌ	攤子
stalls	stɔːlz	s-t-ô-l-z	ㄙㄉㄛㄌㄗ	攤位
carrying	ˈkæriɪŋ	k-a-r-ē-i-ng	ㄍㄚㄖㄧㄧㄥ	攜帶
carry	ˈkæri	k-a-r-ē	ㄍㄚㄖㄧ	攜帶
carries	ˈkæriz	k-a-r-ē-z	ㄍㄚㄖㄧㄗ	攜帶
clings	klɪŋz	k-l-i-ng-z	ㄍㄌㄧㄥㄗ	攀附
climbing	ˈklaɪmɪŋ	k-l-ī-m-i-ng	ㄍㄌㄚㄧㄇㄧㄥ	攀登
arrayed	əˈreɪd	ə-r-ā-d	ㄦㄖㄝㄧㄉ	擺著
rid	rɪd	r-i-d	ㄖㄧㄉ	擺脫
swinging	ˈswɪŋɪŋ	s-w-i-ng-i-ng	ㄙㄨㄧㄥㄧㄥ	擺盪
outspread	ˌaʊtˈsprɛd	o-w-t-s-p-r-é-d	ㄚㄡㄉㄙㄅㄖㄜㄉ	擴張
extends	ɪksˈtɛndz	i-k-s-t-é-n-d-z	ㄧㄍㄙㄉㄜㄋㄉㄗ	擴展
extending	ɪksˈtɛndɪŋ	i-k-s-t-é-n-d-i-ng	ㄧㄍㄙㄉㄜㄋㄉㄧㄥ	擴展
extended	ɪksˈtɛndɪd	i-k-s-t-é-n-d-i-d	ㄧㄍㄙㄉㄜㄋㄉㄧㄉ	擴展
expanding	ɪksˈpændɪŋ	i-k-s-p-a-n-d-i-ng	ㄧㄍㄙㄅㄚㄋㄉㄧㄥ	擴大
expand	ɪksˈpænd	i-k-s-p-a-n-d	ㄧㄍㄙㄅㄚㄋㄉ	擴大
stranded	ˈstrændɪd	s-t-r-a-n-d-i-d	ㄙㄉㄖㄚㄋㄉㄧㄉ	擱淺
aground	əˈgraʊnd	ə-g-r-o-w-n-d	ㄦㄍㄖㄚㄡㄋㄉ	擱淺
wrung	rʌŋ	r-u-ng	ㄖㄨㄥ	擰幹
erased	ɪˈreɪzd	i-r-ā-z-d	ㄧㄖㄝㄧㄗㄉ	擦除
wipe	waɪp	w-ī-p	ㄨㄚㄧㄅ	擦拭
grazes	ˈgreɪzɪz	g-r-ā-z-i-z	ㄍㄖㄝㄧㄗㄧㄗ	擦傷
squeezed	skwiːzd	s-k-w-ē-z-d	ㄙㄍㄨㄧㄗㄉ	擠壓
strongholds	ˈstrɒŋhəʊldz	s-t-r-o-ng-h-ə-oo-l-d-z	ㄙㄉㄖㄛㄥㄏㄦㄡㄌㄉㄗ	據點
stronghold	ˈstrɒŋhəʊld	s-t-r-o-ng-h-ə-oo-l-d	ㄙㄉㄖㄛㄥㄏㄦㄡㄌㄉ	據點
worry	ˈwʌri	w-u-r-ē	ㄨㄨㄖㄧ	擔心
worried	ˈwʌrid	w-u-r-ē-d	ㄨㄨㄖㄧㄉ	擔心
fearing	ˈfɪərɪŋ	f-ē-ə-r-i-ng	ㄈㄧㄦㄖㄧㄥ	擔心
guarantees	ˌgærənˈtiːz	g-a-r-ə-n-t-ē-z	ㄍㄚㄖㄣㄉㄧㄗ	擔保
defeating	dɪˈfiːtɪŋ	d-i-f-ē-t-i-ng	ㄉㄧㄈㄧㄉㄧㄥ	擊敗
defeat	dɪˈfiːt	d-i-f-ē-t	ㄉㄧㄈㄧㄉ	擊敗
beat	biːt	b-ē-t	ㄅㄧㄉ	擊敗
hit	hɪt	h-i-t	ㄏㄧㄉ	擊中
unauthorized	ʌnˈɔːθəraɪzd	u-n-ô-th-ə-r-ī-z-d	ㄨㄋㄛㄊㄦㄖㄚㄧㄗㄉ	擅自
possesses	pəˈzɛsɪz	p-ə-z-é-s-i-z	ㄅㄦㄗㄜㄙㄧㄗ	擁有
possessed	pəˈzɛst	p-ə-z-é-s-t	ㄅㄦㄗㄜㄙㄉ	擁有
owns	əʊnz	ə-oo-n-z	ㄦㄡㄋㄗ	擁有
own	əʊn	ə-oo-n	ㄦㄡㄋ	擁有
boasting	ˈbəʊstɪŋ	b-ə-oo-s-t-i-ng	ㄅㄦㄡㄙㄉㄧㄥ	擁有
crowding	ˈkraʊdɪŋ	k-r-o-w-d-i-ng	ㄍㄖㄚㄡㄉㄧㄥ	擁擠
embracing	ɪmˈbreɪsɪŋ	i-m-b-r-ā-s-i-ng	ㄧㄇㄅㄖㄝㄧㄙㄧㄥ	擁抱
embraces	ɪmˈbreɪsɪz	i-m-b-r-ā-s-i-z	ㄧㄇㄅㄖㄝㄧㄙㄧㄗ	擁抱
embraced	ɪmˈbreɪst	i-m-b-r-ā-s-t	ㄧㄇㄅㄖㄝㄧㄙㄉ	擁抱
embrace	ɪmˈbreɪs	i-m-b-r-ā-s	ㄧㄇㄅㄖㄝㄧㄙ	擁抱
cuddled	ˈkʌdld	k-u-d-l-d	ㄍㄨㄉㄌㄉ	擁抱
talmai	talmai	t-a-l-m-a-ē	ㄉㄚㄌㄇㄞ	撻買
