og	and
maldivisk	Maldivian
maleri	painting
malerinde	painter
malerisk	picturesque
malerkunst	painting
malermester	master painter
malerrulle	paint roller
malersyndrom	painter syndrome
maliciøs	malicious
malier	malia
malign	malignant
maling	paint
malisk	Malian
malke	milk
malkemaskine	milking machine
malkonduite	malconduct
malle	catfish
malmfuld	ore-filled
Malmø	Malmo
malplaceret	misplaced
malproper	malpractice
malt	painted
maltbolsje	malt candy
malte	painted
maltekstrakt	malt extract
malteser	Maltese
malteserkors	Maltese cross
maltesisk	Maltese
maltraktere	malt tractors
maltøl	malt beer
malør	painter
mama	mom
mamelukker	mameluks
mammografi	mammography
mammut	mammoth
manchet	cuff
manchetskjorte	cuffed shirt
Manchuriet	Manchuria
mandant	client
mandarin	tangerine
mandat	mandate
mandatar	mandate holder
mandatsvig	fraud
manddom	manhood
mande	man
mandefald	male pattern baldness
mandehul	manhole
mandehørm	male horn
manderolle	male role
mandeside	men's page
mandetime	man-hour
mandeår	man's year
mandfolk	men
mandhaftig	manly
mandig	manly
mandril	mandrill
mandshjerte	man's heart
mandshøj	tall
mandskabsvogn	crew car
mandslem	manly
mandsling	male
mandslinje	male line
mandsmod	courage
mandsnavn	male name
mandsopdække	man-spotting
mandsrolle	male role
mandssamfund	male society
mandsside	man page
mandstugt	man-disciplined
mandstærk	strong man
mandtime	man-hour
Mandø	Mando
mandår	man-year
manege	riding school
manegeklovn	circus clown
manér	manners
manérlig	mannerly
mangan	manganese
mangeartet	diverse
mangedoble	multiple
mangefold	manifold
mangekant	polygon
mangelsygdom	deficiency disease
mangelvare	shortage
mangemillionær	multimillionaire
mangesidet	multifaceted
mangestemmig	polyphonic
manglebræt	ironing board
mangrove	mangroves
mangt	many
mangust	mongoose
mani	mania
-mani	-mania
manieret	manner
manierisme	mannerism
manifest	manifesto
manifestere	manifest
manilamærke	manila tag
maniodepressiv	manic-depressive
maniok	cassava
manipulere	manipulate
manisk	manic
mankere	lack
manko	shortage
mannagryn	semolina
manometer	pressure gauge
mansard	attic
mantisse	mantissa
manuducere	manufacture
manuduktion	manuduction
manuduktør	tutor
manuel	manual
manufaktur	manufacture
manufakturhandler	manufacturer
manus	script
manuskript	script
manzard	attic
manøvre	maneuver
manøvredygtig	maneuverable
manøvrere	maneuver
m.a.o.	mao
maoisme	Maoism
maoist	Maoist
maori	Maori
maosko	maoshoe
mappe	folder
mappedyr	folder animal
marabustork	marabou stork
maraton	marathon
maraton-	marathon
maratonløb	marathon
marchfløjte	marching flute
marchhastighed	cruising speed
marcipan	marzipan
marcipanbrød	marzipan bread
mare	nightmare
marehalm	marjoram
marekat	marshmallow
marengs	meringue
margen	margin
margerit	marguerite
marginalgruppe	marginal group
marginalisere	marginalize
marginaljord	marginal land
marginalnote	marginal note
marginalposition	marginal position
marginalskat	marginal tax
marguerit	daisy
Mariager	Weddings
mariagerbo	mariagerb
maribo	Maribo
mariboer	Maribo
mariehøne	ladybug
marihuana	marijuana
marin	marine
marinbiologi	marine biology
marine	navy
marineattaché	naval attaché
marineblå	navy blue
marineinfanteri	marines
marineinfanterist	marine
marinekonstabel	marine constable
marinemaler	marine painter
marineoverkonstabel	naval chief constable
mariner	marine
marinere	marinate
marinesoldat	marine
marinespecialist	marine specialist
marinestation	naval station
marionet	puppet
marionetregering	puppet government
marionetteater	puppet theater
maritim	maritime
markant	significant
marked	market
markedsanalyse	market analysis
markedsandel	market share
markedsføring	marketing
markedsgøgler	market jester
markedsmekanisme	market mechanism
markedspris	market price
markedsværdi	market value
markedsøkonomi	market economy
markeret	marked
marketender	market trends
marketenderi	market stall
markis	awning
markise	awning
markmus	field mouse
markspiller	fielder
markvandring	field trip
markør	marker
marmelade	jam
marmorere	marble
marmorkugle	marble ball
marodør	marauder
marokkaner	Moroccan
marokkansk	Moroccan
Marokko	Morocco
Mars	March
Marshalløerne	Marshall Islands
marsk	marsh
marskal	marshal
marskandiser	marskandis
marstaller	marshall
marsvin	guinea pig
mart	March
martialsk	martial
martre	torture
martyrium	martyrdom
marv	marrow
marvfuld	marrowy
marxisme	Marxism
marxisme-leninisme	Marxism-Leninism
marxist	Marxist
marxistisk	Marxist
mas	busy
masai	Maasai
mase	to bother
maskepi	mask
maskerade	masquerade
maskere	mask
maskinarbejder	operator
maskinchef	chief engineer
maskine	machine
maskinel	mechanical
maskineri	machinery
maskingevær	machine gun
maskinhal	machine room
maskinist	machinist
maskinkanon	machine gun
maskinmester	engineer
maskinofficer	engineer officer
maskinoversættelse	machine translation
maskinpark	machinery
maskinpistol	machine gun
maskinsnedker	machine carpenter
maskinsnedkeri	mechanical joinery
maskinsprog	machine language
maskinstation	machine station
maskot	mascot
maskulin	masculine
maskulina	masculine
maskulinum	masculine
masochisme	masochism
masonit	masonite
massageklinik	massage parlor
massagepige	massage girl
massakrere	massacre
massefylde	density
massegods	bulk goods
massegodsskib	bulk carrier
massehysteri	mass hysteria
massekommunikation	mass communication
massemedie	mass media
massemord	mass murder
massemorder	mass murderer
masseproduktion	mass production
massere	massage
masseslagsmål	mass brawl
massetiltrækning	mass attraction
massetæthed	mass density
massør	masseuse
massøse	masseuse
mastiks	mastic
mastodont	mastodon
masturbere	masturbate
mat.	food.
matchbold	match ball
matche	match
matchgruppe	match group
matematik	mathematics
matematiker	mathematician
materialisere	materialize
materialist	drugstore
materialistisk	materialistic
materialiter	materialite
materie	matter
maternitet	maternity
matiné	matinee
matjessild	matjeshild
matriark	matriarch
matriarkalsk	matriarchal
matriarkat	matriarchy
matrice	matrix
matrikel	cadastral register
matrikelnummer	land registry number
matrikulere	matriculate
matrixgruppe	matrix group
matrixorganisation	matrix organization
matrixorganiseret	matrix-organized
matrixprinter	matrix printer
matr.nr.	matr.no.
matrone	matron
matros	sailor
matrosbluse	sailor blouse
matroshue	sailor hat
matroskrave	sailor collar
mattere	duller
maurer	Moor
Mauretanien	Mauritania
mauretanier	Mauritanian
mauretansk	Mauritanian
maurisk	Moorish
mauritier	Mauritian
mauritisk	Mauritian
mausel	mouse
mauve	purple
mavebælte	abdominal belt
mavedans	belly dance
maveforkølelse	stomach cold
mavefornemmelse	gut feeling
mavekatar	gastritis
mavekneb	stomach ache
mavemund	stomach mouth
maveonde	stomach ache
mavepine	stomachache
maveplasker	stomach slurp
maveport	stomach gate
mavepuster	belly breathing
mavesaft	gastric juice
maveskind	stomach lining
mavesur	stomach ache
mavesyre	stomach acid
mavesæk	stomach
mavesår	ulcer
-mavet	-stomach
mave-tarm-funktion	gastrointestinal function
mave-tarm-kanal	gastrointestinal tract
maxime	maxim
mc	motorcycle
md.	month
MDF-plade	MDF board
mdl.	monthly
mdr.	months
med.	with.
medalje	medal
medaljetager	medalist
medaljon	medallion
medaljør	medalist
medarbejderskab	staff
medbejler	co-wooer
medbestemmelse	participation
medbestemmende	co-determining
medborger	fellow citizen
medborgerhus	community center
medbygger	co-builder
medbør	fellow citizen
medd.	message
meddelagtig	complicit
meddelsom	communicative
mede	together
medejer	co-owner
medejerskab	co-ownership
medestang	co-rod
medflg.	included.
medfødt	innate
medfølge	accompany
medfør	carry
medgang	success
medgift	dowry
medgørlig	compliant
medgå	go along
medgående	accompanying
medhør	listen
medias res	media res
medicinaldirektør	medical director
mediciner	medications
medicinere	medicate
medicinmand	medicine man
medicinsk	medical
medie	media
mediebegivenhed	with baby event
mediebevågenhed	media coverage
medieforsker	media researcher
mediepolitik	media policy
mediere	mediate
mediestunt	media stunt
medieværksted	media workshop
medikament	medication
medikamentel	medicinal
medikus	medical
medina	Medina
medinddrage	involve
medindehaver	co-owner
medindflydelse	co-influence
medio	mid
medister	medical staff
medisterpølse	medister sausage
mediterran	Mediterranean
medl.	member
medlemskab	membership
medlemskort	membership card
medleven	live with
medlidenhedsdrab	mercy killing
medlyd	consonant
medløber	follower
medmenneskelig	humane
medrejsende	fellow traveler
medrivende	captivating
medsammensvoren	co-conspirator
medskyld	complicit
medstrøms	downstream
medsøster	sister
medtage	include
medtaget	included
medunderskrive	co-sign
medunderskriver	co-signer
meduse	jellyfish
medviden	cognizance
medvidende	knowingly
medvind	tailwind
medvirke	participate
medynkvækkende	pitiful
mefistofelisk	Mephistophelesian
megaby	megacity
megafon	megaphone
megalomani	megalomania
megastor	mega-large
megawatt-time	megawatt-hour
megetsigende	very telling
megære	megara
mejer	reaper
mejeri	dairy
mejeribrug	dairy farm
mejeriingeniør	dairy engineer
mejerist	dairyman
mejetærsker	combine harvester
mejs	tit
mejse	tit
mejsel	chisel
mekanik	mechanics
mekaniker	mechanic
mekanisere	mechanize
mekanisk	mechanical
mekanisme	mechanism
mekka	Mecca
melamin	melamine
Melanesien	Melanesia
melanesier	Melanesians
melanesisk	Melanesian
melankoli	melancholy
melankoliker	melancholic
melankolsk	melancholic
melanom	melanoma
melasse	molasses
melere	more
meleret	mottled
melis	powdered sugar
mellemakt	interlude
Mellemamerika	Central America
mellemblond	medium blonde
mellembølge	medium wave
mellemdistanceløber	middle-distance runner
mellemdistanceraket	intermediate-range missile
mellemflæsk	pork tenderloin
mellemfod	metatarsal
mellemfolkelig	international
mellemfornøjet	moderately happy
mellemgulv	diaphragm
mellemhandler	middleman
mellemhånd	middle hand
mellemkam	middle comb
mellemkomst	intervention
mellemkrigstiden	interwar period
mellemkød	perineum
mellemlag	mid layer
mellemlande	intermediate countries
mellemlang	medium-long
mellemliggende	intermediate
mellemlægspapir	interlayer paper
mellemlægsserviet	interlining
mellemmad	snack
mellemnavn	middle name
mellemproportional	intermediate proportional
mellemregning	intermediate calculation
mellemrubrik	interstitial
mellemskat	intermediate tax
mellemskole	middle school
mellemskær	intermediate cutter
mellemspil	interlude
mellemst	middle
mellemstation	way station
mellemstor	medium-sized
mellemtid	interim
mellemting	middle ground
mellemuddannelse	intermediate education
mellemvare	intermediate
mellemvej	middle ground
mellemvægt	middleweight
mellemøre	middle ear
mellemørebetændelse	otitis media
mellemøstlig	Middle Eastern
mellus	powdery mildew
melodik	melodic
melodisk	melodic
melodiøs	melodious
membran	membrane
memento	reminder
memoblok	memo pad
memoirer	memoirs
memorere	memorize
memoriam	memorial
menage	household
menageri	menagerie
mened	perjury
mene tekel	Mene Tekel
menighedsråd	parish council
meningsforskel	difference of opinion
meningsfuld	meaningful
meningsfyldt	meaningful
meningsfælle	like-minded person
meningsmåling	opinion poll
meningsudveksling	exchange of opinions
menisk	meniscus
menneskeabe	ape
menneskealder	lifespan
menneskefjendsk	misanthropic
menneskekender	humanist
menneskekærlig	humanitarian
menneskeret	human right
menneskerettighed	human rights
menneskeskabt	man-made
menneskeven	human friend
menneskeæder	cannibal
menses	menstruation
menstruationscyklus	menstrual cycle
menstruel	menstrual
menstruere	menstruate
mentalhygiejne	mental health
mentalisere	mentalize
mentalitet	mentality
-mente	-mented
mentol	menthol
menuet	the menu
menukort	menu card
meny	menu
merbetaling	additional payment
merbevilling	additional grant
mercerisere	mercerize
merebemidlet	more well-off
mereværd	added value
merforbrug	excess consumption
mergel	marl
mergelgrav	marl pit
merian	marjoram
meritere	to merit
meritlærer	credit teacher
meritoverføre	transfer credits
meritter	merits
merkantil	mercantile
merkonom	business economist
Merkur	Mercury
merkurstav	mercury rod
merskum	meerschaum
merværdi	added value
merværdiafgift	value added tax
merværdiomsætningsafgift	value added tax
mesalliance	misalliance
mesan	mezzanine
mesanmast	mizzen mast
meskalin	mescaline
mesosfære	mesosphere
messe	fair
messedreng	fair boy
messefald	fair fall
messehagel	fair hail
messeskjorte	fair shirt
messing	brass
messingblæseinstrument	brass instrument
messingblæser	brass instrument
messingsuppe	brass soup
mestendels	mostly
mesterlig	masterful
mesterlære	master's degree
mesterrække	championship series
mesterskab	championship
mesterstykke	masterpiece
mestiz	half-breed
mestre	master
metabolisme	metabolism
metadon	methadone
metafor	metaphor
metaforik	metaphors
metafysik	metaphysics
metallografi	metallography
metallurgi	metallurgy
metalsav	hacksaw
metaltræthed	metal fatigue
metamorfose	metamorphosis
metan	methane
metanol	methanol
metasprog	metalanguage
metastase	metastasis
metatese	metathesis
meteorit	meteorite
meteorkrater	meteor crater
meteoroide	meteoroid
meteorolog	meteorologist
meteorologi	meteorology
meteorsten	meteorite
metermål	meter
metersystem	metric system
metervare	piece goods
metervis	meters
methan	methane
methylalkohol	methyl alcohol
metier	professions
metodik	methodology
metodisk	methodical
metodisme	Methodism
metodologi	methodology
metonymi	metonymy
metra	metro
-metri	-metric
metrik	metrics
metrisk	metric
metro	subway
metrologi	metrology
metronom	metronome
metropol	metropolis
metropolit	metropolitan
metroseksuel	metrosexual
metrum	meter
metusalem	Methuselah
metylalkohol	methyl alcohol
meunierestegt	meunier roast
mexicaner	Mexican
mexicansk	Mexican
mezzanin	mezzanine
mezzosopran	mezzo-soprano
mf.	etc.
m.fl.	etc.
mfl.	etc.
m.fl.st.	etc.
mgl.	etc.
mgr.	Mr.
mhp.	for.
mht.	regarding
mi	my
miav	meow
miave	meow
miavkat	meowcat
microbølge	microwave
midaldrende	middle-aged
middagsbord	dinner table
middagsmad	dinner
middagsselskab	dinner party
middel-	medium-
middelalder	Middle Ages
middelbar	intermediate
middeldansk	Middle Danish
middelfarter	medium speed
middelklasse	middle class
middelmådig	mediocre
middelstor	medium-sized
middelvej	middle ground
middelværdi	mean value
mide	mite
midje	waist
midnatssol	midnight sun
midsommer	midsummer
midtbanespiller	midfielder
midterparti	middle section
midterst	middle
midtfor	in front
midtnormal	middle normal
midtskibs	amidships
midvinter	midwinter
migrere	migrate
migræne	migraine
mikado	Mikado
mikro-	micro-
mikrobe	microbe
mikrobiel	microbial
mikrobiologi	microbiology
mikrobryggeri	microbrewery
mikrobølge	microwave
mikrobølgeovn	microwave
mikrochip	microchip
mikroelektronik	microelectronics
mikrofiche	microfiche
mikrofilm	microfilm
mikrofon	microphone
mikrokosmos	microcosm
mikrometer	micrometer
mikrometerskrue	micrometer screw
Mikronesien	Micronesia
mikroorganisme	microorganism
mikroovn	microwave
mikroskop	microscope
mikroskopere	microscope
mikroskopi	microscopy
mikroskopisk	microscopic
miks	mix
mikse	mix
mikser	mixer
mikserpult	mixing console
mikslån	mixed loan
mikstur	mixture
mil	mile
mil.	mile.
milaneser	Milanese
Milano	Milan
mildne	soften
mile	miles
milepæl	landmark
milieu	environment
milit.	military
militarisere	militarize
militarisme	militarism
militaristisk	militaristic
milits	militia
militærattaché	military attaché
militærdiktatur	military dictatorship
militærisk	military
militærnægter	conscientious objector
militærstyre	military rule
miljø	environment
miljøbeskyttelse	environmental protection
miljøgift	environmental poison
miljøgodkende	environmentally friendly
miljøminister	Minister of the Environment
miljøministerium	Ministry of the Environment
miljøskade	environmental damage
miljøskadet	environmentally damaged
miljøvenlig	environmentally friendly
mille	thousand
milliard	billion
milliarddel	billionth
milliardte	billionth
milliardtedel	billionth
milliardær	billionaire
millimeter	millimeters
millimeterpapir	graph paper
millimeterretfærdighed	millimeter justice
millimol	millimole
millionby	city ​​of millions
millionbøf	million steak
milliondel	millionth
millionte	millionth
milliontedel	millionth
millionvis	millions
millionær	millionaire
milt	spleen
miltbrand	anthrax
mimik	mimicry
mimiker	mimic
mimose	mimosa
mimre	reminisce
mimrekort	memory card
min.	my.
mindelig	amicable
mindelighed	amicability
mindelse	reminder
mindeord	memorial
minderig	reminiscent
minderune	memory rune
mindeskrift	memorial
mindetavle	memorial tablet
mindeværdig	memorable
