orang	person
kŭmuliaanku	my glory
kŭmudi	steering wheel
kŭmbalikanlah	give it back
kŭmatianku	my death
kŭmatiaan	death
kŭmati	dead
kŭmarau	drought
kŭmarahanmu	your anger
kŭmanisan	sweetness
kŭmaluanlah	shame
kŭmaluan	genitals
kŭlŭpasan	peeling
kŭlŭmahanmu	your weaknesses
kŭlŭmahanku	my weakness
kŭlŭmahan	weakness
kŭlŭlahan	fatigue
kŭlunya	his/her head
kŭluboran	lubrication
kŭlorgamu	your family
kŭloh	the slumber
kŭlmarin	yesterday
kŭlip	kŭlip
kŭlimat	climate
kŭlarianmu	your escape
kŭlaparannya	his hunger
kŭlainannya	his/her abnormality
kŭkurangan	shortcomings
kŭkrasan	violence
kŭkotoran	dirt
kŭkasihnya	his lover
kŭkallah	forever
kŭkakinya	his feet
kŭjŭjakan	pursuit
kŭjahatanmu	your crime
kŭgŭmaran	excitement
kŭglapan	darkness
kŭduson	kŭduson
kŭdukaan	sorrow
kŭdudokannya	his position
kŭdie	kŭdie
kŭdiamanmu	your residence
kŭchŭmaran	chŭchŭmaran
kŭchŭlaan	confusion
kŭchualikan	exception
kŭchilnya	little one
kŭchewa	chewa
kŭchapinya	the chap
kŭbŭsarannya	its vastness
kŭbŭnchian	kŭbŭnchian
kŭbŭnaranmu	your truth
kŭbukit	hill
kŭblakang	back
kŭbinasaannya	his doom
kŭbinasaanmu	your doom
kŭbinasaan	destruction
kŭbawahnya	below
kŭbakhtian	devotion
kuuntokkan	I'll put it
kuunjokkan	I show you
kutŭringat	sweat
kutŭntukan	determine
kutŭngking	squeaky
kutunjokkan	I show you
kutoklah	curse me
kutikaku	my cuticle
kutakotlah	I'm afraid
kutahu	I know
kusŭsah	suffocating
kusŭrahkanlah	I surrender
kusŭmbleh	crushed
kusŭdiakan	I provide
kusŭbutkan	i mention
kusŭbut	call it
kusudah	finished
kustanya	leprosy
kusrupakan	I'm so excited
kusimpulkan	I conclude
kusimpan	i save
kusampie	kuspie
kusamakan	I equate
kurongkan	reduce
kurongan	hollow
kurombakkan	I'll overhaul it
kurniakau	your gift
kurna	date
kurindui	i miss you
kupŭsan	a piece of cake
kupŭrulih	I will restore
kupŭrlakukan	i treat
kupŭrchaya	philistine
kupŭnggal	beheaded
kupujikah	I praise you
kuprentahkan	I order
kupliharakan	i keep
kupimpin	I lead
kupanchong	kupanchong
kupakie	I'm wearing a dress
kuntom	kuntom
kuniatkan	intend
kunchinya	the kunchi
kumŭnantikan	looking forward to
kumŭnahankan	destroy
kumpolan	cluster
kumpelan	bundle
kuminom	kuminom
kumi	kumi
kumbang	bee
kulŭtakkan	I will kill you
kulŭpaskan	I'll peel it off
kulilingnya	the surroundings
kulak	ear
kukŭjar	I'll tell you
kukurniakan	blessing
kukum	nail
kukohkanlah	make it firm
kukarangkan	I compose
kuhukumkan	I condemn
kuharap	I hope
kuhadapkan	I face it
kugandongkan	I carry it
kudu	must
kudong	the head
kudatang	I'm coming
kuchŭlopkan	toss
kuchium	saccharum
kubŭtolkan	I will tell you
kubŭrkirim	I send
kubŭnchikan	kubŭnchikan
kubŭnchi	kubŭnchi
kubŭnaran	truth
kubuat	I made
kubawa	I bring
kubasoh	wash it
kubandingkan	i compare
kuampuni	forgive me
kuambillah	I take it
krosinya	the cross
kreti	Crete
kretanya	Crete
krelaanmu	your willingness
kratkanlah	crate it
korbannya	the victim
koranglah	you guys
korangan	friends
klŭar	clear
kluasaan	power
kluarnya	the exit
kluarkanlah	take it out
kluarankah	output
klorganya	the chlorga
klompok	group
klilingmu	your surroundings
klamkabutlah	fog
klam	clam
klakuannnya	his behavior
klakuanku	my behavior
kirimkanlah	send it
kiriku	my left
kiraku	I think
kirakanlah	guess what
kiraanku	my guess
khŭlasi	chŭlasi
khodmatmu	your service
khial	khial
khalik	Creator
khalambak	the scallop
khabarnya	how are you
kayn	kayn
kawasa	region
kawali	wali
kawal	escort
kauntonganmu	your pocket
kauntonganku	my pocket
kaubahan	change
katŭtapanmu	your gaze
katŭpi	catfish
katŭngah	middle
katŭmpatnya	the place
katŭmpatmu	your place
katuhanan	godhead
katrangannya	the category
katolakkan	reject
katnya	he said
katlingaku	my katling
katinggian	height
katiganya	the three
katidaan	catholic
kati	katy
katasik	catastrophic
kasŭsatan	satanism
kasŭsakan	to be punished
kasŭntosaan	treason
kasŭnangan	remembrance
kasŭbuah	fruit box
kasŭbarng	cash
kasunyian	silence
kasukaranmu	your difficulties
kasudah	done
kasuchianmu	your love
kasrambi	kasrambi
kaspuloh	cashew nut
kasot	Kasot
kasitu	that's it
kasipu	fool
kasihanmu	poor you
kasaksian	testimony
kasabuah	cashew nut
karugian	loss
karosakkan	damage
karibaan	friendship
karelahanku	my fault
karelahan	due to
kara	kara
kapŭrchayaan	capriciousness
kapulau	island
kapujiannya	his praise
kapragaan	slang
kapintu	captain
kapindahannya	his move
kapapaanmu	how are you
kapandieannya	when will he die
kapahitan	bitterness
kanŭraka	kanŭraka
kannya	kan
kandangnya	the cage
kandak	kandak
kananya	right hand side
kanakmu	your child
kanakku	my child
kamŭnangannya	his memories
kamŭnanganmu	your memories
kamŭgahannya	his glory
kamŭgahanmu	your glory
kamunchak	kamunchak
kamulianlah	You are my friend
kamulianku	my love
kamulianaya	my love
kamuliaanya	his glory
kamuliaanmu	your glory
kamudi	you
kamudahan	convenience
kampongmu	your village
kampongkanlah	go to the village
kambingku	my goat
kamatiannya	his death
kamanisan	sweets
kamanakah	where
kamaghrib	the last day
kalŭpasannya	the kalŭpasnya
kalŭlahannya	his fault
kalŭlahanmu	your destiny
kalŭlahanku	my land
kalŭbihannya	the advantages
kalmarin	marine
kalempahanmu	your abundance
kaledonia	Caledonia
kaldiemu	your kaldie
kalan	time
kalam	word
kalakuannya	his behavior
kakŭrasannya	the feeling
kakŭrasan	feeling
kakŭpalanya	his head
kakŭnalan	acquaintance
kakŭjian	brother
kakurangannya	the shortcomings
kakurangan	deficiencies
kakringan	the ring
kakrasan	the cradle
kakotoran	dirty
kakorangannya	his brother
kakoranganmu	your brother
kakasihnya	his lover
kakapal	captain
kakapada	big brother
kakaki	brother
kajŭlasan	explanation
kajatohan	the curse
kajajahan	colony
kajahatannya	his crime
kajadiannya	the incident
kainginanmu	your wish
kaindraannya	his cloth
kaindraan	the drapery
kahutan	forest
kahujong	the hujong
kahsa	cash
kahidopannya	his/her life
kahapusan	deletion
kahandatilah	thank you
kahalratnya	his punishment
kahalratmu	your destiny
kahadapanmu	in front of you
kagŭmaranmulah	your admiration
kagŭmaranmu	your admiration
kadŭngarnlah	you know
kaduson	kaduson
kadukaannya	his sorrow
kadudokkannya	put it on
kadudokkanku	put me down
kadudokan	put it in a box
kadiamannya	his residence
kadatanganku	my arrival
kadarnya	the level
kachŭlaannya	his death
kachelaanuya	my love
kachelaan	the slumber
kachaukan	confused
kachapi	chachapi
kabŭnaranmu	your truth
kabŭlakang	back
kabut	fog
kaburlah	run away
kabratanmu	your brother
kabinasaannya	its cabin
kabilangan	number
kabibasanku	my passion
kabebasan	freedom
kabawa	carry
kabanyakan	most of the time
kabalirong	the savior
kabalierong	cabalierong
kabajikannya	his goodness
kabaikkannya	his kindness
kabadanya	his story
kaarashnya	kaarashnya
kaampunan	forgiveness
kaakarnya	the root
kaadaannya	the situation
kaadaanku	my condition
kaadaan	condition
kaabahnya	the temple
kaThessalonika	kaThessaloniki
kaSyria	Syria
kaSirakus	Syracuse
kaSidon	kaSidon
kaSamos	kaSamos
kaRhodes	Rhodes
kaRegium	kaRegium
kaPuteoli	kaPuteoli
kaPatara	kaPatara
kaMira	kaMira
kaMilitus	kaMilitus
kaListra	kaListra
kaKus	KaKus
kaKorinthus	Corinth
kaKiprus	Cyprus
kaKaparnaum	kapparnaum
kaJordan	kaJordan
kaItalia	Italy
kaIspaniol	Spanish
kaGalatia	Galatia
kaFenice	kaFenice
kaDalmatia	kaDalmatia
kaBethseida	kaBethseida
kaBethliham	kaBethliham
kaBethalmukadis	kaBethalmukadis
kaBathliham	kaBathliham
kaAsia	kaAsia
jŭrumudi	helmsman
jŭrnihnya	clear
jŭrami	straw
jŭnela	the queen
jŭnaka	funny
jŭmŭlahnya	the amount
jŭmŭlah	number
jŭmputan	pick up
jŭmput	pick up
jŭmpotlah	take it easy
jŭmlah	amount
jŭmaahku	my congregation
jŭma	jŭma
jŭlaskan	explain
jŭjahan	colony
jurubahsanya	the interpreter
junjonglah	go ahead
jumaah	Friday
jugu	also
jualkanlah	sell it
jpŭmpotannya	jpŭmpotannya
jiwakah	soul
jintra	jintra
jinlah	genie
jinakkanlah	tame it
jinakkan	tame
jimat	amulet
jikalan	if only
jiaklau	if you want
jauhlah	far away
jattoh	jattoh
jaranglah	rarely
jantong	heart
jandanya	his widow
jamnya	the hour
jamahlah	touch it
jalankan	run
jadjlah	yes
iyi	yes
iyapanya	yes what
iyaini	Yes, this one
itutŭlah	that's it
itutah	that's it
istriku	my wife
istemewa	special
inginnya	want to
inginkanlah	want it
inginan	desire
inggatan	memory
imanlah	Have faith
ikotloh	icotloh
ibaratnya	as if
hŭmpakan	blow
hutangannya	his debt
hutangan	debt
hurof	letter
hulukan	upstream
hukumkanlah	punish it
hujatkan	blaspheme
hujannya	the rain
huikan	huikan
hubatanmu	your relationship
hosana	Hosanna
hormatnya	his respect
hormatku	my respect
hisap	suck
hipop	hippop
hinggaplah	come to rest
hinakan	insult
himat	himat
hilangkan	remove
hikayat	saga
hidopku	my life
hidopkanlah	bring it to life
hidopkan	turn on
hidanganku	my dish
hiburlah	entertain
hiburkan	entertain
hiburan	entertainment
hiborkanlah	entertain yourself
helat	celebration
heiran	surprise
haudak	the hawk
hatima	heart
hasilku	my result
harikah	what day
hantarkanlah	deliver it
handienya	handie
hanchurlah	destroy it
hanchur	harry potter
hampirilah	come closer
hampas	empty
hami	Hami
hambah	servant
haluannya	its course
halratmu	Yours Truly
halirlah	come on
halalkah	is it halal
hajatnya	his wish
hajatku	my wish
hadap	face to face
gŭrtaknya	his grunt
gŭrtakkan	gŭrtakkan
gŭrgaji	saw
gŭrbangnya	the gate
gŭrangannya	his excitement
gŭramnya	his anger
gŭntingku	my gŭnting
gŭnting	scissors
gŭntar	tremble
gŭmŭrŭnching	gŭmŭrŭnching
gŭmpita	gŭmpita
gŭmpalah	gŭmpalah
gŭmoknya	the gŭmok
gŭmaran	gŭmaran
gŭmantar	to shake hands
gurukah	teacher
guroh	gurgling
guntor	guntor
gulongan	roll
gulita	pitch black
grangannya	the grangannya
grak	graph
goring	fried
gonchangkannya	shake it up
glojohnya	his glojoh
glaplah	it's dark
gilalah	go crazy
garangnya	fierce
gantimu	your replacement
gandongannya	his partner
gandam	double
gandakanlah	double it
galakkan	encourage
gajimu	your salary
gagahku	my brave
gadom	gadom
fŭrmanmu	your fraternity
fŭrlu	fŭrlu
fŭrdus	fŭrdus
fitnahnya	his slander
firuz	firuz
fihaknya	his party
fihakmu	your side
fardos	fardos
fakatan	fact
fakat	fact
faidah	benefits
fahalaku	my destiny
faalanya	its function
faalaku	my problem
faalahmu	your benefit
etikad	etiquette
eloknya	beautiful
dŭugan	the devil
dŭrmawanmu	your benefactor
dŭrham	dŭrham
dŭrhakanya	his disobedience
dŭrhakalah	it's a shame
dŭrasnya	its thick
dŭras	dŭras
dŭngau	dŭngau
dŭngaran	hearing
dŭndamnya	his grudge
dŭmkiankah	is that so
dŭmkiam	dŭmkiam
dŭmbian	dŭmbian
dŭkatlah	come closer
duniamu	your world
duma	thought
duli	Duli
dukachitaku	my sorrow
doalah	pray
doakanlah	Pray for me
diŭntak	snapped
diutusnya	sent
diupayakanlah	try it
diundorkannya	postponed
diundorkan	postponed
diumpatnyalah	he cursed
diumpati	cursed at
diukor	measured
diuchapnya	he was chapped
diuchap	diuchap
diubahkannya	changed it
ditŭtapkannyalah	it was determined
ditŭtaknya	he was stabbed
ditŭrjŭmahkannya	translated
ditŭpok	tapped
ditŭnun	woven
ditŭntutkan	demanded
ditŭntang	challenged
ditŭngkingnyalah	he was pinned down
ditŭngkingkanlah	be overthrown
ditŭngglamkan	sunk
ditŭngahnya	in the middle
ditŭmpohnya	poured out
ditŭmpohlah	poured out
ditŭmpoh	poured
ditŭmplaknya	it was slapped
ditŭmplakkannya	placed on
ditŭmplakkan	placed
ditŭlannyalah	swallowed it
ditŭlannya	it was swallowed
ditŭlankan	was passed on
ditŭlanjangkan	stripped naked
ditŭgornya	he was smitten
ditŭgahkannyalah	it was alleged
ditŭbuskannya	redeemed
ditŭbus	redeemed
ditŭbangkan	felled
dituwienya	tweeted
dituwie	ditwie
ditutopnya	closed
ditutopkan	closed
diturutnya	he obeyed
diturotlah	follow it
dituronkannyalah	it was brought down
dituronkanlah	be lowered
dituntutnya	demanded
dituntotnya	he demanded
ditundokkannya	he was knocked down
ditumpahkannya	spilled
ditulongnya	helped
ditulongkan	helped
dituliskannya	it was written
ditudongnya	he was pointed at
ditudohnya	accused him
ditudohkannya	accused him
ditudohkan	accused
ditubohku	in my body
dituangnya	poured it
ditrimanyalah	accepted
ditriaknya	he shouted
ditrangi	treated
ditompangkannyalah	it is superimposed
ditolaknya	rejected
ditolakkannyalah	it was rejected
ditlinga	ditling
dititahkannya	he commanded
ditinggalkanyalah	he left
ditimbangkan	weighed
ditilik	viewed
ditileknya	checked it
ditilek	to be mirrored
ditidakkan	not allowed
ditengoknya	he looked at it
ditaubatkan	repented
ditatangnya	it was arranged
ditarohnyalah	put it there
ditarikkannyalah	it was pulled
ditapisnya	filtered
ditanyakannya	he asked
ditangonggkan	held up
ditangisinyalah	he cried
ditanggalkannyalah	it was removed
ditanggalkanlah	be taken off
ditanganninya	in his hands
ditanganinya	handled by him
ditanamkanlah	be planted
ditamparnya	slapped by him
ditampar	slapped
ditampalkannya	it is pasted
ditampalkan	pasted
ditampak	seen
ditakotinya	he was afraid
ditahankannya	his detention
ditahankan	detained
ditahaninya	detained him
ditahani	detained
disŭsatkan	misled
disŭsalkan	regrettable
disŭsakkan	suffocated
disŭsak	smothered
disŭsah	be punished
disŭrtai	accompanied by
disŭrangankan	attacked
disŭrambi	in the foyer
disŭrahkanlah	surrendered
disŭntohkan	be injected
disŭngsarakannya	misery
disŭngatnya	stung by
disŭmbunyikannyalah	it was hidden
disŭmbuhkanlah	be healed
disŭmborkanlah	be poured out
disŭmborkan	disbursed
disŭmbohkau	you are my idol
disŭmbohkanlah	be healed
disŭmblih	slaughtered
disŭmbahnyalah	worshipped
disŭmbahnya	worshipped
disŭmbahlah	be worshipped
disŭlar	disŭlar
disŭgarkan	refreshed
disŭbutnya	it is called
disŭbutkannya	it is called
disŭbotnya	botted
disŭblahkan	disŭblahkan
disuronnya	insuronnya
disurokan	disbursed
disuratnya	in the letter
disungotilah	be praised
disungie	in the river
disumpahkan	sworn in
disukongkan	supported
disuchikannyalah	he likes it
disuchikanlah	to be liked
disualnyalah	it was sold
disrupakan	transformed into
disrambi	disrambi
dislamatkannya	saved
disisiku	by my side
disinilah	here it is
disimpanlah	keep it
disifatkan	characterized
disewakannyalah	rent it out
disewakannya	for rent
diseretnya	dragged by him
diseksainya	tortured
disapui	swept
disangkalkannya	denied
disampornakannya	disampornanya
disambutnya	welcomed him
disambutlah	welcome
disambotlah	be robbed
disambarnyalah	was struck by it
disambarlah	be struck
disalibkanlah	be crucified
disakitinya	hurt by him
disabitlah	be cut by a sickle
disabdakan	it was said
dirŭnunglah	think about it
dirŭnongnyalah	it's his fault
dirŭnongnya	his dirŭnong
dirŭnong	dirŭnong
dirŭndahkannyalah	be humbled
dirŭndahkannya	degraded
dirŭmokkan	crushed
dirŭjamlah	stoned
dirŭjamkan	dirŭjamkan
diruntohkan	demolished
dirumpot	in the grass
dirumahmu	at your house
dirumahku	in my house
dirosakannya	damaged
dirinyakah	Is it him?
diringek	whining
dirikulah	I am myself
diratapilah	be mourned
dirasainya	he felt
dirantiekannya	the wedding
dirantiekan	beautified
diramasnya	she washed it
dirahinya	in her womb
dipŭteknyalah	it was cut
dipŭtek	dipŭtek
dipŭsanlah	ordered
dipŭsaninya	he was ordered
dipŭrulih	restored
dipŭrtunjuki	shown
dipŭrtanggohkannyalah	it was postponed
dipŭrsŭmbahkannyalah	dedicated to him
dipŭrsuamikannya	married to her
dipŭrsihkannya	cleaned up
dipŭrsalini	given birth
dipŭrlakukan	treated
dipŭrkŭnankanlah	be granted
dipŭrhatikannya	he noticed
dipŭrbuatkannya	he did it
dipŭrbuatannya	in his actions
dipŭrbaptiskannyalah	he was baptized
dipŭrbanyakkanlah	multiply it
dipŭrbanyakkan	be multiplied
dipŭranakkan	begotten
dipŭragakannya	demonstrated
dipŭnohkannya	it was dismissed
dipŭnohkan	dismissed
dipŭnohinya	he was possessed
dipŭnjarakannya	he was imprisoned
dipŭlpanya	in his arms
dipŭlok	locked
dipŭkolnyalah	he was the one who was beaten
dipŭkan	dipŭkan
dipŭdulikan	cared for
dipŭchahnya	in the split
dipŭchahkan	dipŭcahkan
dipŭchah	dipŭchah
diputuskannya	it was decided
diputar	played
dipusingkan	confused
dipulangkannya	sent home
dipukolkannya	he was hit
dipukol	beaten
dipujikan	praised
diprentahkannya	he ordered
diprentahkan	ordered
dipreksanya	checked
dipreksainyalah	it was predicted
dipranakkannya	was given birth to
dipranakannyalah	it was practised
dipranakannya	pranakannya
dipranakan	pranakan
diprahu	on the boat
dipotongkanlah	cut it
dipohonkannya	in the tree
dipliharakanlah	be maintained
diplajari	studied
dipinggangnya	on his waist
dipindahkanlah	be moved
dipimpinlah	be led
dipilehnyalah	he chose it
dipikulnya	carried on his shoulders
dipikolnya	carried on his shoulders
dipautkannya	linked
dipatutkan	befitting
dipatah	broken
dipasongkannya	it was installed
dipasongkan	fitted
dipasangnya	installed
diparangnya	he slashed it
diparangkannya	it is paraphrased
dipanjangkannya	lengthening it
dipangkuan	on the lap
dipangilnya	he called
dipandangnyalah	he looked at it
dipancha	dipancha
dipalot	in the plot
dipalingkannya	turned away
dipakukannya	nailed it
dipaksalah	forced
dipaksainya	forced by him
dipahatkannya	carved it
dipagutnyalah	bitten by it
dinŭngri	in the morning
dinyatakannyalah	he stated
dinyaringkannyalah	it is filtered
dinyahkan	revoked
dinjinya	the dinji
dinji	dinji
dinistakannya	insulted
diniliekan	ignored
dinantikannya	looking forward to it
dinamainya	named after him
dinaikki	climbed
dimŭgahkan	glorified
dimutriekannyalah	be kept
dimulotmu	your dimulot
dimulotku	my dimulot
dimulot	dimulot
dimulie	dimulie
dimorkainya	dimorkainya
diminyakki	oiled
diminyakinya	oiled
dimintakannyalah	ask for it
dimintakannya	requested
dimasokkinya	supplied
dimasokki	supplied
dimasokkannyalah	it is supplied
dimasokilah	be supplied
dimasokannya	supplied
dimashorkannyalah	it was popularized
dimakannyalah	eat it
dimahkotai	crowned
dilŭpaskannyalah	let it go
dilŭmaskannyalah	soften it
dilŭmaskannya	softened
dilŭbor	drilled
dilutot	in the knee
diluluskannya	passed
diluloskannyalah	it was passed
diluloskannya	passed
diluloskan	passed
dilukakan	injured
diludahnya	he spat
diludahkannya	he spat it out
diludahilah	spit on
diluchutkanlah	be released
diluchutkan	launched
diloteng	in the attic
dilontarkannya	he threw it
dilindongkannyalah	he was protected
dilichinkan	smoothed
dilengkongnya	in his arms
dilengkong	curved
dilemparnya	he threw it
dilehirnya	on his neck
dilehernya	on his neck
dilebarkannya	widening
dilayukanlah	withered away
dilayangkan	sent
dilarikannya	he was rushed
dilapkannya	he wiped it
dilanjotkannya	continued
dilangkahkan	stepped
dilanggar	violated
dilambie	dilambie
dilalukannya	carried out
dilaliekannya	neglected
dilakukau	done by you
dilakukannyalah	he did it
dilabohkanlah	landed
dila	dila
dikŭtanilah	be known
dikŭtahninya	he knew
dikŭrjakan	done
dikŭratkannya	tightened
dikŭratkan	tightened
dikŭrahkan	deployed
dikŭpongi	smothered
dikŭnangkan	remembered
dikŭnallah	known to God
dikŭnakannyalah	it is worn
dikŭnakan	worn
dikŭmbalikannyalah	it was returned
dikŭlubungi	surrounded
dikŭchualikan	excluded
dikŭbirikan	castrated
dikŭbaskannyalah	shake it off
dikwasakanlah	be careful
dikupaskannya	peeled off
dikumpolkan	clumped together
dikumbalikan	returned
dikukohkan	confirmed
dikuboran	in the cave
dikuah	in broth
dikoyakkannya	torn apart
diklubunginya	contacted him
dikluarkannyalah	it was taken out
dikichukan	chirped
dikayu	in wood
dikayakan	enriched
dikatakannyalah	he said
dikatahui	known
dikasihnyalah	he gave it to me
dikasihankan	pity
dikang	kang
dikandaskannya	grounded
dikanannya	on his right
dikan	dikan
dikampongkannya	in the village
dikampongkanlah	be put in a village
dikaindrainya	sensed
dikahwenkan	married
dikahandakkinya	he willed it
dikafannya	shrouded in
dijŭnela	in the window
dijŭmpotnyalah	picked up
dijŭmlahkan	summed up
dijŭjakkannya	stepped on
dijualnyalah	it's for sale
dijuallah	for sale
dijualkannya	for sale
dijawabkan	answered
dijauhkannya	kept away
dijatohkannya	dropped
dijatohkan	dropped
dijamahnyalah	touched by him
dijalannya	on the road
dijalaninyalah	live it
dijajahan	colonized
dijagailah	be guarded
dijabat	held in hand
diistana	in the palace
diisilah	fill it in
diisharatkannya	he advised
diiringkannya	accompanied by
diindahkannya	heeded
diikotlah	follow suit
dihŭrdekkan	forced
dihŭndapkannya	it is expected
dihŭmpaskannya	thrown away
dihŭmbuskannya	exhaled
dihumbankan	be sacrificed
dihujatkannya	he was cursed
dihormatkan	respected
dihimponkan	collected
dihimpetnya	squeezed
dihidopi	lived
dihiborkannyalah	entertained by him
dihelakannya	he pulled it
dihasutnyalah	he incited it
dihasutlah	be incited
dihasut	incited
diharaukannyalah	it is hoped that
diharaukannya	he hoped
diharapnya	he hopes
dihapuskannya	abolished
dihanguskannyalah	it was burned
dihanchurkan	destroyed
dihanchur	destroyed
dihampirinya	approached him
dihampiri	approached
dihadapkannyalah	confronted with
dihadapannyalah	in front of him
digŭrtakkan	bludgeoned
digŭrakkan	moved
digŭmari	popular
digŭlapkannyalah	darkened
digunchangkan	shaken up
digulingkannya	overthrown
digosokkannya	rubbed it
digonchang	digonchang
digolekkannya	rolled it up
digigitnya	bitten by him
digigitlah	bitten
digantongkannya	hang it in a bag
digantong	hanging in a bag
digandongmu	carried by you
digandongkan	carried on a leash
digandonganmu	in your arms
digambari	drawn
digagahkan	be brave
diekornya	on his tail
didukongnya	supported by
didudokkannyalah	sit him down
didudokannya	on his seat
didop	dop
