a	and
priznajem	I admit
priznajemo	we admit
priznaješ	you admit
Priznajte	Admit it.
priznaju	they admit
priznanje	recognition
priznanju	recognition
priznao	admitted
priznaše	they confessed
priznat	recognized
priznati	admit
priznavali	acknowledged
priznavši	admitting
prizor	scene
prizove	summon
prizovem	I summon
prizva	summon
prizvah	I called.
prizvano	summoned
prizvao	summoned
prizvat	summon
prizvavši	having summoned
prkosa	defiance
prkosan	defiant
prkose	defiance
prkosih	defiant
prkosili	defied
prkosio	defied
prkosiš	you defy
prkosiše	defied
prkositi	defy
prkosni	defiant
prkosno	defiantly
prlja	dirty
prljati	dirty
prljava	dirty
prljave	dirty
prljavoj	dirty
prljavština	filth
prljavštine	dirt
prljavštinu	dirt
prnje	rags
probada	puncture
probao	tried
probat	try
probdije	vigil
probdjeti	to wake up
probi	try
probih	I broke through.
probij	break through
probija	breaks through
probijaju	they break through
probijat	to break through
probije	breaks through
Probijem	I break through.
probiju	breakthrough
probila	broke through
probili	broke through
probio	broke through
probiše	pierce
Probit	Probit
probiti	break through
problijedih	pale
probode	stab
proboden	pierced
probodeni	pierced
probodi	pierce
probodoše	they stabbed
proboj	breakthrough
proboli	pierced
probosti	stab
probude	wake up
probudi	wake up
probudih	I woke up
probudili	woke up
probudim	wake up
probudio	woke up
Probudit	Wake up
probudite	wake up
probuditi	wake
probuši	pierce
pročelja	facades
pročelje	facade
pročelju	facade
proćerdala	squandered
proći	pass
procijeni	estimate
procijenili	estimated
procijeniš	you estimate
procijeniše	they estimated
procijeniti	evaluate
procijenjena	estimated
pročišćava	purifies
pročišćenog	purified
Pročišćuje	Purifies
pročistio	purified
pročistit	to purify
pročistiti	refine
pročita	read
pročitaj	read
pročitajte	read
pročitaju	read
pročitali	read
pročitano	read
pročitao	read
pročitaš	you read
pročitati	read
procjene	estimates
procjeni	assessment
procjenjuje	estimates
proču	they will talk
pročuje	hears
pročula	heard about
pročulo	rumored
pročuše	they heard
procvala	blossomed
procvali	bloomed
procvalo	flourished
procvjeta	flourish
procvjetala	blossomed
procvjetao	blossomed
procvjetati	flourish
procvjetava	flourishes
proda	sell
prodade	sold
Prodadoste	You sold it.
prodaj	sell
prodaje	sales
prodajemo	We sell
prodaji	sales
prodajite	sell
Prodajte	Sell
prodaju	sale
prodala	sold
prodali	sold
prodamo	we sell
prodan	sold
prodani	sold
prodanoj	sold
prodao	sold
prodaše	they sold
prodata	sold
prodate	sold
prodati	sell
prodavač	seller
prodavači	salespeople
prodavačica	saleswoman
prodavali	sold
prodavao	sold
Prodavat	Sell
prodavati	sell
prodavcima	to sellers
prođe	pass
prođem	I pass.
prođemo	let's go
prođete	you pass
prođi	pass
prodir	penetration
prodire	penetrates
prodiru	penetrate
prođite	come through
prođoh	I passed.
prodora	penetration
prođoše	they passed
prođosmo	we passed
prodre	penetrate
prodriješe	penetrated
prodrijet	penetrate
prodrijeti	penetrate
prodro	penetrated
prodru	penetrate
prođu	pass
produhovljen	spiritual
produžavala	extended
produže	continue
produženje	prolongation
produži	extend
produžili	extended
produžiše	extended
produžit	extend
produžiti	extend
Produživši	Extending
produžuju	they extend
proganja	haunts
proganjanje	persecution
proganjao	persecuted
proganjaš	you are chasing
proglas	proclamation
proglašavao	proclaimed
proglašavati	proclaim
proglase	proclamations
proglašen	declared
proglašeno	declared
proglasi	declare
proglasili	declared
proglasim	declare
proglasio	declared
proglasiše	they declared
proglasit	to declare
proglasite	declare
proglasiti	declare
progleda	see clearly
progledah	I saw.
progledaj	see clearly
progledaju	they see
progledam	I see clearly.
progledamo	we see
progledao	regained sight
progledaš	you see clearly
progledaše	they saw
Progledat	To see
progledati	to see clearly
prognaj	exile
prognan	exiled
prognanici	exiles
prognanicima	exiles
prognanik	exile
prognao	exiled
prognat	exiled
progon	persecution
progona	persecution
progone	persecutions
progoni	persecute
progonili	persecuted
progonio	persecuted
progoniš	you are pursuing
progoniše	persecuted
progonite	persecute
progonitelj	persecutor
progonitelja	persecutor
progonitelje	persecutors
progoniteljem	persecutor
progonitelji	persecutors
progoniti	persecute
progonjeni	persecuted
progonstva	exiles
progonstvima	exiles
progonstvo	exile
progonstvu	exile
progovara	speaks
progovaraju	they speak
progovarati	to speak
progovore	they speak
progovori	speak up
progovorila	spoke
progovorilo	spoke
progovorio	spoke
progovoriš	you speak
Progovorit	Speak up
progovorite	speak up
progovoriti	to speak
proguta	swallow
progutah	I swallowed
progutaj	swallow
progutala	swallowed
progutali	swallowed
progutam	I swallow
progutao	swallowed
progutat	swallow
progutati	swallow
prohoda	walking
Prohora	Prohor
prohtjelo	felt like
proisteći	resulting
proistekle	resulted
proizaći	to arise
proizilazi	arises
proizlazi	results
proizvelo	produced
proizvode	products
prokapa	leak
prokažu	denounce
prokišnjava	leaks
prokle	damn
prokleh	curse
proklela	cursed
prokleli	cursed
prokleo	cursed
proklet	damned
prokleta	cursed
prokleti	damn
prokletih	damned
prokletim	damned
prokletinja	damn thing
prokletnici	damned
prokletnicu	damn it
prokleto	damn
prokletog	damned
prokletstva	curses
prokletstvima	curses
prokletstvo	curse
prokletstvom	curse
prokletstvu	curse
prokletu	damn
proklija	sprout
proklijaju	sprout
proklinjali	cursed
proklinjanja	cursing
proklinjanje	imprecation
proklinjao	cursed
proklinjat	curse
proklinjati	curse
proklinje	curses
proklinjemo	we curse
proklinji	curse
proklinjite	curse
proklinju	curse
proključati	pip
prokonzul	proconsul
prokrči	clear
prokrčio	cleared
Prokrčite	Clear the way
prokune	curses
prokunem	I curse
prokuneš	you curse
prokuni	curse
prokunu	curse
prokušan	tried and tested
prokušani	tried and tested
prokušanost	provenance
prokušati	to try
prolaz	passage
prolaza	passage
prolaze	they pass
prolazeći	passing by
prolazi	passes
prolazila	passing by
prolazili	passed by
prolazilo	passed
prolazim	I am passing by.
prolazio	passing by
prolaziš	you are passing
prolazit	to pass
prolazite	you are passing by
prolaziti	to pass
prolazna	transient
prolazni	transient
prolaznici	passers-by
prolaznicima	passers-by
prolaznik	passerby
prolaznika	passerby
prolaznike	passers-by
prolazno	transient
prolaznog	transient
prolaznoga	transient
prolaznost	transience
prolazu	passing by
proli	shed
prolij	spill
prolije	spill
prolijemo	we spill
prolijeva	spills
prolijevaj	spill
prolijevajte	spill
prolijevaju	they spill
prolijevala	spilled
prolijevali	spilled
prolijevanja	spills
prolijevanje	spillage
prolijevanju	spilling
prolijevao	spilled
prolijevaš	you spill
prolijevaše	they spilled
prolijevate	you spill
prolijevati	to spill
prolijte	spill
proliju	spill
prolila	spilled
prolili	spilled
prolilo	spilled
prolio	spilled
proliše	spilled
proliti	shed
prolivena	spilled
prolivenu	spilled
proljepšala	beautified
proljetne	spring
proljetni	spring
proljetnih	spring
prolom	breakthrough
prolome	breakthroughs
prolomi	breakthroughs
prolomiše	they broke through
promače	misses
promatra	observes
promatraj	observe
promatram	I observe
promatrao	observed
promatrati	observe
promijene	changes
promijeni	change
promijenila	changed
promijenim	change
promijenio	changed
promijenite	change
promijeniti	change
promisli	think about it
promislit	think about it
promišljati	deliberate
promjena	change
promjene	changes
promjenu	change
promotre	observe
promotrio	observed
promotrite	observe
promrzlo	frostily
pronaći	find
pronađe	find
pronađemo	we find
pronađen	found
pronađene	found
pronađeni	found
pronađeno	found
pronađeš	you find
pronađete	you find
pronađite	find
pronađoh	I found
pronađoše	they found
pronađoste	you found
pronađu	find
pronalazi	finds
pronalaziti	to find
pronašao	found
pronašli	found
pronese	pass
pronesite	pass
pronevjera	embezzlement
pronicljivošću	insight
pronijela	passed
pronikni	penetrate
pronio	passed
pronosili	carried
pronosite	carry
propada	is failing
propadaju	are failing
propadala	failing
propadale	perished
propadali	perished
Propadam	I'm failing.
propadamo	we are failing
propadat	to fail
propade	fails
propadljivi	perishable
propadljivim	perishable
propadljivog	perishable
propadljivost	perishability
propadne	fails
propadnem	I fail.
propadneš	you fail
propadnete	you fail
propadnite	fail
propadnu	fail
propadoše	they perished
propadosmo	we perished
propala	failed
propale	failed
propali	failed
propalo	failed
propane	propane
propao	perished
propašću	I will perish.
propast	ruin
propasti	to fail
propatila	suffered
propatio	suffered
propatiti	suffer
propis	regulation
propisa	regulations
propisan	prescribed
propisane	prescribed
propisano	prescribed
propisanu	prescribed
propisao	prescribed
propise	regulations
propisi	regulations
propisima	regulations
propisu	regulation
propišu	they prescribe
propisuje	prescribes
propitivati	to question
Proplakat	Cry
propovijed	sermon
propovijeda	sermon
propovijedaj	preach
propovijedajte	preach
propovijedaju	they preach
propovijedajući	preaching
propovijedali	preached
propovijedamo	we preach
Propovijedanje	Preaching
propovijedanjem	by preaching
propovijedao	preached
propovijedaš	you preach
propovijedaše	preached
propovijedat	to preach
propovijedate	you preach
propovijedati	preach
propovijedi	sermons
propovjedanja	preaching
propovjednici	preachers
propovjednicima	preachers
propovjednik	preacher
propovjednika	preacher
propovjednike	preachers
propraćen	accompanied
propupa	bud
propupala	budded
propupao	budded
propušta	misses
propuštati	leak
propuste	omissions
propuštenih	missed
propusti	leaks
propustio	missed
propustiše	they missed
Propustit	Miss
proputova	through the roads
proputovali	traveled
proputovao	traveled
proputovaše	traveled
proputovati	to travel
proputuje	travels
proputujem	I am traveling.
proputujemo	we travel
proputujte	travel through
proputuju	they travel
proračunato	calculatedly
prorekao	prophesied
prorešetaju	sift through
prorez	slot
proricali	prophesied
proricanja	predictions
proricanjem	by divination
proricao	prophesied
proricati	to prophesy
proriče	prophesy
proriču	they prophesy
proročanstava	prophecies
proročanstva	prophecies
proročanstvima	prophecies
proročanstvo	prophecy
proročanstvu	prophecy
proroci	prophets
proročice	prophetess
prorocima	prophets
proročište	oracle
proročka	prophetic
proročke	prophetic
proročki	prophetic
proročkih	prophetic
proročkim	prophetic
prorok	prophet
proroka	prophet
proroke	prophets
prorokovo	prophet's
proroku	prophet
prosa	millet
prošao	passed
prošavši	having passed
proseliti	to pray
prošeta	walk
prosi	beg
prosija	begging
prosio	begged
prosipa	spill
prosipaju	they spill
prosipaše	they spilled
prosipati	to spill
prošire	expand
proširi	expand
proširila	expanded
proširili	expanded
proširilo	expanded
proširio	expanded
proširiš	expand
proširiše	they expanded
proširit	expand
proširite	expand
proširiti	expand
prosiše	they begged
prosjaci	beggars
prosjačim	I beg.
prosjačkom	beggarly
prosjak	beggar
prosjaka	beggar
prosjake	beggars
prošla	passed
proslave	celebrations
proslavi	celebration
proslavila	celebrated
proslavili	celebrated
proslavim	celebrate
proslavio	celebrated
proslaviše	celebrated
proslavit	to celebrate
proslavite	celebrate
proslaviti	celebrate
proslavlja	celebrates
proslavljala	celebrated
proslavljali	celebrated
proslavljam	I am celebrating.
proslavljen	celebrated
proslavljena	celebrated
proslavljeni	celebrated
proslavljeno	celebrated
proslavljenom	celebrated
proslavu	celebration
prošle	last
prošli	last
prošlih	past
proslijede	forward
prošlim	past
prošlo	past
prošlost	past
prošlosti	past
prospe	waste
prospi	spill
prost	simple
prostacima	to the common people
prostak	villain
prostaka	simpleton
proste	simple
prosti	simple
prostima	simple
prostirala	spread out
prostirali	spread out
prostiralo	spread out
prostirao	spread out
prostire	extends
prostireš	you spread
prostirkama	mats
prostiru	spread out
prostodušno	simple-minded
prostog	simple
prostome	spacious
prostor	room
prostora	space
prostorija	room
prostorije	premises
prostorijom	room
prostoriju	room
prostoru	space
prostran	spacious
prostrana	spacious
prostrane	spacious
prostranih	spacious
prostranija	more spacious
prostraniji	more spacious
prostranim	spacious
prostrano	spacious
prostranoj	spacious
prostranom	spacious
prostranstva	expanses
prostranstvo	vastness
prostranu	spacious
prostre	spacious
prostrete	spread out
prostrije	more spacious
prostrijelio	shot
prostrijeti	spread out
prostru	spacious
prosu	millet
prosudite	judge
prosuđivali	judged
prosuđivao	judged
prosuđivati	weigh
prosuđuje	judges
prosuđujte	judge
prosuđuju	they judge
prosula	spilled
prosuo	spilled
prosuta	spilled
prosuti	spill
prosuto	spilled
prosvijetle	enlightened
prosvijetli	enlighten
prosvijetlio	enlightened
prosvijetljeni	enlightened
prosvjetljuje	enlightens
prosvjetljuju	enlighten
proteče	flows
proteknu	last
protestujući	protesting
protezala	stretched
protezale	stretched
proteže	extends
protežemo	we stretch
protežući	stretching
protiv	against
protivan	contrary
protive	oppose
protivi	opposes
protivih	against
protivila	opposed
protivili	opposed
protivim	I object
protivio	opposed
protiviti	oppose
protivljenja	oppositions
protivna	contrary
protivnici	opponents
protivnicima	opponents
protivnik	opponent
protivnika	opponent
protivnike	opponents
protivnikom	opponent
protivniku	opponent
protivno	contrary to
protivnom	contrary
protivnu	opposite
protivrječe	contradict
protječe	flows
protjera	expulsion
protjerali	expelled
protjeram	expel
protjeran	expelled
protjerani	expelled
protjerano	expelled
protjerao	expelled
protjeraš	you expel
protjeraše	they expelled
protjerat	expel
protjerati	banish
protjerivanje	deportation
protresa	shake
protresao	shook
protrese	shake
protresena	shaken
protumače	interpreter
protumači	interpret
protumačiš	you interpret
protumačiti	interpret
proturječiti	contradict
proučavali	studied
proučavate	you study
prouzrokovao	caused
prouzrokuje	causes
provale	burglaries
provali	break in
provalija	abyss
provalijama	ravines
provalije	ravines
provaliji	abyss
provalijom	abyss
provaliju	abyss
provalili	broke in
provališe	they broke in
provalit	break in
provaliti	break in
provaljene	broken into
provaljuju	they break in
provede	spend
proveden	implemented
provedeno	carried out
proveli	spent
proveo	spent
proveselim	have fun
provesti	spend
proviđa	providence
proviđenja	providence
providjeti	to provide
proviri	peek
provjeravajte	check
provjeravao	checked
provjere	checks
provjereni	verified
provjeri	check
Provjerio	Checked
provjerite	check
provode	they spend
provodeći	conducting
provodi	carries out
provodili	spent
provodim	I spend
provodio	spent
provodite	spend
provoditi	to implement
provri	boil
provuče	slip through
provuci	slip through
provući	to get through
provukoše	they slipped through
prozbori	proverbs
prozborih	I spoke.
prozborio	spoke
prozboriš	you speak
prožderani	devoured
