flds,sfld
"現在是五點一刻。<br>现在是五点一刻。xiàn zài shì wǔ diǎn yī kè<br>It's now five fifteen.","現在是五點一刻。现在是五点一刻。"
"請等一會，他馬上來。<br>请等一会，他马上来。qǐng děng yī huǐ tā mǎ shàng lái<br>Please wait a moment, he'll come right away.","請等一會，他馬上來。请等一会，他马上来。"
"昨天你下了課，就回家了嗎？<br>昨天你下了课，就回家了吗？zuó tiān nǐ xià le kè jiù huí jiā le ma<br>Yesterday after you finished class, did you then go home?","昨天你下了課，就回家了嗎？昨天你下了课，就回家了吗？"
"現在是六點十分。<br>现在是六点十分。xiàn zài shì liù diǎn shí fēn<br>It's now six ten.","現在是六點十分。现在是六点十分。"
"她在那裡等誰？<br>她在那里等谁？tā zài nà lǐ děng shuí<br>Who is she waiting for there?","她在那裡等誰？她在那里等谁？"
"你們昨天玩得好吧？<br>你们昨天玩得好吧？nǐ men zuó tiān wán de hǎo ba<br>You enjoyed yourself yesterday didn't you?","你們昨天玩得好吧？你们昨天玩得好吧？"
"現在是九點過三分。<br>现在是九点过三分。xiàn zài shì jiǔ diǎn guò sān fēn<br>It's now three minutes past nine o'clock.","現在是九點過三分。现在是九点过三分。"
"八點半到了嗎？已經過了。<br>八点半到了吗？已经过了。bā diǎn bàn dào le mayǐ jīng guò le<br>Is it 8:30 yet?It's already past.","八點半到了嗎？已經過了。八点半到了吗？已经过了。"
"你上哪去？nǐ shàng nǎ qù<br>Where are you going?","你上哪去？"
"我去上課。<br>我去上课。wǒ qù shàng kè<br>I'm going to class.","我去上課。我去上课。"
"他已經上飛機了。<br>他已经上飞机了。tā yǐ jīng shàng fēi jī le<br>He already boarded the plane.","他已經上飛機了。他已经上飞机了。"
"我今天早上是六點起床的。<br>我今天早上是六点起床的。wǒ jīn tiān zǎo shang shì liù diǎn qǐ chuáng de<br>This morning I got up at six o'clock.","我今天早上是六點起床的。我今天早上是六点起床的。"
"我的錢不夠，還差十塊錢。<br>我的钱不够，还差十块钱。wǒ de qián bù gòu hái chà shí kuài qián<br>I don't have enough money, I'm still short ten dollars.","我的錢不夠，還差十塊錢。我的钱不够，还差十块钱。"
"現在是差十分五點。<br>现在是差十分五点。xiàn zài shì chà shí fēn wǔ diǎn<br>It's now ten minutes to five.","現在是差十分五點。现在是差十分五点。"
"他說的話，我差不多都懂。<br>他说的话，我差不多都懂。tā shuō de huà wǒ chà bù duō dōu dǒng<br>I almost understand all that he says.","他說的話，我差不多都懂。他说的话，我差不多都懂。"
"我家離火車站很遠。<br>我家离火车站很远。wǒ jiā lí huǒ chē zhàn hěn yuǎn<br>My home is very far from the train station.","我家離火車站很遠。我家离火车站很远。"
"你明天能來嗎？沒問題，我一定能來。<br>你明天能来吗？没问题，我一定能来。nǐ míng tiān néng lái maméi wèn tí wǒ yī dìng néng lái<br>Can you come tomorrow?No problem, I can definitely come.","你明天能來嗎？沒問題，我一定能來。你明天能来吗？没问题，我一定能来。"
"我有一個問題想請問您。<br>我有一个问题想请问您。wǒ yǒu yī gè wèn tí xiǎng qǐng wèn nín<br>I have a question I want to ask you.","我有一個問題想請問您。我有一个问题想请问您。"
"我弟弟每天七點起床。<br>我弟弟每天七点起床。wǒ dì di měi tiān qī diǎn qǐ chuáng<br>My little brother gets up every day at seven o'clock.","我弟弟每天七點起床。我弟弟每天七点起床。"
"他的公司在什麽路？<br>他的公司在什么路？tā de gōng sī zài shén me lù<br>What road is his company on?","他的公司在什麽路？他的公司在什么路？"
"你每天幾點上班？<br>你每天几点上班？nǐ měi tiān jǐ diǎn shàng bān<br>What time do you go to work every day?","你每天幾點上班？你每天几点上班？"
"我要休息十分鐘。<br>我要休息十分钟。wǒ yào xiū xí shí fēn zhōng<br>I want to rest for 10 minutes.","我要休息十分鐘。我要休息十分钟。"
"請你在這裡等一會/一下。<br>请你在这里等一会/一下。qǐng nǐ zài zhè lǐ děng yī huǐ / yī xià<br>Please wait here a moment.","請你在這裡等一會/一下。请你在这里等一会/一下。"
"我就有一張桌子，沒有別的。<br>我就有一张桌子，没有别的。wǒ jiù yǒu yī zhāng zhuō zi méi yǒu bié de<br>I only have one table, I don't have other things.","我就有一張桌子，沒有別的。我就有一张桌子，没有别的。"
"別說英文！<br>别说英文！bié shuō yīng wén<br>Don't speak English!","別說英文！别说英文！"
"你昨天睡了幾個鐘頭的覺？<br>你昨天睡了几个钟头的觉？nǐ zuó tiān shuì le jǐ gè zhōng tóu de jiào<br>How many hours did you sleep yesterday?","你昨天睡了幾個鐘頭的覺？你昨天睡了几个钟头的觉？"
"昨天夜裏很冷。<br>昨天夜里很冷。zuó tiān yè lǐ hěn lěng<br>Last night it was very cold.","昨天夜裏很冷。昨天夜里很冷。"
"對不起，我不能去。<br>对不起，我不能去。duì bù qǐ wǒ bù néng qù<br>Sorry, I can't go.","對不起，我不能去。对不起，我不能去。"
"對不起，請問現在幾點鐘？<br>对不起，请问现在几点钟？duì bù qǐ qǐng wèn xiàn zài jǐ diǎn zhōng<br>Excuse me, could you tell me what time it is?","對不起，請問現在幾點鐘？对不起，请问现在几点钟？"
"你什麽時候吃晚飯？我六點半吃晚飯。<br>你什么时候吃晚饭？我六点半吃晚饭。nǐ shén me shí hou chī wǎn fànwǒ liù diǎn bàn chī wǎn fàn<br>When do you eat dinner?I eat dinner at 6:30.","你什麽時候吃晚飯？我六點半吃晚飯。你什么时候吃晚饭？我六点半吃晚饭。"
"昨天他是幾點鐘睡覺的？夜裏一點多。<br>昨天他是几点钟睡觉的？夜里一点多。zuó tiān tā shì jǐ diǎn zhōng shuì jiào deyè lǐ yī diǎn duō<br>What time did he sleep yesterday?He went to sleep past 1am.","昨天他是幾點鐘睡覺的？夜裏一點多。昨天他是几点钟睡觉的？夜里一点多。"
"請你坐一會。<br>请你坐一会。qǐng nǐ zuò yī huǐ<br>Please have a seat for a moment.","請你坐一會。请你坐一会。"
"我每天寫一個鐘頭的中國字。<br>我每天写一个钟头的中国字。wǒ měi tiān xiě yī ge zhōng tóu de zhōng guó zì<br>Every day I practice writing Chinese characters for one hour.","我每天寫一個鐘頭的中國字。我每天写一个钟头的中国字。"
"我每天寫中國字，寫一個鐘頭。<br>我每天写中国字，写一个钟头。wǒ měi tiān xiě zhōng guó zì xiě yī ge zhōng tóu<br>Every day I practice writing Chinese characters for one hour.","我每天寫中國字，寫一個鐘頭。我每天写中国字，写一个钟头。"
"現在你要休息幾分鐘？<br>现在你要休息几分钟？xiàn zài nǐ yào xiū xí jǐ fēn zhōng<br>How many minutes do you want to rest now?","現在你要休息幾分鐘？现在你要休息几分钟？"
"昨天我下了課，就回家了。<br>昨天我下了课，就回家了。zuó tiān wǒ xià le kè jiù huí jiā le<br>Yesterday after I gout out of class, I went straight home.","昨天我下了課，就回家了。昨天我下了课，就回家了。"
"每天我下了課，就回家。<br>每天我下了课，就回家。měi tiān wǒ xià le kè jiù huí jiā<br>Every day after I get out of class, I go straight home.","每天我下了課，就回家。每天我下了课，就回家。"
"今天我下了課，就要回家。<br>今天我下了课，就要回家。jīn tiān wǒ xià le kè jiù yào huí jiā<br>Today when I get out of class, I'll go straight home.","今天我下了課，就要回家。今天我下了课，就要回家。"
"現在是幾月？<br>现在是几月？xiàn zài shì jǐ yuè<br>What month is it?","現在是幾月？现在是几月？"
"明年我想到歐洲去。<br>明年我想到欧洲去。míng nián wǒ xiǎng dào ōu zhōu qù<br>Next year I want to go to Europe.","明年我想到歐洲去。明年我想到欧洲去。"
"美國是一個很大的國家。<br>美国是一个很大的国家。měi guó shì yī ge hěn dà de guó jiā<br>America is a very large country.","美國是一個很大的國家。美国是一个很大的国家。"
"明年你要到哪裏去？<br>明年你要到哪里去？míng nián nǐ yào dào nǎ lǐ qù<br>Where do you want to go next year?","明年你要到哪裏去？明年你要到哪里去？"
"一年有十二個月。<br>一年有十二个月。yī nián yǒu shí èr ge yuè<br>There are 12 months in a year.","一年有十二個月。一年有十二个月。"
"我很喜歡旅行。<br>我很喜欢旅行。wǒ hěn xǐ huan lǚ xíng<br>I really like traveling.","我很喜歡旅行。我很喜欢旅行。"
"明天去，行不行？míng tiān qù xíng bù xíng<br>Would it be OK to go tomorrow?","明天去，行不行？"
"美國冬天的天氣怎麽樣？<br>美国冬天的天气怎么样？měi guó dōng tiān de tiān qì zěn me yàng<br>What's the winter weather like in America?","美國冬天的天氣怎麽樣？美国冬天的天气怎么样？"
"明年春天我要去法國旅行。<br>明年春天我要去法国旅行。míng nián chūn tiān wǒ yào qù fà guó lǚ xíng<br>I want to travel to France next spring.","明年春天我要去法國旅行。明年春天我要去法国旅行。"
"外面在下雨呢。wài miàn zài xià yǔ ne<br>It's raining outside.","外面在下雨呢。"
"你每天應該念三個鐘頭的書。<br>你每天应该念三个钟头的书。nǐ měi tiān yīng gāi niàn sān gè zhōng tóu de shū<br>You should study for three hours every day.","你每天應該念三個鐘頭的書。你每天应该念三个钟头的书。"
"夏天去旅行的人最多。xià tiān qù lǚ xíng de rén zuì duō<br>Summer time is when the most people go traveling.","夏天去旅行的人最多。"
"最近這裡常下雨。<br>最近这里常下雨。zuì jìn zhè lǐ cháng xià yǔ<br>Recently it has rained a lot here.","最近這裡常下雨。最近这里常下雨。"
"你是什麽時候看到他的？<br>你是什​​么时候看到他的？nǐ shì shén​​ me shí hou kàn dào tā de<br>When did you see him?","你是什麽時候看到他的？你是什​​么时候看到他的？"
"一個月有四個多星期。<br>一个月有四个多星期。yī ge yuè yǒu sì gè duō xīng qí<br>One month has a little more than four weeks.","一個月有四個多星期。一个月有四个多星期。"
"那個學生剛從英國來。<br>那个学生刚从英国来。nà ge xué shēng gāng cóng yīng guó lái<br>That student just came from England.","那個學生剛從英國來。那个学生刚从英国来。"
"剛剛你說什麽？<br>刚刚你说什么？gāng gāng nǐ shuō shén me<br>What did you say just now?","剛剛你說什麽？刚刚你说什么？"
"學生都不喜歡考試。<br>学生都不喜欢考试。xué shēng dōu bù xǐ huan kǎo shì<br>All students dislike tests.","學生都不喜歡考試。学生都不喜欢考试。"
"我明天要考英文。wǒ míng tiān yào kǎo yīng wén<br>Tomorrow I have an English test.","我明天要考英文。"
"這枝筆很好，你試試看。<br>这枝笔很好，你试试看。zhè zhī bǐ hěn hǎo nǐ shì shì kàn<br>This pen is very good, try it.","這枝筆很好，你試試看。这枝笔很好，你试试看。"
"我的錢不夠，怎麽辦？<br>我的钱不够，怎么办？wǒ de qián bù gòu zěn me bàn<br>I don't have enough money, what am I supposed to do now?","我的錢不夠，怎麽辦？我的钱不够，怎么办？"
"這件事，你班得很好。<br>这件事，你班得很好。zhè jiàn shì nǐ bān de hěn hǎo<br>You handled this issue very well.","這件事，你班得很好。这件事，你班得很好。"
"因爲錢不夠，所以他很着急。<br>因为钱不够，所以他很着急。yīn wèi qián bù gòu suǒ yǐ tā hěn zhāo jí<br>He didn't have enough money, so he was very nervous.","因爲錢不夠，所以他很着急。因为钱不够，所以他很着急。"
"還早呢，急什麽？<br>还早呢，急什么？hái zǎo ne jí shén me<br>It's still early, what are you rushing about for?","還早呢，急什麽？还早呢，急什么？"
"一年有四季。yī nián yǒu sì jì<br>A year has four seasons.","一年有四季。"
"我很忙，沒有時間看電視。<br>我很忙，没有时间看电视。wǒ hěn máng méi yǒu shí jiān kàn diàn shì<br>I'm very busy, I don't have time to watch TV.","我很忙，沒有時間看電視。我很忙，没有时间看电视。"
