მოკითხვა	Greetings	mokit`xva
წარმოადგინოს	to present	carmoadginos
დაგლეჯილი	Torn	daglejili
მოყვასისგან	From a neighbor	moqvasisgan
დაშავდეს	To be injured	dashavdes
ქირის	Rent	k`iris
ქირიდან	From the rent	k`iridan
გამოექვითება	Escape	gamoek`vit`eba
ურვადით	With a vengeance	urvadit`
უარზე	Reject	uarze
მიათხოვოს	to borrow	miat`xovos
მიუწონოს	To like	miuconos
ჯადოქარს	The magician	jadok`ars
აცოცხლებ	You revive.	ac`oc`xleb
განადგურდეს	To be destroyed	ganadgurdes
დაჩაგრავ	You will oppress.	dach`agrav
აღთქმებისა	Of the covenants	ag't`k`mebisa
შესაწირების	Offering	shesacirebis
დაჩაგრო	To be destroyed	dach`agro
ჩაგვრით	By oppression	ch`agvrit`
შემომღაღადებენ	They will call me.	shemomg'ag'adeben
ღაღადისს	To shout	g'ag'adiss
აინთება	Ignition	aint`eba
მოგკლავთ	I will kill you.	mogklavt`
დაქვრივდებიან	They will be widowed.	dak`vrivdebian
დაობლდებიან	They will be orphaned.	daobldebian
დააკისრებ	You will charge	daakisreb
ვახშის	Dinner	vaxshis
გადახდას	Payment	gadaxdas
საფარველია	It is a shelter.	sap`arvelia
მოსასხამია	Raincoat	mosasxamia
შემომღაღადებს	It's making me cry.	shemomg'ag'adebs
დაგმობ	You will condemn.	dagmob
საწნახლის	Press	sacnaxlis
პირველდაწურული	First come, first served	pirveldacuruli
დამიგვიანო	I'm late.	damigviano
ეგევე	Same here	egeve
ნამხეცავი	Scratchy	namxec`avi
მიუგდეთ	Give it to me.	miugdet`
აკრძალვები	Prohibitions	akrz'alvebi
დაყრი	Throw	daqri
აჰყვები	I follow you.	ahqvebi
უმრავლესობას	The majority	umravlesobas
გამოეხმაურები	Reply	gamoexmaurebi
უმრავლესობისკენ	To the majority	umravlesobisken
გადაიხარო	To be happy	gadaixaro
ესარჩლები	Guards	esarch`lebi
დავაში	In a dispute	davashi
შეეყარო	To meet	sheeqaro
გზადაბნეულს	To the confused	gzadabneuls
დაბრუნებით	With return	dabrunebit`
ჩამოხსენი	Take it off.	ch`amoxseni
ღარიბის	Poor	g'aribis
განშორდი	Break up	ganshordi
გავამართლებ	I will justify.	gavamart`leb
აბრმავებს	Blinds	abrmavebs
თვალხილულებს	To the eyewitnesses	t`valxilulebs
თესე	Tese	t`ese
შეეხებით	You touch.	sheexebit`
ღატაკებმა	The poor	g'atakebma
ნარჩენით	With residue	narch`enit`
გამოიკვებნენ	They were fed.	gamoikvebnen
ვენახსა	In the vineyard	venaxsa
დაისვენე	Rest.	daisvene
მოითქვას	To say	moit`k`vas
ახსენოთ	To mention	axsenot`
გაიკაროთ	Get lost.	gaikarot`
იდღესასწაულე	Holiday	idg'esascaule
უფუარობისა	Of bread	up`uarobisa
გამოჩნდებიან	Will appear	gamoch`ndebian
ხელცარიელნი	Empty-handed	xelc`arielni
მკისა	Reaper	mkisa
კრეფისა	Picking	krep`isa
აკრეფ	Type	akrep`
საფუარიანთან	With the yeast	sap`uariant`an
ქონი	Fat	k`oni
მიიტანე	Bring it.	miitane
მოხარშავ	You are cooking.	moxarshav
მტრებისადმი	To enemies	mtrebisadmi
დამოკიდებულებაზე	On the attitude	damokidebulebaze
წაგიმძღვარებ	I will guide you.	cagimz'g'vareb
მისაყვანად	To bring	misaqvanad
იფრთხილე	Be careful.	ip`rt`xile
აუჯანყდები	You will rebel.	aujanqdebi
ვუმტრობ	I hate you.	vumtrob
შევავიწროვებ	I will harass you.	shevavicroveb
შემავიწროვებელს	The harasser	shemavicrovebels
ამორეველებთან	With the Amorites	amorevelebt`an
ხეთელებთან	With the Hittites	xet`elebt`an
ფერიზელებთან	With the Pharisees	p`erizelebt`an
ქანაანელებთან	With the Canaanites	k`anaanelebt`an
ხიველებთან	With the Khiveli	xivelebt`an
იებუსეველებთან	With the Jebusites	iebusevelebt`an
შევმუსრავ	I will destroy it.	shevmusrav
ნგრევით	With destruction	ngrevit`
დაანგრიე	Destroy it.	daangrie
შემუსვრით	Destroy me.	shemusvrit`
შემუსრე	Crush me.	shemusre
განვაშორებ	I will separate.	ganvashoreb
ავადმყოფობას	Illness	avadmqop`obas
მუცელმოწყვეტილი	Abdominal dissection	muc`elmocqvetili
აღვავსებ	I will fill.	ag'vavseb
შიშისზარს	Fearful	shishiszars
ძრწოლას	Tremor	z'rcolas
მოვაქცევ	I will turn	movak`c`ev
კრაზანებს	To the Krazans	krazanebs
გარეკავენ	They are being dragged out.	garekaven
გავრეკავ	I will shout.	gavrekav
მოოხრდეს	To bend	mooxrdes
მოგეძალნენ	They forced you.	mogez'alnen
თანდათანობით	Gradually	t`andat`anobit`
მოშენდებოდე	You are welcome.	moshendebode
დაიმკვიდრებდე	You will settle down.	daimkvidrebde
გავავლებ	I will pass.	gavavleb
გარეკავ	Garekav	garekav
შეკრავ	Binding	shekrav
ღმერთებთან	With the gods	g'mert`ebt`an
იცხოვრონ	To live	ic`xovron
შეგაცდინონ	To seduce you	shegac`dinon
მეცით	I am with you.	mec`it`
მიეახლოს	To approach	mieaxlos
მიეახლონ	To approach	mieaxlon
ამოყვეს	They told me.	amoqves
რჯულდება	It is legal.	rjuldeba
წარავლინა	He/She was defeated.	caravlina
თასებში	In cups	t`asebshi
ნახევრით	By half	naxevrit`
ფეხთა	Feet	p`ext`a
საფირონის	Sapphire	sap`ironis
ქვაფენილისა	Paving stone	k`vap`enilisa
ზეცასავით	Like heaven	zec`asavit`
რჩეულებზე	Favorites	rch`eulebze
გაუწვდია	It has been extended.	gaucvdia
დაფებს	Boards	dap`ebs
დაგველოდეთ	Wait for us.	dagvelodet`
დავბრუნდებით	We will be back.	davbrundebit`
ფარავდა	Covered	p`aravda
მოსესსამსხვერპლოს	Moses' altar	mosessamsxverplos
ამიკრიფონ	Amicryphon	amikrip`on
ამიკრიფეთ	Dial me.	amikrip`et`
აკრეფთ	You are typing.	akrep`t`
ჭიაფერი	Wormwood	chiap`eri
ტყავები	Skins	tqavebi
მაჩვისა	Badger	mach`visa
გასანათებელი	To illuminate	gasanat`ebeli
საცხებელი	Oil burner	sac`xebeli
საკმევლისათვის	For incense	sakmevlisat`vis
ჩასასმელი	Insertable	ch`asasmeli
ეფოდისთვის	For the ephod	ep`odist`vis
სამკერდულისათვის	For the chest	samkerdulisat`vis
გამიკეთონ	Let me do it.	gamiket`on
დავივანებ	I will live.	davivaneb
ხეთაგან	From trees	xet`agan
ორნახევარი	Two and a half	ornaxevari
მოჭედე	Hold on.	mochede
ჩამოასხი	Pour it out.	ch`amoasxi
რგოლი	Ring	rgoli
მიამაგრე	Attach it.	miamagre
გაუყარე	Get rid of it.	gauqare
რგოლებში	In rings	rgolebshi
გვერდებზე	On the pages	gverdebze
ატაროთ	To carry	atarot`
მოსცილდეს	To get away from	mosc`ildes
ჩადევით	You are welcome.	ch`adevit`
თავსარქველი	Headgear	t`avsark`veli
ჭედურად	In a way	chedurad
თავსარქველთან	At the headboard	t`avsark`velt`an
თავსარქვლის	Headgear	t`avsark`vlis
ფრთაგაშლილნი	Spread wings	p`rt`agashlilni
დაფარავენ	They will cover	dap`araven
თავსარქველს	Headscarf	t`avsark`vels
ერთმანეთისკენ	Towards each other	ert`manet`isken
თავსარქვლისაკენ	Towards the head	t`avsark`vlisaken
დააფარე	Cover it up.	daap`are
ზევიდან	From above	zevidan
ჩადევი	I will follow you.	ch`adevi
გამოგეცხადები	I will announce myself to you.	gamogec`xadebi
დაგელაპარაკები	I will talk to you.	dagelaparakebi
კიდობანზეა	On the ark	kidobanzea
ხელისგულის	Palm of the hand	xelisgulis
ჩარჩოს	Frame	ch`arch`os
რგოლები	Rings	rgolebi
ფეხთან	At the foot	p`ext`an
ჩარჩოსთან	With the frame	ch`arch`ost`an
სათავსებით	With storage rooms	sat`avsebit`
კეტებისთვის	For cats	ketebist`vis
ლანგრები	Trays	langrebi
ჯამები	Totals	jamebi
ტოლჩები	Tolches	tolch`ebi
საღვრელისთვის	For the pourer	sag'vrelist`vis
დებდე	Sister	debde
ჭედური	Embossed	cheduri
ტოტი	Branch	toti
კვირტები	Buds	kvirtebi
მისგანვე	From him/her	misganve
გამოდიოდეს	To come out	gamodiodes
გვერდებიდან	From the pages	gverdebidan
ნუშისებრი	Almond-shaped	nushisebri
ტოტზე	On a branch	totze
კვირტი	Bud	kvirti
სასანთლიდან	From the candlestick	sasant`lidan
ტოტის	Toti	totis
ტოტისათვის	For the tot	totisat`vis
ჭედურობით	By engraving	chedurobit`
აანთე	Turn it on.	aant`e
კანდელები	Candles	kandelebi
ნიმუშის	Sample	nimushis
გიჩვენე	I showed you.	gich`vene
გრეხილი	Twisted	grexili
გადასაფარებლისაგან	From the cover	gadasap`areblisagan
ოსტატური	Masterful	ostaturi
ნამუშევრით	With work	namushevrit`
გადასაფარებელის	Covering	gadasap`arebelis
გადასაფარებლისა	Cover	gadasap`areblisa
გადასაფარებლისთვის	For the cover	gadasap`areblist`vis
ურთიერთთან	With each other	urt`iert`t`an
გადასაფარებლის	Cover	gadasap`areblis
აერთებს	Connects	aert`ebs
აერთიებს	Combines	aert`iebs
მარყუჟები	Loops	marquzhebi
შეესაბამებოდნენ	They would correspond.	sheesabamebodnen
ურთიერთს	Mutual	urt`iert`s
