鼓舞人心的	encouraging
摩尼	Kadmonites
摩利	Molid
摔破	smashes
搶走	snatched
搶購	snapped
搶斷	steals
搶奪	snatch
搶占	seize
搶劫	robbery
搶劫	marauding
搶劫	looting
搶劫	loot
搭成	barricaded
搭售	tying
搬遷	relocated
搞亂	snarl
搜身	frisking
搜羅	scoured
搜索	searching
搜索	searches
搜索	searched
搜索	search
搜查	raided
搜刮	plundered
搗爛	pounded
搖曳	swaying
搔抓	scratching
搏鬥	wrestled
損失	losses
損壞	corrupted
損傷	injure
損傷	damage
援助	aid
揮霍	squandered
揮霍	squander
揮舞	brandished
揮舞	brandish
揮手	waving
揮動	swung
揭露	uncover
揭示	uncovers
揭示	reveals
揭示	revealing
揭示	reveal
揪著	tugging
握緊	clenches
握緊	clenched
換人	substitutions
插手	meddling
插座	sockets
插座	socket
插圖	illustrations
插圖	illustration
插圖	illustrated
插入	inserted
提高	raising
提高	raise
提高	improve
提高	enhances
提高	enhance
提阿	Theophilus
提醒	reminding
提醒	reminders
提醒	reminder
提醒	reminded
提醒	remind
提神	stimulates
提示	tips
提示	suggests
提示	suggestive
提示	suggesting
提示	prompts
提示	prompt
提煉	refines
提煉	refine
提楠	Ithnan
提案	proposal
提拔	promoted
提拉	Tiras
提拉	Shuthelah
提幔	Temanites
提幔	Temanite
提名	nominated
提前	advance
提到	mentioned
提到	mention
提利	Tiria
提列	Teresh
提出	propose
提供	providing
提供	provides
提供	provided
提供	provide
提供	offered
提供	offer
提供	delivers
提交	submitted
提交	submit
提交	filed
提交	committing
提交	committed
提交	commits
描述	description
描述	described
描述	describe
措施	measures
掩蓋	overshadow
掩埋	unburied
掩埋	burying
推薦	recommend
推翻	overthrows
推翻	overthrown
推翻	overthrow
推翻	overthrew
推理	reasoning
推測	speculation
推動	pushing
推動	impelled
推力	thrusts
推力	thrust
推出	launched
控方	prosecuting
控制	controls
控制	controlling
控制	control
接近	nearing
接近	closer
接近	approaching
接近	approached
接觸	touching
接縫	seams
接枝	graft
接收	receiving
接收	receive
接吻	kissing
接受	accepts
接受	acceptable
接受	accept
探險	expeditions
探討	explored
探索	exploring
探索	explore
探班	goings
探測	probe
探寶	revealer
採集	collection
採購	purchase
採訪	interviewed
採用	adopting
採用	adopted
採用	adopt
採摘	pluck
採取	taken
採取	take
採取	resort
掠過	flit
掠奪	raven
掠奪	plundering
掠奪	plunder
掛鉤	hooks
掛起	hangs
掙扎	struggled
排除	excluding
排除	excluded
排水	draining
排水	drain
排氣	exhaust
排放	emission
排扣	breasted
排序	sorts
排序	ordering
排列	array
掐絲	filigree
掐滅	snuffed
掌握	mastered
掉價	plunges
授權	empowering
授權	empowered
授權	empower
授權	authorizing
授予	conferred
授予	confer
掃描	sweeps
掃帚	broom
捷徑	shortcut
捲軸	reels
捲軸	reel
捲取	coiling
捕獲	capturing
捕獲	captures
捕獲	captured
捕獲	capture
捐贈	donating
捐贈	donated
捐款	donations
捐款	donation
捐款	contributions
捆綁	bundles
捆綁	bundled
捆綁	binding
捆綁	bind
挺著	bulging
振臂	rallying
振奮	rouses
挫敗	frustrates
挫折	frustration
挫傷	bruise
挪迦	Nogah
挪巴	Nobah
挪亞	Noadiah
挪亞	Manoah
挨餓	starving
挖空	hollowed
挖掘	digging
挖出	scooped
挖出	gouge
挑選	handpicked
挑染	streaked
挑戰	challenged
挑戰	challenge
按鍵	keys
按說	supposedly
按照	accordance
按扣	snaps
指點	pointing
指責	blamed
指責	accusing
指責	accuses
指責	accusations
指示	instructs
指示	instructing
指示	instructed
指示	indicated
指甲	fingernails
指揮	commanded
指控	accusation
指導	instruct
指導	guidance
指導	directs
指定	designating
指定	designate
指南	guide
指令	instruction
持續	sustained
持續	lasts
持續	last
持續	continual
持有	holds
持久	lasting
持久	enduring
拿鶴	Nahor
拿順	Nahshon
拿轄	Nahash
拿答	Nadab
拿瑪	Naamah
拿拉	Naarah
拿哈	Nahath
拿八	Nabal
拿伯	Naboth
拼寫	spelt
拼寫	spell
拼命	desperately
拷打	torture
拴住	hitch
拳頭	fists
拳頭	fist
拱頂	vault
拱手	submissively
拯救	rescue
拯救	deliverer
拜倒	grovel
招致	incur
招聘	recruitment
招聘	hiring
招牌	signboard
招引	luring
招募	enlist
拖曳	towed
拖拉	hauled
拖延	dragging
拖動	drags
拖動	drag
拔高	overstating
拒絕	rejects
拒絕	rejection
拒絕	rejecting
拒絕	rejected
拒絕	reject
拒絕	refuses
拒絕	refused
拒絕	refusal
拒絕	deny
拒不	refusing
拐杖	crutches
拐杖	crutch
拍賣	sale
拍擊	slap
拍打	slaps
拍打	flap
拍手	clapped
拋出	thrown
拉麥	Lamech
拉薩	Lasha
拉直	straightens
拉瑪	Ramah
拉瑪	Raamah
拉琴	lyres
拉班	Laban
拉法	Rapha
拉比	Rabbi
拉末	Ramoth
拉昆	Rakkon
拉巴	Rabbah
拉客	soliciting
拉吳	Reu
拉含	Raham
拉吉	Lachish
拉億	Laish
拉伸	stretching
拉伸	stretched
拉丹	Ladan
拉丁	Latin
拇指	thumb
拆除	dismantle
拆除	demolished
拆除	demolish
拆分	splits
拂曉	daybreak
拂曉	dawning
抽煙	smoking
抽煙	smoke
抽泣	sobbing
抽搐	convulsions
抽搐	convulsion
押頓	Abdon
押撒	Acsah
抹灰	plastering
抹布	rag
抹去	erase
抹利	Mahli
抵押	mortgaged
抵押	collateral
抵制	resisting
抵債	foreclosed
抱歉	sorry
抱怨	complaint
抱怨	complainers
抱怨	complained
抱怨	complain
抱定	clung
披風	cloak
披肩	shawls
披肩	capes
抨擊	slammed
抨擊	lashed
折騰	tossing
折騰	toss
折邊	hems
折磨	tortured
折磨	torments
折磨	tormentors
折磨	tormenting
折磨	tormented
折磨	torment
折磨	racked
折磨	afflicted
折磨	afflict
折疊	folded
抗議	protested
抗議	protest
投降	surrendered
投降	surrender
投資	investments
投資	invest
投訴	complaints
投票	vote
投標	tender
投標	bidding
投擲	throwing
投擲	hurls
投擲	hurled
投手	pitchers
投手	pitcher
抓起	grabbed
抓住	seizing
抓住	seizes
抓住	gripped
抓住	caught
抓住	catch
抑制	restrain
抑制	curb
把握	grasp
技術	techniques
技能	skills
技能	skill
技巧	tricks
技工	tradesmen
承載	bearers
承諾	pledged
承諾	commitments
承諾	commitment
承諾	commit
承認	recognition
承認	pleaded
承認	confess
承認	concede
承認	admitting
承認	admitted
承認	admit
承認	acknowledges
承認	acknowledged
承擔	undertake
批量	lot
批量	batch
批評	criticizing
批評	criticized
批評	criticize
批評	criticisms
批評	criticism
批准	ratified
批准	approves
批准	approved
批准	approve
扶正	righted
扶手	armrests
扭曲	warped
扭曲	twisted
扭曲	distorted
扭動	writhing
扣留	withheld
扣壓	withhold
托盤	tray
托拉	Tola
打開	opens
打開	opened
打開	open
打算	intends
打算	intending
打算	intend
打碎	shatter
打破	broke
打破	break
打獵	hunt
打架	fights
打敗	defeated
打擾	disturb
打擊	blows
打擊	blow
打扮	groomed
打包	packed
打傷	mauled
打傷	maul
扎眼	garish
手鼓	tambourines
手鼓	tambourine
手鐲	bracelets
手錶	watches
手術	operation
手藝	craftsmanship
手藝	craft
手腕	wrists
手稿	manuscripts
手段	means
手提	portable
手掌	palms
手指	fingers
手指	finger
手帕	handkerchiefs
手工	handiwork
手寫	handwriting
手套	gloves
手勢	gestures
手勢	gesture
扁豆	lentils
扁豆	lentil
所謂	so-called
所有	all
所屬	pertains
所以	so
所以	Consequently
房頂	housetops
房間	room
房屋	houses
房屋	buildings
房地	premises
房主	homeowner
戶篩	Hushai
戶珊	Husham
戶伸	Hushim
戶;	Ashhur
戴勝	hoopoe
戰鬥	fought
戰鬥	fighting
戰鬥	combat
戰鬥	battles
戰鬥	battle
戰馬	warhorses
戰馬	warhorse
戰馬	steeds
戰車	chariots
戰車	charioteers
戰線	fronts
戰爭	wars
戰爭	war
戰斧	battle-ax
戰士	warrior
戰場	battleground
戰場	battlefield
戰勝	prevail
戰功	exploits
或者	possibly
戒菸	quitting
戒指	rings
戒律	commandments
我的	my
我們	we
我們	us
成長	grows
成長	grew
成聖	sanctified
成群	swarms
成群	hordes
成群	flocks
成立	founded
成熟	ripening
成熟	ripe
成熟	mature
成為	become
成為	became
成本	costs
成本	cost
成形	shaped
成就	achievements
成型	shaping
成型	molded
成型	forming
成功	successful
成功	success
成功	succeeded
成功	succeed
戈申	Goshen
戈爾	gores
戈印	Amraphel
懾於	awed
懺悔	confessing
懸空	dangling
懸掛	hoisted
懸念	suspense
懸崖	cliffs
懸崖	cliff
懸垂	overhanging
懸停	hovers
懷疑	suspicion
懷疑	doubted
懷疑	doubt
懷疑	distrust
懷疑	discredit
懷疑	disbelief
懷孕	pregnancy
懶惰	idleness
懲辦	punishes
懲罰	punishment
懲罰	punishing
懲治	punish
懲戒	reprimand
懦夫	cowards
應變	strain
應該	supposed
應該	should
應該	ought
應用	apply
應有	due
應徵	recruited
應得	well-earned
應得	deserved
應對	react
懇求	pleads
懇求	pleading
懇求	plea
懇求	implore
懇求	entreat
懂行	knowledgeable
憤慨	indignation
憤恨	resent
憤怒	wrath
憤怒	raging
憤怒	rage
憤怒	indignant
憤怒	fury
憤怒	angry
憤怒	angrier
憤怒	anger
憐憫	Ruth
憐憫	mercy
憐憫	mercies
憎惡	abhorred
憎恨	detest
憂鬱	sullen
憂傷	sorrowing
慾望	desires
慾望	desire
慷慨	generously
慷慨	generous
慷慨	generosity
慶祝	celebrating
慶祝	celebrates
慶祝	celebrate
慶典	celebration
慣於	won't
慘重	grievous
慘重	disastrous
慎重	discretion
慎重	discreet
慌忙	hurried
態度	attitudes
態度	attitude
感謝	thankful
感謝	thanked
感謝	gratitude
感覺	feels
感覺	feeling
感覺	feel
感知	perceived
感知	perceive
感激	grateful
感染	infection
感染	infected
感染	infect
感應	sensed
感情	affections
感情	affection
感恩	thanksgiving
感恩	thankfulness
感官	senses
感嘆	Laments
感嘆	lamented
感動	touched
愛撫	fondling
愛撫	caresses
愛撫	caressed
愛心	loving
愛心	caring
愚蠢	silly
愚蠢	foolishness
愚昧	ignorant
愚弄	derision
意識	awareness
意見	opinions
意見	opinion
意見	observation
意義	significance
意思	mean
意外	unexpected
意圖	intentions
意圖	intent
意向	intention
愉快	pleasing
愉快	pleasantly
愉快	pleasant
愉快	delightful
愁雲	gloom
惹惱	annoys
想通	figured
想像	imagining
想像	imagined
想像	imagine
想像	imaginations
想像	imaginable
惡魔	demons
惡魔	demon
惡言	blaspheming
惡行	wrongdoings
惡臭	stench
惡毒	viciously
惡毒	vicious
惡毒	malicious
惡毒	evil-minded
惡棍	scoundrel
惡意	maliciously
惡性	malignant
惡夢	nightmare
惡劣	vile
惡人	ungodly
惠理	Eri
情緒	morale
情節	plot
情況	situation
情況	circumstances
情懷	feelings
情慾	lusts
情慾	lust
情感	emotion
情婦	mistresses
情婦	mistress
情報	intelligence
情侶	lovers
情人	lover
悶燒	smoldering
悶燃	smolders
悲慘	tragic
悲哀	sorrow
悲哀	mournful
悲劇	tragedy
悲傷	sorrows
悲傷	grieving
患者	sufferers
患者	patient
患有	suffers
悠揚	melodious
悖離	disobeys
悔改	repents
悔改	repentance
悔改	repent
悔恨	remorse
悄悄	quietly
息怒	pacified
恩膏	anointing
恩安	Enan
恩多	Endor
恩典	grace
恥辱	shame
恥辱	disgrace
恢復	restoring
恢復	restores
恢復	restored
恢復	restore
恢復	restoration
恢復	reinstate
恢復	regain
恢復	recovered
恢復	recover
恐懼	fears
恐懼	fear
恐懼	dread
恐慌	panic
恐怖	terrors
恐怖	terror
恐怖	horrors
恐怖	horror
恐嚇	terrorized
怪物	monster
怨恨	resentment
怨恨	grudge
性質	nature
性急	hotheads
性別	sex
急速	rapidly
急轉	swerved
急躁	irritable
急於	eager
怠惰	laziness
思路	ideas
思考	ponder
思維	thinking
思想	thought
思念	thoughts
怒吼	roars
怒吼	roared
怒吼	roar
忽視	overlooked
忽視	ignored
忽視	ignore
忽視	Disregarding
忽視	disregarded
忽略	neglect
忽略	ignores
快速	fast
快活	merry
快樂	joyful
快樂	happy
快樂	cheerful
忠誠	loyalty
忠誠	loyalties
忠誠	loyal
忠誠	faithfulness
忠誠	devotion
忠誠	devoted
忠誠	allegiance
忠實	faithfully
忠告	advice
忠信	unfaithfully
忙著	busily
忘記	forgot
忘記	Forgetting
忘記	forgets
忘記	forget
志向	ambition
忍耐	patience
忍受	endured
忍受	endure
必須	must
必要	necessary
必然	inevitable
必將	inevitably
心軟	tenderhearted
心軟	relented
心計	scheming
心神	mind
心硬	hard-hearted
心愛	beloved
心中	hearts
徹底	thorough
德魯	drew
德摩	Tadmor
德丹	Dedan
徵稅	tax-collecting
徵用	requisition
徵用	confiscation
徵收	levied
徵收	imposed
徵召	conscripted
徵募	conscript
微風	breeze
微薄	pittance
微笑	smile
微弱	feeble
循環	loops
循環	circulating
復興	reviving
復興	revives
復興	renewal
復甦	recovery
復甦	recovers
復活	revived
復活	revive
復活	resurrection
復活	resurrected
復原	healing
復仇	vengeful
復仇	vengeance
復仇	revenge
復仇	avenges
從而	thus
從而	thereby
從事	engage
徘徊	hovering
徘徊	hovered
徘徊	hover
得罪	offend
得罪	displease
得緊	borne
得撒	Tirzah
得到	gotten
得到	got
得到	getting
得到	gets
得到	get
得來	Edrei
徒然	vain
徒刑	imprisonment
後裔	descendant
後者	latter
後盾	backing
後果	consequences
後悔	repented
後悔	regret
後天	acquired
後來	later
後人	descendants
律師	lawyer
律師	attorney
很快	quickly
很少	seldom
很少	rarely
很好	nicely
待用	inactive
待客	hospitality
征服	vanquished
征服	subdue
征服	conquests
征服	conquest
征服	conquering
征服	conquered
征服	conquer
往往	tended
彼得	Peter
影響	influenced
影響	influence
影響	effect
影響	affects
影響	affect
彩虹	rainbow
彩南	Cainan
形狀	shapes
形狀	shape
形成	formed
形成	form
形式	forms
彎身	stoops
彎腰	Stooping
彎曲	curved
彎曲	bent
彎曲	bends
彎曲	bend
彈簧	springs
彈簧	spring
彈弓	slingshot
彈幕	barrage
強調	stress
強調	highlights
強硬	tough
強盜	robber
強盜	plunderers
強度	strength
強姦	raping
強姦	rapes
強姦	raped
強姦	rape
強奪	ravish
強大	strong
強大	powerful
強化	strengthening
強化	fortify
強化	fortified
強加	impose
張開	gaping
張明	Jadon
張奕	Heman
張大	wide-open
弱點	weaknesses
弱點	weakness
弱者	weaklings
弱小	puny
弱勢	vulnerable
弟子	disciples
弟子	disciple
弗得	ephod
引起	arousing
引起	aroused
引起	arouse
引誘	lured
引線	leads
引發	sparked
引用	recited
引用	quoting
引用	quote
引導	guided
弓步	lunge
弓弦	bowstrings
弄髒	stain
弄髒	muddying
弄直	straighten
弄皺	crumple
弄平	flatten
建造	building
建議	suggestions
建議	suggestion
建議	suggested
建議	suggest
建議	recommendation
建議	proposed
建議	advised
建設	constructing
建立	establishing
建立	establishes
建立	establish
建立	builds
建立	build
延長	prolong
延長	lengthens
延遲	delays
延遲	delayed
延遲	delay
延伸	extend
廣闊	broad
廣泛	widely
廣泛	extensively
廣泛	extensive
廣播	broadcast
廣廈	mansions
廣大	vast
廣場	squares
廣場	square
廣場	plazas
廣告	commercial
廢黜	deposed
廢除	abolish
廢話	nonsense
廢物	wastes
廢止	nullify
廢墟	shambles
廢墟	ruins
廢墟	ruin
廢墟	debris
廚房	kitchens
廚師	cook
廉正	integrity
廁所	toilet
庸俗	vulgar
庸俗	Philistine
庭院	courtyards
庭院	courtyard
庫存	stocked
庫存	inventory
座位	seat
度瑪	Dumah
度外	givers
店主	innkeeper
底部	bottom
底璧	Debir
底本	Dibon
底層	underlying
序列	sequence
床頭	bedside
床罩	comforters
床罩	bedspreads
床單	sheets
床單	linens
庇護	shelter
幾乎	practically
幾乎	nearly
幾乎	almost
幽思	meditate
幼苗	seedling
幼稚	naive
幼稚	childish
幼獸	cub
幼崽	cubs
幻覺	hallucinations
幻滅	disillusionment
幻想	fancy
幸運	fortune
幸運	fortunate
幸福	happiness
幸福	happier
幸福	blessed
年齡	ages
年齡	age
年輕	young
年份	years
平面	plane
平面	flat
平靜	calmed
平衡	poise
平衡	balance
平緩	gently
平等	equality
平滑	smoother
平滑	smoothed
平淡	dull
平時	Usually
平息	stilled
平台	platform
平反	vindicated
平原	plains
干預	intervened
干擾	interfering
干擾	interfered
干擾	interfere
幫腔	chimed
幫手	helper
幫助	helps
幫助	helping
幫助	helped
幫助	assistance
幔利	Mamre
常駐	permanent
常設	standing
帶電	charged
帶狀	banded
帶子	strips
帶刺	barbed
帶來	brings
帶來	bring
帳篷	tents
帳篷	tent
帳戶	account
師妹	Shimei
帝國	Imperial
帝國	empires
帝國	empire
帖子	posts
帖人	Ithrites
帕提	Palti
希連	Helem
希蘭	Huram
希蘭	Helam
希臘	Greece
希洛	Shiloh
希未	Hivites
希未	Hivite
希望	wishing
希望	wished
希望	wish
希望	wants
希望	wanting
希望	hoping
希望	hopes
希望	hoped
希望	hope
希望	desiring
希拉	Helah
希悉	Hezir
希律	Herod
希弗	Hepherites
希弗	Hepher
希勒	Hilkiah
希勒	Helek
希伯	Heber
希伯	Eber
帆船	sailing
帆船	sailboats
布紋	wove
布濟	Buzi
布斯	Buz
布尼	Bunni
布基	Bukki
市長	mayor
市場	mart
市場	markets
市場	market
市井	marketplace
巷道	roadway
巴錄	Parosh
巴蘭	Paran
巴蘭	Balaam
巴結	fawned
巴米	Parmenas
巴瑪	Oholibamah
巴沙	Baasha
巴柯	Barkos
巴末	Bamoth
巴旦	Paddan
巴拿	Baanah
巴拿	Baana
巴拉	Parah
巴拉	Baalath
巴拉	Baalah
巴山	Bashan
巴尼	Shebaniah
巴尼	Bani
巴勒	Balak
巴力	Baal
已經	ve
已經	already
已知	known
已婚	married
巫術	witchcraft
巫術	sorcery
巫術	sorceries
巫師	sorcerers
巫師	sorcerer
巫婆	sorceress
巨石	boulders
巨浪	billow
巨大	tremendous
巨大	immense
巨大	huge
巨大	enormously
巨大	enormous
巨人	Goliath
巨人	giant
巧妙	cleverly
巧合	coincidence
工頭	foremen
工資	wages
工資	wage
工資	pay
工藝	crafts
工匠	craftsmen
工具	tools
工具	tool
工作	worked
工作	work
工作	jobs
工作	job
工人	workmen
工人	workman
工人	workers
工人	worker
巢穴	hideout
巢穴	den
巡邏	patrolled
巡邏	patrol
巡遊	prowls
州長	governors
州長	governor
嵌縫	caulking
嵌套	nested
崩潰	crumble
崩潰	collapses
崗樓	watchtower
崗位	post
崎嶇	rugged
