一	one
環境	circumstance
環境	surroundings
環繞	surround
瓜	melons
瓢潑大雨	downpour
瓦器	Potsherd
瓦實提	Vashti
瓦礫	rubble
瓶子	bottle
瓷磚	tiles
甘心	willingly
甘松	nard
甘蔗	cane
甘露	manna
甚至	even
甜	sweet
甜美	luscious
甜蜜	sweetly
生	fathered
生	uncooked
生存	survive
生存	survives
生情愫	seduces
生成	produced
生日	birthday
生日	birthdays
生殖器	genital
生氣	enraged
生氣	offended
生活	life
生活	live
生活	lived
生活	lives
生物	creature
生物	creatures
生生不息	ever-flowing
生產	produce
生產	producing
生產	production
生產廠家	manufacturer
生產的	productive
生疏	rusty
生病	I'll
生病	ill
生病	sick
生的	raw
生育	childbearing
生育能力	fertility
生計	livelihood
生長	growing
產品	goods
產生	arising
產生	produces
產生	yielded
產量	yield
產量	yields
甦醒	awake
用具	utensil
用功	Hardworking
用品	articles
用心	diligently
用過的	used
用餐	dine
用餐	dining
甩	dumped
甩到	flung
由	composed
由	consisted
由	consisting
由	consists
由來已久	long-standing
甲板	deck
甲板	decks
甲篾	Kadmiel
甲薛	Kabzeel
男	male
男人	men
男子氣概	manhood
男孩	boy
男孩	boys
男性	males
男性親屬	kinsman
界	bound
界	circles
界限	bounds
畏縮	cowering
畏縮	cringed
留	remain
留	stay
畚	Hod
畝	acres
畝施	Mushi
畫	draw
畫	drawn
畫畫	drawing
異國情調	exotic
異常	exceptionally
異常	unusual
異常	unusually
異心	deceitfulness
異心	unfaithfulness
異教徒	heathen
異教徒	pagan
異教徒	pagans
異端邪說	heresies
異議	disagreement
當下	present
當家	headed
當局	authorities
當然	certainly
當然	sure
當量	equivalent
疏割	Succoth
疏割，benoth	Succoth-benoth
疏忽	oversight
疏散	scattered
疏遠	estranged
疏鬆	loose
疑	doubtful
疑	doubting
疑似	suspect
疑問	questioning
疑惑	doubts
疫情	epidemic
疲勞	wearily
疲勞	weariness
疼痛	ache
疼痛	aches
疼痛	aching
疼痛	pain
疾病	disease
疾病	diseases
疾病	illness
疾病	sickness
疾走	scurry
疾飛	darting
痂	scab
病床	sickbed
病態的	diseased
病懨懨	sickly
痔	piles
痛	bitterly
痛心	grieves
痛恨	abhor
痛悔	contrite
痛改前非	repentant
痛罵	scolding
痛苦	affliction
痛苦	agony
痛苦	anguish
痛苦	miseries
痛苦	painful
痛苦	suffering
痛苦	sufferings
痛苦的	bitterest
痛飲	carouse
痢	dysentery
痣	mole
痣	moles
痴迷	obsessed
瘀傷	bruises
瘋	crazy
瘋	insane
瘋子	Madmen
瘋狂	crazed
瘋狂	Frantically
瘋狂	furiously
瘋狂	madness
瘋狂	wildly
瘋狂地	Amok
瘋狂的	frantic
瘟疫	Pestilence
瘟疫	plagues
瘡	sore
瘡	sores
瘢痕	scar
瘦	slim
瘦	thin
瘸	lame
癌症	cancer
癒合	heal
癒合	healed
癒合	heals
癢	itch
癤	boils
癥結	sticking
癭	gall
癮	craving
癱	paralyzed
癲癇	epileptics
癲癇發作	seizures
登	ascend
登上	boarded
登基	enthroned
登陸	landed
登高	ascended
發	rounds
發人深省	provoking
發信號	signaling
發光的	lighted
發光的	lit
發出	sending
發出噓聲	hissed
發動	waged
發動	waging
發呆	trance
發射	transmitting
發展	develop
發展	developing
發展	develops
發展	growth
發布	posted
發布	Publish
發布	release
發布	released
發布	releases
發抖	shaking
發抖	shivered
發抖	trembling
發揮	played
發揮	unleash
發放	grant
發放	granting
發明了	inventing
發明者	inventor
發泡	foaming
發洩	vent
發火的	ill-tempered
發炎的	inflamed
發熱	fever
發燒	fevers
發燒的	feverish
發狂	madly
發狂的	Delirious
發狂的	distraught
發現	discover
發現	discovered
發現	discovery
發現	finding
發現	found
發現的	discovers
發生	happen
發生	happened
發生	happens
發生	incurred
發生	occur
發生	occurred
發生	occurs
發生衝突	clashed
發紅的	aglow
發聲	uttering
發育不良	stunted
發育過度的	overgrown
發芽	sprout
發芽	sprouted
發芽	sprouting
發行	issued
發表	published
發言人	spokesman
發話	uttered
發誓	swear
發誓	swears
發誓	swore
發誓	vow
發起	initiate
發送	send
發送	sends
發送	sent
發送	transmitted
發達	developed
發酵	fermented
發霉	mildewed
發霉的	moldy
發音	pronounce
發音	pronouncing
白	whiter
白天	daytime
白楊	poplar
白痴	idiot
白色	white
白色挑染	white-streaked
白袍	white-robed
白髮	white-haired
百	hundred
百分	percent
百合	lilies
百合	lily
百年	centuries
百萬	million
百萬	millions
百葉窗	blinds
的	of
的FreeS	frees
的Jabal	Jabal
的Quartus	Quartus
的Rumah	Rumah
的Timna	Timna
的提交	submits
的災害中	devastations
的疾病	sicknesses
皇后	queens
皇帝	emperor
皮	hides
皮	skins
皮包	purses
皮尼翁	Pinon
皮帶	belts
皮斯加	Pisgah
皮洛士	Pyrrhus
皮疹	rash
皮膚	skin
皮膚光滑	smooth-skinned
皮袋	wineskin
皮袋	wineskins
皮西迪亞	Pisidia
皮革	leather
皺眉	frown
皺紋	pucker
皺紋	wrinkle
盆地	basin
盆地	basins
盆滿缽滿	pours
盈利	earning
益帖	Jether
益拉	Jidlaph
益蘭	Ithran
益轄	Ibhar
盎司	ounce
盎司	ounces
盒子	boxes
盔甲	armor
盛	sung
盛夏	midsummer
盛大	grand
盛宴	feast
盛況	pomp
盛產	abound
盛行	prevailed
盛行	prevails
盛開	bloom
盜竊	theft
盜竊	thefts
盜賊	thieves
盟友	ally
盟國	allies
盟約	covenant
盡情地	heartily
監	supervisor
監事	supervisors
監控	monitor
監獄	jail
監獄	prison
監獄	prisons
監督	supervise
監督	supervised
監督	supervising
監督	supervision
監督員	overseers
監禁	imprison
監聽	listens
監視	oversee
監護人	guardian
監護人	guardians
盤	trays
盤問	cross-examine
盤子	plate
盤旋	circled
盤曲	twisting
盤片	platters
盤繞	coiled
盤陀	jagged
盧修斯	Lucius
盧克	Luke
盧斯	Luz
目中無人	defiant
目擊	witnessed
目擊者	eyewitness
目擊者	eyewitnesses
目擊者	witnesses
目標	aim
目標	aims
目標	goal
目標	target
目的	object
目的	purpose
目的	purposes
目的地	destination
目瞪口呆	stunned
盯	stare
盯著	stared
盲	blind
盲目地	blindly
盲目崇拜的	idolatrous
直	directly
直到	till
直到	until
直徑	diameter
直截了當	straightforward
直接	direct
直的	straightest
直立	upright
直行	straight
直覺	instinct
直覺	intuition
相互	mutually
相伴	accompanies
相似	resembled
相信	believe
相信	believed
相信	believes
相信	believing
相信	convinced
相信	trust
相反	contrary
相反	reverse
相同	identical
相同	same
相對	relatively
相對的	relative
相應	corresponding
相比	compared
相當	fairly
相當	quite
相矛盾	contradicts
相關	associated
盾牌	shields
省	province
省	provinces
省級	provincial
省長	prefects
眉毛	eyebrows
眉頭	brow
看	look
看	watch
看不見	unseen
看到	see
看到	seen
看到	sees
看守者	watchman
看待	regard
看著	looked
看著	looking
看著	watched
看護	nursing
看護人	caretakers
看跌期權	puts
看門人	gatekeeper
看門狗	watchdogs
真	really
真	truly
真實	real
真實	truthful
真實性	truthfulness
真棒	awesome
真正	genuine
真正	true
真正的	genuinely
真理	truths
真相	truth
真誠	sincere
眢	parched
眨眼	wink
眺望	overlooks
眼	eye
眼光	insight
眼力	eyesight
眼巴巴	eagerly
眼淚	tear
眼淚	tears
眼皮	eyelids
眼看	seeing
眼睛	eyes
眼鏡蛇	cobras
眾人	multitudes
眾多	numerous
眾生	beings
睚	Jair
睚魯	Jairus
睡	slept
睡眠	sleeping
睡眠	slumber
睡著	asleep
睡衣	nightshirt
睡覺	sleep
睡覺	sleeps
睫毛	lash
睫毛	lashes
睫毛膏	mascara
睾丸	testicles
瞥了一眼	glanced
瞪羚	gazelles
瞬間	instant
瞬間	moments
瞭望	lookouts
瞭望塔	watchtowers
瞼板	Tarsus
矛	spear
矛盾	contradicted
矛頭	spearhead
矜持	restrained
知識	knowledge
知道	knew
知道	know
知道	knows
知道的	aware
短	short
短	shorter
短命	short-lived
短暫的	transient
短視	sighted
短語	phrase
短跑	dash
矮人	dwarf
石	Ishi
石	stone
石	stony
石匠	stonemasons
石方	stonework
石榴	pomegranate
石榴	pomegranates
石膏	plaster
石頭	stones
砂	sand
砂漿	mortar
砍伐	felled
研磨	grind
研究	studied
研究	study
研究	studying
研究員	fellows
砧	anvil
破壞	breaking
破壞	destroy
破壞	disrupt
破壞	ruining
破壞	undermine
破壞	undermined
破壞性	destructiveness
破壞性的	devastating
破折號	dashes
破損	damaged
破曉	dawned
破滅	shattered
破爛	ragged
破爛	tattered
破產者	bankrupt
破碎	broken
破碎	crushing
破舊	broken-down
破舊	shabby
破解	cracked
破陣	destroys
砸	smashing
砸死	stoned
硫	sulfur
硬	hard
硬化	harden
硬化	hardened
硬幣	coin
硬幣	coins
硬度	hardness
硬質	flinty
碎	crushed
碎布	rags
碎石	gravel
碎裂	shatters
碗	bowl
碗	bowls
碗形	bowl-shaped
碗碟	dishes
碟	dish
碧玉	jasper
碧空	cloudless
碰壁	rebuffed
確保	ensure
確定	define
確定	determine
確定	determines
確定	identified
確定	specifying
確實	indeed
確認	acknowledge
確認	affirm
確認	confirm
確認	confirmation
確認	confirmed
確認	confirming
確認	confirms
碼	yard
碼	yards
磅	pound
磕碰	bump
磚	brick
磚塊	bricks
磨	mill
磨	milling
磨光	burnished
磨損的	worn
磨漿機	refiner
磨盤	millstones
磨石	millstone
磨碎	grinding
磨難	tribulations
磯倫	Eglon
磯法	Cephas
磷火	wildfire
礦	mine
礦山	mines
礦渣	slag
礦石	ore
示利米雅	Shelemiah
示劍	Shechem
示劍	Shechemites
示孚汛	Shephuphan
示尼珥	Senir
示意	motioned
示押	Sheal
示撒	Shishak
示法提雅	Shephatiah
示瑪雅	Shemaiah
示番	Shepham
示範	demonstrating
示範	demonstration
示米	Shimeam
示米亞	Shimea
示米大	Shemida
示米押	Shimeath
示米押	Shimeathites
示米拉末	Shemiramoth
示迦尼	Shecaniah
社區	community
社會	society
祈禱	pray
祈禱	prayed
祈禱	prayers
祈禱	praying
祈禱	prays
祖	ancestral
祖先	ancestor
祖先	ancestors
祖先	ancestry
祖先	forefathers
祖母	grandmother
祖父	grandfather
祖父母	grandparents
祝福	blesses
祝福	blessing
祝福	blessings
祝福	wishes
祝賀	congratulate
祝賀	congratulated
祝酒詞	toasts
神	god
神	gods
神奇	miraculous
神社	shrine
神社	shrines
神秘	mysterious
神秘	mystery
神經	nerve
神聖	divine
神聖	sacred
神話	myths
神諭	oracle
神醫	miracle-working
票	ticket
票據	bills
祭司	priestly
祭壇	altars
禁	endures
禁止	barred
禁止	forbid
禁止	prohibit
禁食	fasted
禁食	fasting
禍害	scourges
福利	welfare
福利	well-being
福圖納	Fortunatus
福斯特	fosters
福音	gospel
禮	Eli
禮	officiating
禮品	gift
禮品	gifts
禮堂	auditorium
禮拜堂	Bethel
禮服	dresses
禮服	gowns
禮物	presents
禮貌	courteously
禮貌	courtesy
禱告	prayer
禿	bald
禿鷲	vulture
禿鷹	buzzards
禿鷹	vultures
秀發	tresses
私人的	private
私章	signet
私自	privately
私語	murmur
秋季	autumn
秋季	fall
科	branch
科學	science
科尼利厄斯	Cornelius
科林斯	Corinth
科林斯	Corinthian
科林蒂安	Corinthians
科隆	cologne
科雷	Kore
秕	husks
秘密	secret
秘密	secrets
秘書	secretaries
秘書	secretary
租	lease
租	rented
租戶	tenants
租用	leased
租金	rents
秤	scales
秩	rank
秸稈	stalks
移	shifting
移交	handing
移動	move
移動	moved
移動	moves
移動	moving
移情別戀	faithless
移植	transplanted
移民	immigrants
移民	migration
移除了	removes
稀有	rarest
稀缺	scarce
稀里嘩啦	splinters
稅	tax
稅	taxes
稅收徵收	tax-collection
程序	procedure
程序	procedures
程序	program
程度	extent
稠密	dense
種	kinds
種子	seed
種子	seeds
種子的	seed-bearing
種族	race
種植	planting
種植的	planted
種植者	growers
種雞	breeders
種馬	stallions
稱讚	praised
稱重	weigh
稱重	weighed
稱重	weighing
稱霸一方	lording
稻草	straw
稻草人	scarecrow
穀倉	barn
穀倉	barns
穀物	grains
積極地	actively
積累	accumulate
積累	accumulated
穗	spike
穩定	stable
穩定	steady
穩定性	stability
穩步	steadily
穰	rang
究竟	exactly
空	empty
空手	empty-handed
空氣	air
空洞	hollow
空白	gaps
空虛	emptiness
空談家	windbags
空談者	windbag
空閒地	idly
空間	space
穿	wear
穿	wears
穿梭	shuttle
穿線	stringing
穿著	wearing
穿著	wore
穿著涼鞋	sandaled
穿透	penetrate
穿長袍	robed
突出	projecting
突出	prominent
突擊	assault
突然	abruptly
突然	sudden
突然	suddenly
突發	outburst
突破	breached
突破	exceeded
突破	topped
窄	narrower
窒息	stifle
窗口	window
窗台	ledge
窗台	windowsill
窗扇	sash
窗扇	sashes
窗簾	curtain
窗簾	curtains
窩	brood
窩棚	shack
窩棚	Tabernacle
窩藏	harboring
窩點	dens
窯	kilns
窺探	spied
窺視	peep
竄出	sprang
竊喜	coursing
竊聽	eavesdrop
竊聽	tapped
竊賊	burglar
立即	immediately
立在那裡	throngs
立尼	Libni
立拿	Libnah
立方體	cube
立法者	lawgiver
立足之地	foothold
立足點	footing
站	stand
站	station
站在	stood
站立	stands
童年	childhood
童貞	virginity
竭誠	wholeheartedly
竿	rod
笑	laugh
笑	laughing
笑	laughs
笑了	laughed
笑傲	scorning
笑容	smiles
笑柄	laughingstock
笑笑	smiled
笑聲	laughter
笑話	jokes
笛子	flutes
笛手	flutist
符合	meets
符號	symbol
符號	symbols
笨	stupid
笨拙	clumsy
第一	first
第七	seventh
第三	third
第三十	thirtieth
第三十一	thirty-first
第三十七	thirty-seventh
第三十九	thirty-ninth
第三十二	thirty-second
第三十五	thirty-fifth
第三十八	thirty-eighth
第三十六	thirty-sixth
第九	ninth
第二	second
第二十	twentieth
第二十七	twenty-seventh
第二十三	twenty-third
第二十二屆	twenty-second
第二十五	twenty-fifth
第二十六屆	twenty-sixth
第二十四屆	twenty-fourth
第五	fifth
第五十	fiftieth
第五十二	fifty-second
第八	eighth
第六	sixth
第十	tenth
第十一	eleventh
第十七	seventeenth
第十三	thirteenth
第十九	nineteenth
第十二	twelfth
第十五	fifteenth
第十八	eighteenth
第十六	sixteenth
第十四	fourteenth
第四	fourth
第四十	fortieth
第四十一屆	forty-first
第萊雅	Delaiah
筆	pens
筆直	squarely
筆記	notes
等候	waiting
等待	await
等待	awaiting
等待	wait
等待	waited
等待	waits
等待著	awaits
等於	equal
等閒	aimlessly
等閒	thoughtlessly
筋	sinews
筏子	rafts
答案	answers
答比匿	Tahpanhes
答比匿	Tahpenes
策略	strategies
算命	fortune-tellers
算命	fortune-telling
算命先生	fortune-teller
管	tubes
管它	cares
管教	chastening
管理	administer
管理	manage
管理	managed
管理	manages
管理人	keeper
管理員	Admin
管理員	administrator
管理員	administrators
管理的	managing
管轄權	jurisdiction
管道	pipes
箭頭	arrow
箭頭	arrowhead
箭頭	arrows
箱子	chests
節	festival
節拍	beats
節日	feasts
節日	festivals
節目	shows
節省	saves
範加爾	Gaal
範圍	limits
範圍	range
範圍	scope
篝火	bonfire
篩	sieve
篩	sift
篩選	sifting
篾	Gomer
簇	cluster
簌簌	rustled
簡單	easy
簡單	simple
簡單	simplest
簡稱	referred
簡要	brief
簡要地	briefly
簸	winnow
簽	signed
簽約	signing
簾子	hangings
籃	basket
籃	baskets
籠	cage
籠統的	sweeping
籠罩	blanketed
籠罩	enveloped
籠罩	shrouded
籬笆	fence
米	m
米丁	Middin
米何拉	Meholah
米利	Miletus
米利巴	Meribah
米利巴，卡迪什	Meribah-kadesh
米力巴力	Meribbaal
米勒	Melech
米卡	Micah
米吉多	Megiddo
米哈爾	Michal
米基羅	Mikloth
米娜	mina
米實利末	Meshillemoth
米底巴	Medeba
米店	Midian
米德	Mede
米拉利	Merari
米拉利	Merarite
米拉利	Merarites
米拉約	Meraioth
米拉萊	Milalai
米拿現	Menahem
米推利尼	Mitylene
米撒	Mizzah
米斯巴	Mizpeh
米施利米雅	Meshelemiah
米施瑪	Mishma
米格代爾-EL	Migdal-el
米格代爾迦	Migdal-gad
米比衫	Mibsam
米沙	Mesha
米沙利	Mishael
米沙勒	Mishal
米沙德代	Ammishaddai
米法押	Mephaath
米煞	Meshach
米甸	Midianite
米甸人	Midianites
米磯崙	Migron
米羅	Millo
米羅達巴拉 - 巴拉但	Merodach-baladan
米茲帕	Mizpah
米薩合	Matred
米設	Meshech
米達	Medad
米雅民	Mijamin
米非波設	Mephibosheth
粉刷	whitewashed
粉末	powder
粉碎	crush
粉碎	pulverize
粉碎	smash
粗	coarse
粗	rough
粗俗	profane
粗壯	sturdy
粗心	careless
粗暴地	brutally
粗暴地	harshly
粗野	insolent
粘合劑	binder
粘土	clay
粘液	slime
精力充沛	lusty
精加工	finishing
精巧	delicate
精彩	wonderful
精心培育	well-nurtured
精心打造	well-built
精心設置的	well-set
精明	astute
精明	shrewd
精明	shrewdest
精液	semen
精確	exact
精神	spirit
精神	spiritual
精細	fine
精美	beautifully
精美	exquisite
精製	refined
精製	refining
精選	picks
精雕細琢	crafted
糊塗事	stupidity
糊塗的	witless
糊狀物	Mash
糕點	pastries
糞	dung
糞便	excrement
糠	chaff
糧倉	granaries
糧食	grain
系	fasten
系列	series
系統	system
系譜	pedigrees
系譜的	genealogical
糾集	mustered
紀律	disciplined
紀念	commemorate
紀念	remembrance
紀念碑	monument
紀念碑	monuments
紀念章	medallions
紀念館	memorial
約	approximately
約亞	Joah
約哈斯	Jehoahaz
約哈斯	Joahaz
約哈難	Jehohanan
約哈難	Johanan
約基別	Jochebed
約定	appointment
約巴	Jobab
約巴他	Jotbathah
約帕	Joppa
約帖	Joktheel
約念	Jokneam
約拿	Jehonathan
約拿	Jonah
約拿達	Jehonadab
約拿達	Jonadab
約撒拔	Jozabad
約施比加沙	Joshbekashah
約旦	Jordan
約書亞	Joshua
約會	appointments
約沙法	Jehoshaphat
約珊	Jokshan
約瑟夫	Joseph
約翰	John
約葉	Joed
約薩拔	Jehozabad
約蘭	Jehoram
約蘭	Jehosheba
約蘭	Joram
約西亞	Josiah
約阿施	Jehoash
約阿施	Joash
約雅斤	Jehoiachin
約雅達	Jehoiada
約雅金	Joiakim
紅	red
紅	reddish
紅寶石	rubies
紅潤	ruddy
紅潤的臉	ruddy-faced
紅酒	wine
紊	tangled
紊亂	disorder
紋身	tattoos
納摩	Naam
納斐塔	Naphtali
純	pure
純化	purification
純度	purity
純粹	purely
純血	pure-blooded
紗	yarn
紗布	gauze
紙莎草	papyrus
級聯	cascades
紛飛	swirling
紡	spin
紡織	spinning
索多瑪	Sodom
索帕特	Sopater
索斯特內斯	Sosthenes
索爾	Saul
索科	Soco
索西帕特	Sosipater
索賠	claims
紫晶	amethyst
紫色	purple
紮實	solidly
紮營	camped
紮營	encampment
紮紮	Zaza
累	exhausted
累	tired
累死了	worn-out
細	finely
細布業	Shebuel
細心	attentive
細節	details
細胞	cell
紹洛伊	Sallai
紹阿	Shoa
終局	finality
終於	eventually
組	group
組	groups
組	set
組件	assemblies
組合	combination
組成	consist
組織	organization
組織	organize
組裝	assembled
絆	stumbles
絆倒	stumble
絆腳	stumbling
結	Ezekiel
結合	binds
結合	combined
結夥	gang
結婚	marries
結婚	marry
結婚	marrying
結尾	ending
結巴	stammer
結束	end
結束	ended
結束	ends
結果	result
結果	results
結構	structures
結構體	structure
結痂	scabs
結算	settles
結論	conclusion
結論	conclusions
結餘	balances
絕對	absolute
絕對	absolutely
絕望	despair
絕望	despairing
絕望	despairs
絕望	desperation
絕望	hopeless
絕望地	hopelessly
