aa	胺基酸
phloems	韌皮部
phlogistic	燃素的
phlogiston	燃素
phlogopite	金雲母
phlorizin	根皮苷
phlorizins	根皮苷
phlox	福祿考
phloxes	福祿考
phlyctena	泡蠅
phlyctenae	水蚤亞科
phobia	恐怖主義
phobias	恐懼症
phobic	恐懼症
phobics	恐懼症
phocine	海豹
phoebe	菲比
phoebes	菲比斯
phoebus	太陽神
phoebuses	太陽神
phoenix	鳳凰
phoenixes	鳳凰
phon	韓
phonal	聲納
phonate	發聲
phonated	發聲
phonates	發聲
phonathon	手機馬拉松
phonathons	語音馬拉松
phonating	發聲
phonation	發聲
phonations	發聲
phone	電話
phoned	打過電話
phonematic	音位的
phoneme	音素
phonemes	音素
phonemic	音素
phonemics	音位學
phones	電話
phonetic	語音的
phonetics	語音學
phonetist	語音學家
phonetists	音音學家
phoney	假
phoneyed	打電話的
phoneying	打電話
phoneys	仿冒者
phonic	語音的
phonically	語音上
phonics	語音
phonied	偽造的
phonier	發聲
phonies	騙子
phoniest	電話
phonily	假惺惺地
phoniness	虛偽
phoning	打電話
phono	留聲機
phonogram	錶音文字
phonograms	錶音文字
phonograph	留聲機
phonolite	響岩
phonolites	響岩
phonologic	音系的
phonology	音韻學
phonon	聲子
phonons	聲子
phonos	唱機
phonotype	音型
phonotypes	音型
phonotypy	音型
phons	方
phony	假
phonying	假裝
phooey	呸
phorate	磷酸鹽
phorates	甲拌磷
phoresies	隱喻
phoresy	寓言
phoronid	鯔魚
phoronids	蚤類
phosgene	光氣
phosgenes	光氣
phosphate	磷酸鹽
phosphates	磷酸鹽
phosphatic	磷酸鹽
phosphene	光幻視
phosphenes	光幻視
phosphid	磷化物
phosphide	磷化物
phosphides	磷化物
phosphids	磷化物
phosphin	磷化氫
phosphine	膦
phosphines	膦
phosphins	膦
phosphite	亞磷酸鹽
phosphites	亞磷酸鹽
phosphor	磷
phosphore	磷
phosphores	磷
phosphori	磷
phosphoric	磷酸
phosphors	磷光體
phosphorus	磷
phosphoryl	磷醯基
phot	照片
photic	光的
photically	光學上
photics	光學
photo	照片
photocell	光電管
photocells	光電管
photocopy	影印本
photodiode	光電二極體
photoed	拍照
photoflash	閃光燈
photoflood	攝影洪水
photog	攝影師
photogene	光基因
photogenes	光基因
photogenic	上鏡
photogram	攝影作品
photograms	影像資料
photograph	照片
photogs	攝影師
photoing	拍照
photolyses	光解
photolysis	光解
photolytic	光解
photolyze	光解
photolyzed	光解
photolyzes	光解
photomap	攝影地圖
photomaps	照片地圖
photomask	光罩
photomasks	光罩
photometer	光度計
photometry	光度測定
photomural	壁畫
photon	光子
photonic	光子
photonics	光子學
photons	光子
photophase	光期
photophore	茶燈座
photopia	光盲症
photopias	光盲症
photopic	明視
photoplay	電影劇
photoplays	影劇
photos	照片
photoscan	照片掃描
photoscans	照片掃描
photoset	照片集
photosets	照片集
photostat	影印機
photostats	影印件
phototaxes	光致稅
phototaxis	趨光性
phototaxy	趨光性
phototoxic	光毒性
phototube	光電管
phototubes	光電管
phototype	照相排版
phototypes	照相排版
phots	照片
phpht	苯並菲特
phrasal	短語
phrasally	短語地
phrase	短語
phrased	措詞
phrases	短語
phrasing	措詞
phrasings	措詞
phratral	帕德拉爾
phratric	姊妹的
phratries	胞族
phratry	兄弟情誼
phreak	飛客
phreaked	電話竊聽
phreaker	飛客
phreakers	電話竊聽者
phreaking	電話盜打
phreakings	電話盜打
phreaks	飛客
phreatic	潛水
phrenetic	精神性的
phrenic	膈的
phrenitis	發燒
phrenology	顱相學
phrensied	弗倫賽德
phrensies	弗倫西亞
phrensy	弗倫西
phrensying	弗倫西
pht	苯海拉明
phthalate	鄰苯二甲酸酯
phthalates	鄰苯二甲酸酯
phthalein	酞菁
phthaleins	酞菁
phthalic	鄰苯二甲酸
phthalin	酞菁
phthalins	酞菁
phthises	肺結核
phthisic	肺結核
phthisical	肺結核
phthisics	肺結核
phthisis	肺結核
phut	普特
phuts	普特斯
phycology	藻類學
phyla	門
phylactery	護符
phylae	門類
phylar	門
phylaxis	預防
phylaxises	預防性治療
phyle	門類
phyleses	菲勒塞斯
phylesis	根系
phylesises	葉脈
phyletic	種系分析
phyletics	種系學
phylic	門類
phyllaries	苞片
phyllary	苞片
phyllite	千枚岩
phyllites	千枚岩
phyllitic	千枚岩
phyllo	菲洛
phyllode	葉狀體
phyllodes	葉狀體
phyllodia	葉狀體
phyllodium	葉狀體
phylloid	葉狀體
phylloids	葉狀體
phyllome	葉狀體
phyllomes	葉節
phyllomic	葉狀的
phyllopod	葉足類
phyllopods	葉足類
phyllos	菲洛斯
phyllotaxy	葉序
phylloxera	根瘤蚜
phylogeny	系統發生
phylon	葉綠素
phylum	門
physed	物理
physeds	物理
physes	物理
physiatry	物理醫學
physic	物理
physical	身體的
physically	身體上
physicals	體檢
physician	醫師
physicians	醫生
physicist	物理學家
physicists	物理學家
physicked	身體不適
physicking	物理
physics	物理
physiology	生理
physique	體質
physiqued	身體的
physiques	身體的
physis	物理
phytane	植烷
phytanes	植烷
phytin	植酸
phytins	植酸
phytogeny	植物發生
phytoid	擬植體
phytol	植醇
phytolith	植矽體
phytoliths	植矽體
phytology	植物學
phytols	植物醇
phyton	Python
phytonic	植物營養素
phytons	植物素
phytotoxic	植物毒性
phytotron	人工氣候室
phytotrons	人工氣候室
pi	π
pia	還
piacular	贖罪的
piaffe	原地踏步
piaffed	被調皮
piaffer	皮亞弗
piaffers	皮亞弗斯
piaffes	原地踏步
piaffing	跳皮舞
pial	皮亞爾
pian	很快
pianic	鋼琴的
pianism	鋼琴演奏
pianisms	鋼琴演奏
pianissimi	非常安靜
pianissimo	極弱的
pianist	鋼琴家
pianistic	鋼琴演奏的
pianists	鋼琴家
piano	鋼琴
pianoforte	鋼琴
pianos	鋼琴
pians	鋼琴
pias	匯
piasaba	工作
piasabas	皮亞薩巴什
piasava	它不存在
piasavas	皮薩瓦斯
piassaba	皮亞薩巴
piassabas	皮亞薩巴什
piassava	皮亞薩瓦
piassavas	皮亞薩瓦斯
piaster	皮阿斯特
piasters	皮阿斯特
piastre	盤子
piastres	皮阿斯特
piazza	方塊
piazzas	廣場
piazze	方塊
pibal	皮巴爾
pibals	點球
pibroch	皮布羅赫
pibrochs	皮布羅赫斯
pic	圖片
pica	異食癖
picacho	頂峰
picachos	皮卡喬斯
picadillo	哈希
picadillos	碎肉
picador	皮卡多
picadores	鬥牛士
picadors	花椰菜刀
pical	小的
picaninny	皮卡尼尼
picante	辛辣的
picara	流氓
picaras	流氓
picaresque	流浪漢小說
picaro	皮卡羅
picaroon	海盜
picarooned	海盜
picaroons	海盜
picaros	流氓
picas	披薩
picayune	花絮
picayunes	皮卡尤恩斯
picayunish	花絮
piccalilli	小辣椒
piccata	醃製
piccolo	小的
piccoloist	最小的
piccolos	小的
pice	價格
piceous	酸味的
picholine	吡膽鹼
picholines	吡膽鹼
piciform	鰩形目
pick	挑選
pickaback	背運
pickabacks	背運
pickadil	皮卡迪爾
pickadils	皮克特
pickaninny	蕞
pickaroon	扒手
pickaroons	海盜
pickax	鎬
pickaxe	鎬
pickaxed	用鎬
pickaxes	鎬
pickaxing	鎬
picked	挑選
pickeer	皮克爾
pickeered	被挑釁
pickeering	皮克林
pickeers	拾荒者
picker	選擇器
pickerel	梭魚
pickerels	梭魚
pickers	採摘者
picket	糾察
picketboat	警戒船
picketed	糾察
picketer	糾察隊員
picketers	糾察隊員
picketing	糾察
pickets	糾察隊
pickier	更挑剔
pickiest	最挑剔的
pickiness	挑剔
picking	採摘
pickings	採摘
pickle	泡菜
pickled	醃製
pickles	泡菜
pickling	酸洗
picklock	撬鎖
picklocks	撬鎖
pickoff	攔截
pickoffs	攔截
pickpocket	扒手
pickproof	防撬
picks	精選
pickthank	挑剔
pickthanks	感謝
pickup	撿起
pickups	皮卡
pickwick	匹克威克
pickwicks	匹克威克
picky	挑剔的
picloram	百草枯
piclorams	百草枯
picnic	野餐
picnicked	野餐
picnicker	野餐者
picnickers	野餐者
picnicking	野餐
picnicky	野餐
picnics	野餐
picofarad	皮法拉
picofarads	皮法拉
picogram	皮克
picograms	皮克
picolin	匹考林
picoline	吡啶
picolines	吡啶類
picolins	吡啶酮
picometer	皮米
picometers	皮米
picometre	皮米
picometres	皮米
picomole	皮摩爾
picomoles	皮摩爾
picosecond	皮秒
picot	皮科特
picoted	尖角的
picotee	尖角
picotees	尖角
picoting	點畫
picots	尖峰
picowave	皮科波
picowaved	皮波
picowaves	皮波
picowaving	皮波
picquet	糾察
picquets	糾察隊
picrate	苦味酸鹽
picrated	圖示
picrates	苦味酸鹽
picric	苦味酸
picrite	苦塔岩
picrites	苦塔岩
picritic	苦味酸
picrotoxin	印防己毒素
pics	圖片
pictogram	圖示
pictograms	象形文字
pictograph	象形文字
pictorial	畫報
pictorials	畫報
picture	圖片
pictured	圖為
pictures	圖片
picturing	描繪
picturize	形象化
picturized	形象化
picturizes	形象化
picul	頂峰
piculs	擔
piddle	尿尿
piddled	被弄髒
piddler	小提琴手
piddlers	小提琴手
piddles	小便
piddling	微不足道
piddly	微不足道的
piddock	皮多克
piddocks	皮多克斯
pidgin	洋涇浜語
pidginize	洋涇浜語
pidginized	洋涇浜化
pidginizes	洋涇浜語
pidgins	洋涇浜語
pie	在
piebald	花斑
piebalds	小菜
piece	片
pieced	拼湊起來
piecemeal	零碎的
piecer	拼縫器
piecers	拼縫器
pieces	件
piecewise	分段
piecework	計件工作
pieceworks	計件工作
piecing	拼接
piecings	接頭
piecrust	派皮
piecrusts	派皮
pied	腳
piedfort	皮耶德堡
piedforts	堡
piedmont	皮埃蒙特
piedmonts	皮埃蒙特
piefort	皮耶福特
pieforts	堡
piehole	孔洞
pieholes	孔洞
pieing	哭泣
pieplant	大黃
pieplants	大黃
pier	碼頭
pierce	刺穿
pierced	刺穿
piercer	穿孔器
piercers	穿孔器
pierces	刺穿
piercing	沖孔
piercingly	刺耳地
piercings	穿孔
pieridine	哌啶
pierogi	波蘭餃子
pierogies	餃子
pierrot	皮埃羅
pierrots	皮埃羅
piers	碼頭
pies	派
pieta	聖母憐子圖
pietas	虔誠
pieties	可憐
pietism	敬虔主義
pietisms	敬虔主義
pietist	相信
pietistic	虔誠的
pietists	按下
piety	虔誠
piezometer	壓力計
piffle	廢話
piffled	無聊的
piffles	廢話
piffling	無聊的
pig	豬
pigboat	豬船
pigboats	豬船
pigeon	鴿子
pigeonhole	歸檔
pigeonite	易變色石
pigeonites	鴿子石
pigeons	鴿子
pigeonwing	鴿翼
pigfish	豬魚
pigfishes	豬魚
pigged	豬
piggeries	豬圈
piggery	豬圈
piggie	小豬
piggier	小豬
piggies	小豬
piggiest	最豬氣的
piggin	小豬
pigginess	貪婪
pigging	長釘
piggins	皮金斯
piggish	豬一樣的
piggishly	豬一樣地
piggy	小豬
piggyback	搭載
piggybacks	搭載
pigheaded	固執己見
piglet	小豬
piglets	仔豬
piglike	像豬一樣
pigment	顏料
pigmentary	色素性
pigmented	色素
pigmenting	著色
pigments	顏料
pigmies	侏儒
pigmy	侏儒
pignoli	挑剔
pignolia	挑剔
pignolias	木蘭屬
pignolis	皮格諾利斯
pignora	保證
pignus	保證
pignut	花生米
pignuts	豬堅果
pigout	大吃大喝
pigouts	豬食
pigpen	鉛筆
pigpens	豬的
pigs	豬
pigskin	豬皮
pigskins	豬皮
pigsney	皮格斯尼
pigsneys	豬舍
pigstick	豬棍
pigsticked	豬刺
pigsticker	豬貼紙
pigsticks	豬條
pigsties	豬圈
pigsty	圊
pigtail	辮狀
pigtailed	辮狀的
pigtails	辮子
pigweed	藜
pigweeds	莧菜
piing	疼痛
pika	長的
pikake	短的
pikakes	皮卡克
pikas	其他
pike	梭子魚
piked	鋂
pikeman	長矛兵
pikemen	長槍兵
pikeperch	梭鱸
piker	女孩們
pikers	吝嗇鬼
pikes	長矛
pikestaff	長矛
pikestaffs	長矛
pikestaves	長矛棍
piki	爬
piking	挑選
pikis	刺
pilaf	抓飯
pilaff	抓飯
pilaffs	抓飯
pilafs	抓飯
pilar	支柱
pilaster	壁柱
pilasters	壁柱
pilau	很臭
pilaus	腐敗
pilaw	電池
pilaws	帕拉夫
pilchard	沙丁魚
pilchards	沙丁魚
pile	樁
pilea	冷水花
pileate	彼拉多
pileated	雙瓣
piled	堆積
pilei	帽子
pileless	無樁
pileous	堆狀的
piles	樁
pileum	帽子
pileup	堆積
pileups	堆積
pileus	菌蓋
pilewort	大葉草
pileworts	大葉木蘭
pilfer	偷
pilferable	可盜用
pilferage	偷竊
pilferages	偷竊
pilfered	被盜
pilferer	偷
pilferers	偷竊者
pilfering	偷竊
pilfers	偷竊
pilgarlic	禿頭
pilgarlics	朝聖者
pilgrim	朝聖
pilgrimage	朝聖
pilgrims	朝聖
pili	關閉
piliform	毛狀
piling	樁
pilings	樁基
pilis	城堡
pill	丸
pillage	劫掠
pillaged	掠奪
pillager	箭頭軸承
pillagers	劫掠者
pillages	搶劫
pillaging	掠奪
pillar	丸
pillared	柱狀
pillaring	支柱
pillarless	無柱
pillars	支柱
pillbox	碉堡
pillboxes	碉堡
pilled	丸
pilling	起毛球
pillion	後座
pillions	後座乘客
pilloried	受到嘲笑
pillories	頸手枷
pillory	頸手枷
pillorying	進行嘲笑
pillow	枕頭
pillowcase	枕頭套
pillowed	枕著
pillowing	枕著
pillows	枕頭
pillowy	枕頭狀
pills	藥丸
pilonidal	毛囊炎
pilose	柔毛
pilosities	微血管
pilosity	毛茸茸的
pilot	飛行員
pilotage	試航
pilotages	引航
piloted	試航
pilotfish	領航魚
pilothouse	駕駛室
piloting	試航
pilotings	試行
pilotless	無人駕駛
pilots	飛行員
pilous	毛茸茸
pilsener	皮爾森啤酒
pilseners	皮爾森啤酒
pilsner	皮爾森啤酒
pilsners	皮爾森啤酒
pilular	丸
pilule	丸
pilules	藥丸
pilus	菌毛
pily	鋸子
pima	皮馬
pimas	皮馬斯
pimento	甜椒
pimentos	辣椒
pimiento	胡椒
pimientos	辣椒
pimp	拉皮條
pimped	拉皮條
pimpernel	胡椒
pimpernels	胡椒
pimping	拉皮條
pimple	疙瘩
pimpled	長有粉刺
pimples	粉刺
pimplier	皮普利爾
pimpliest	最粉刺的
pimply	粉刺狀的
pimpmobile	皮條客汽車
pimps	皮條客
pin	別針
pina	皮納
pinaceous	松科
pinafore	圍裙
pinafored	圍裙
pinafores	圍裙
pinang	檳榔
pinangs	檳城
pinas	菲律賓
pinaster	松樹
pinasters	松樹
pinata	皮納塔
pinatas	皮納塔
pinball	彈珠
pinballed	彈珠式
pinballing	彈珠
pinballs	彈珠
pinbone	骨
pinbones	骨
pincer	鉗形
pincerlike	鉗形
pincers	鉗
pinch	捏
pinchbeck	平奇貝克
pinchbecks	夾趾
pinchbug	夾蟲
pinchbugs	夾蟲
pinchcock	夾雞
pinchcocks	夾雞
pincheck	賓切克
pinchecks	針檢查
pinched	捏
pincher	鉗子
pinchers	鉗子
pinches	捏
pinching	捏
pinchpenny	吝嗇鬼
pincushion	針墊
pinder	棍棒
pinders	平德斯
pindling	平德林
pine	松樹
pineal	松果體
pineals	松果體
pineapple	鳳梨
pineapples	鳳梨
pinecone	松果
pinecones	松果
pined	松樹
pinedrops	松滴
pineland	松林
pinelands	松林
pinelike	松樹狀
pinene	蒎烯
pinenes	蒎烯
pineries	松樹
pinery	松林
pines	松樹
pinesap	松露
pinesaps	松樹汁
pineta	松樹林
pinetum	松果體
pinewood	松林
pinewoods	松林
piney	松樹
pinfeather	羽毛
pinfish	刺蓋魚
pinfishes	刺蓋魚
pinfold	針褶
pinfolded	折疊
pinfolding	針折
pinfolds	針褶
ping	平
pinged	已 ping
pinger	平格爾
pingers	聲波發射器
pinging	正在 ping
pingo	降低
pingoes	冰丘
pingos	滴
pingrass	平草
pingrasses	平格拉斯
pings	ping
pinguid	腴
pinhead	針頭
pinheaded	頭腦不清
pinheads	笨蛋
pinhole	針孔
pinholes	針孔
pinier	皮尼爾
piniest	松樹
pining	渴望
pinion	小齒輪
pinioned	受到束縛
pinioning	束縛
pinions	小齒輪
pinite	松石
pinites	松石
pinitol	松醇
pinitols	松醇
pink	粉紅色的
pinked	粉紅色
pinken	平肯
pinkened	粉紅色
pinkening	粉紅色
pinkens	粉紅色
pinker	平克
pinkers	粉紅者
pinkest	最粉紅
pinkey	小指
pinkeye	紅眼症
pinkeyes	紅眼症
pinkeys	平基
pinkie	小指
pinkies	小指
pinking	粉紅色
pinkings	粉紅色
pinkish	粉紅色
pinkly	粉紅色地
pinkness	粉紅色
pinknesses	粉紅色
pinko	粉紅色的
pinkoes	小指
pinkos	粉紅色的
pinkroot	粉紅根
pinkroots	粉紅根
pinks	粉紅色
pinky	小指
pinna	表面
pinnace	平底船
pinnaces	平底小艇
pinnacle	巔峰
pinnacled	尖峰
pinnacles	尖峰
pinnacling	巔峰
pinnae	翅膀
pinnal	表面上
pinnas	土壤
pinnate	羽狀
pinnated	羽狀
pinnately	羽狀地
pinnatifid	羽狀複葉
pinnation	羽狀
pinnations	羽狀
pinned	固定
pinner	平納
pinners	罪人
pinnies	圍裙
pinning	釘住
pinniped	鰭足類
pinnipeds	鰭足類
pinnula	丸
pinnulae	羽片
pinnular	羽狀的
pinnulate	羽狀
pinnule	丸
pinnules	羽片
pinny	皮尼
pinochle	皮諾克爾
pinochles	皮諾克爾
pinocle	皮諾克萊
pinocles	皮諾克勒斯
pinocytic	吞飲
pinole	皮諾爾
pinoles	皮諾爾斯
pinon	堆疊
pinones	松子
pinons	皮農
pinot	黑皮諾
pinots	黑皮諾
pinpoint	找出
pinpointed	精確定位
pinpoints	精確定位
pinprick	針刺
pinpricked	針刺
pinpricks	針刺
pins	別針
pinscher	杜賓犬
pinschers	杜賓犬
pinsetter	置瓶機
pinsetters	置瓶機
pinspotter	擺瓶機
pinstripe	細條紋
pinstripes	細條紋
pint	品脫
pinta	表面
pintada	塗鴉
pintadas	繪
pintado	繪
pintadoes	繪
pintados	繪
pintail	針尾鴨
pintailed	針尾
pintails	針尾鴨
pintano	平托
pintanos	畫我們
pintas	捷徑
pintle	樞軸
pintles	樞軸
pinto	門
pintoes	斑馬
pintos	小雞
pints	品脫
pintsize	品脫尺寸
pintsized	小型
pinup	釘住
pinups	海報女郎
pinwale	針牆
pinwales	尖頂
pinweed	松草
pinweeds	松草
pinwheel	風車
pinwheeled	風車式
pinwheels	風車
pinwork	針線活
pinworks	針廠
pinworm	蟯蟲
pinworms	蟯蟲
pinwrench	扳手
piny	別針
pinyin	拼音
pinyon	松屬
pinyons	松子
piolet	冰鎬
piolets	冰鎬
pion	介子
pioneer	先鋒
pioneered	開創
pioneering	開拓
pioneers	先驅者
pionic	π型
pions	棋子
piosities	虔誠
piosity	虔誠
pious	虔誠的
piously	虔誠地
piousness	虔誠
pip	點子
pipage	管道
pipages	管道
pipal	菩提樹
pipals	菩提樹
pipe	管道
pipeage	管道
pipeages	管道
piped	管道
pipefish	海龍
pipefishes	海龍
pipeful	管道
pipefuls	煙鬥
pipeless	無管道
pipelike	管狀
pipeline	管道
pipelined	流水線
pipelines	管道
pipelining	流水線
piper	派珀
piperazine	哌嗪
piperidine	哌啶
piperine	胡椒鹼
piperines	胡椒鹼
piperonal	胡椒醛
piperonals	胡椒醛
pipers	風笛手
pipes	管道
pipestem	管柄
pipestems	管莖
pipestone	煙鬥石
pipestones	煙鬥石
pipet	移液器
pipets	移液器
pipette	移液器
pipetted	移液
pipettes	移液器
pipetting	移液
pipier	派皮爾
pipiest	皮皮斯特
pipiness	管道化
pipinesses	管道
piping	管道
pipingly	管道地
pipings	管道
pipistrel	伏翼
pipistrels	伏翼鳥
pipit	麻雀
pipits	鷚
pipkin	皮普金
pipkins	皮普金斯
pipped	有尖刺
pippin	皮平
pipping	管道
pippins	皮平斯
pips	點數
pipsissewa	皮皮西塞瓦
pipsqueak	小人物
pipsqueaks	小人物
pipy	尿尿
piquance	辛辣
piquances	辛辣味
piquancies	辛辣味
piquancy	辣味
piquant	辛辣的
piquantly	辛辣地
pique	皮克
piqued	激起
piques	長矛
piquet	皮克特
piquets	賭注
piquing	採摘
piracetam	吡拉西坦
piracetams	吡拉西坦
piracies	海盜行為
