de	of
reuerdecio	I revere
reuer	regret
reuelara	to Reuel
reuclaua	re-use
reubicó	relocated
reubicarse	relocate
retẽgamos	rare
retírales	remove them
reténle	retain
reténla	retract
reténganlo	hold it back
retuvieres	you retained
retuviere	retained
retuuieren	to return
retuuierdes	retorted
retumbará	will rumble
retumbara	would resound
retumbante	resounding
retulo	netizen
retuerzan	twist
retrûxose	retroxose
retrâe	relive
retráes	retro
retruxo	retorsion
retruxe	retract
retrocediere	retrocession
retrocederían	would retreat
retribúyeles	give them back
retribúyanle	give back to him
retribuído	repaid
retribuyó	repaid
retribuyes	you give back
retribuya	give back
retraymiẽtos	withdrawals
retraxêres	you would withdraw
retraxêre	withdraw
retraxo	pulled back
retratados	portrayed
retrasó	delay
retraséis	you delay
retrasen	delay
retrasados	delayed
retraeránsu	will retract their
retraer	retract
retractaran	they will retract
retractan	retract
retpondió	retpond nut
retoñecerán	will sprout
retoñarán	will sprout
retoñaban	Retonaban
retoça	retouch
retozo	romp
retornó	return
retornarás	you will return
retornan	return
retornado	returned
retoricadas	rhetorical
retorciéndome	twisting me
retorcieron	twisted
retorcidos	twisted
retorcemos	we twist
retomará	will resume
retomara	resumed
retomar	resume
retomado	resumed
retiñó	chirped
retiñir	to ring
retiréis	withdrawn
retirãdoſe	withdrawn
retiráre	will remove
retiraſſe	withdrawal
retiraronſe	they withdrew
retirarla	remove it
retirami	I removed
retiradas	withdrawals
retienẽ	hold back
retibe	get back
reteniendolo	holding it back
retenerme	hold me back
retenerle	hold him back
retendrà	will retain
retendremos	we will retain
retenciones	withholdings
retarden	they delay
retaguarda	rear
resístanlo	resist it
resuélvanlo	release it
resuseitasteme	reuse me
resuscitárẽ	resuscitator
resuscitastes	you resurrected
resusas	rhesus
resurreción	resurrection
resurreciou	resurrected
resurrecciõ	resurrection
resurr	resurrection
resurja	resources
resureciõ	resurrection
resur	resource
resumiendole	Summarizing it
resumidos	summarized
resumido	summarized
resumamos	Let's summarize
resultes	results
resultase	it turns out
resultarían	would result
resultarnos	result in us
resultante	resulting
resuelvo	I resolve
resueluo	I resolve
resueluen	resolve
resucitaran	will resurrect
resucitadores	resuscitators
resucitaban	resurrected
resualé	residual
resualâre	resurfacing
resualáre	residual
resualo	resual
resualen	of resual
resualaſſen	the resualaſſen
resualador	resualizer
resuala	resume
resturó	restored
restriñe	restrict
restringieran	restricted
restres	rest
restregaré	restrained
restregarla	rub it
restregar	scrub
restregada	scrubbed
restregaban	they rubbed
restituyẽ	restore
restituyrás	you will restore
restituyroshé	restored
restituyrloshás	you have restored them
restituyrlohá	restore it
restituyrloha	return it
restituyrla	restore it
restituyran	will restore
restituyra	return
restituylos	restore them
restituyera	restored
restituyen	restore
restituydos	restored
restituycion	restitution
restituiría	would restore
restituirélos	I will restore them
restituiremos	we will restore
restituciones	restitutions
restimonio	restitution
restigo	stay
restauro	restoration
restauren	they restore
restauration	restoration
restauraste	you restored
restaurarſe	to be restored
restaurarõ	restorerõ
restaurarle	restore it
restaurarla	restore it
restauraran	the restoration
restauracionde	restorationof
restaua	restore
restará	will remain
restada	staying
restablezcas	you restore
restableciendo	resetting
restablecerse	recover
ressuscite	resurrected
ressuscitará	will resurrect
ressuscitara	resurrected
ressuscitar	resurrect
ressentir	to feel
resrenó	resno
resquebrajarlo	crack it
respõdiô	answer
respõdiole	to the rescue team
respõdimos	We answered
respõdido	answered
respõdiale	to respodia
respõdi	backpack
respõdes	backpack
respõderé	I will answer
respõderá	will answer
respõdertehé	respöderhe
respõderoshe	respider roshe
respõderia	would respond
respõder	responses
respõdas	answers
respõdamos	Let's answer
respõda	in response
respõ	resp
respóndió	answered
respóndan	respond
respòdió	he answered
respétenlos	respect them
respétalo	respect it
respuestato	answered
respuecta	answer
respoudió	answered
respoudas	answers
resporderà	will respond
responsoriales	responsorials
respondédme	answer me
respondiò	I answered
respondiére	respondent
respondiá	would answer
respondistesme	respondism
respondieròn	they answered
respondieronvnos	they answered us
respondien	respond
respondias	you answered
responderâ	will answer
responderleshá	answer them
responderlehás	you will answer it
responderia	would answer
responderas	you answered
respondenos	we answer
respodió	respodio
respodertehé	reply
respoaderé	I will respond
respo	resp
resplãdores'	'resplendents'
resplãdores	resplendents
resplãdeció	response
resplãdeciera	resplendent
resplãdecientes	resplendent
resplãdecerán	will shine
resplãdecerá	will shine
resplã	retort
resplandeçido	resplendent
resplandeçe	shines
resplandeciẽte	shining
resplandeciste	you shone
resplandecieſſe	shined
resplandeciendo	shining
resplandeceys	shine and shine
resplan	resplendent
respiró	respite
respirase	had breathed
respirado	breathed
respiraciõ	breathing
respi	I looked back
respetándoos	respecting you
respetándolo	respecting it
respetarse	respect each other
respetarla	respect her
respetaremos	we will respect
respectaua	respected
respectado	respected
respe	respect
respaldaron	supported
respaldarme	back me up
respaldaremos	we will support
respaldamos	We support
respaldados	backed
respaldadas	backed
resoplidos	snorts
resoplaré	I will snort
resonaſſen	resonances
resolví	I resolved
resolvería	would solve
resolutoria	resolutory
resolutamente	resolutely
resoluerã	to be resolved
resistiré	resisted
resistirnos	resist us
resistirles	resist them
resistidle	resist
resignado	resigned
residáis	residence
residira	will reside
residia	resided
residenciaré	I will reside
resguardó	guard
resguardarán	will protect
resguardarme	protect myself
resguardar	guard
resguardaban	They guarded
resfriarán	will catch a cold
reserven	reserves
reservase	reserve
reservarte	reserve species
reservarla	reserve it
reseruãdola	reserving it
resecando	drying out
resecan	dry out
rescáteme	rescue me
rescrir	rewritten
rescatólos	rescued them
rescatòlos	rescued them
rescatándolos	Rescuing them
rescate'	rescue'
rescatarſe	to rescue oneself
rescatarías	you would rescue
rescataren	rescue
rescatadme	rescue me
resbaloso	slippery
resbaladizas	slippery
resbalaba	slipped
resarciré	I will compensate
resarcirlos	compensate them
resarcido	compensated
resarcida	compensated
resaltaba	highlighted
resacó	hungover
requiriéndoles	requiring them
requirirás	you will require
requirieras	you required
requieras	you require
requieran	require
requesta	request
requerirás	you will require
requerir	require
requerimos	We require
requerias	you required
requemado	reheated
requemada	reheated
repẽtina	my rep
repẽre	leprechaun
repútase	reputation
repõte	backlash
repíteselas	flighty
repítanselas	I repeated
repítanlo	it repeated
repártalo	share it
reputãdo	reputation
reputadas	reputed
reputaciõ	reputation
repusiera	would replenish
repurgaua	clean up
repurgará	will clean up
repurgando	cleaning up
repurgado	cleaning up
repurgacion	purification
repunta	rebound
repulsiva	repulsive
repugnemos	let us resist
repugnar	disgust
repudrirá	will rot
reptilde	reptilian
repróchenle	reproach him
repróchenlas	reproach them
reprueuo	I reprove
repruebo	I fail
reprouaré	reproduced
reprodujeras	you reproduced
reproducirán	will reproduce
reproducirte	reproduce yourself
reproducido	reproduced
reprochas	you reproach
reprocharé	reproached
reprochado	reproached
reprobos	reprobates
reprobaré	I will fail
reprimildo	repressed
reprimido	repressed
reprimida	repressed
reprima	repress
represión	repression
represiones	repressions
representándose	representing itself
representato	represented
representarás	you will represent
representaron	represented
representaran	will represent
representadoen	the represented
reprensible	resumable
reprendióte	resume
reprendiéndolo	resuming it
reprendiéndoles	resuming them
reprendiéndole	resuming it
reprendieren	rebuke
reprendieran	will resume
reprendernos	resume us
reprenderles	take them back
reprehẽsiõ	rebuke
reprehẽderás	you will rebuke
reprehẽderlo	rebuke him
reprehẽdelo	reprehædelo
reprehensor	critic
reprehensiõ	criticism
reprehendiólo	to criticize
reprehendiste	you criticized
reprehendiendo	criticizing
reprehendida	criticized
reprehendia	criticism
reprehenderé	I will criticize
reprehenderá	will criticize
reprehenden	criticize
reprehendays	to criticize
reprehendas	criticize
reprehendame	criticize
reprehedió	reprehedio
reprehedido	rebuked
reprebẽde	reprobate
repoío	repose
reposò	repository
reposãdo	rested
reposâra	report
reposára	reposer
reposos	rests
reposeis	rest
reposaſſen	rested
reposas	you rest
reposaréis	you will rest
reposarnoshemos	we have rested
reposaren	of rest
reposaran	will rest
reposamosnos	we rest
reporte	report
repondré	answer
repobló	repopulated
repoblaron	repopulated
replique	replica
repliegues	folds
replicaré	I will reply
replicarle	reply to him
replicaran	they will reply
replegarse	fall back
repits	repeats
repitiẽdo	repeated
repitiéndolo	repeating it
repitiendoles	repeating to them
repitamos	let's repeat
repetídselas	repeat them
repetirlashás	repeat it you will
repetirlas	repeat them
repetirla	repeat it
repetidov	of repetitions
repete	repeat
repentinas	sudden
repasa	review
repartís	you distribute
repartíanlas	They distributed them
repartiéron	They distributed
repartiéndolo	sharing it
repartiéndolas	distributing them
repartiros	share
repartirlahan	they shared it
repartira	will leave
repartiose	repartee
repartimieto	distribution
repartierõ	They distributed
repartieronle	they distributed it to him
repartiendolos	distributing them
repartianlas	They distributed them
repartian	They distributed
repartia	distributed
repartelos	share them
repareſe	repair
reorganizarse	reorganize
renũciar	to renounce
renũciando	renouncing
renunciaste	you resigned
renunciaría	would resign
renunciarla	give it up
renunciacion	renunciation
renueves	renew
renueue	renewed
renueuas	renew
rentó	rented
rentesi	retrieval
rentes	annuities
renqueando	limping
renqueaba	limped
renouemos	let's renew
renouar	reconnect
renouados	reconnected
renoua	reconnected
reniegues	deny
reniegas	you deny
reniegan	they deny
rengueando	limping
renglõ	resounding
rendíamos	we surrendered
rendí	I surrendered
rencorosa	resentful
renciauamos	we renounced
rencia	rence
renasciencia	renaissance
renacẽcia	renacĺcia
renaciere	be reborn
renacido	reborn
renacencia	renaissance
remunerados	paid
remunerador	rewarding
remueue	stir
remudãdoſe	of love
remudaremos	we will move
rempuxones	they broke up
rempuxe	repulse
rempuxaré	I will push
rempuxaron	Rempukharon
rempuxar	Rempukhar
rempuxandolo	push and pull
rempuxado	pulled
rempujados	pushed
rempió	reprimand
removían	removed
removeré	I will remove
remouió	removed
remouimiento	removal
remotos’	remote'
remordiole	remorsefully
remordimiẽto	remorse
remorderle	bite him
remorder	prick
remontaron	reassembled
remojo	soaking
remojes	in support
remittiólo	sent it back
remittiendolo	by letting him go
remitti	sent back
remitirlo	refer it
remitia	remitted
remitelo	send it
remisión’	remission'
reminiscencias	reminiscences
remedió	remedy
remediarán	will remedy
remediado	remedied
remecen	to remecen
reme	lamb
rematadamente	completely
remaron	they rowed
relãpagueó	re-released
relájate	relax
reluziente	resplendent
reluce	shines
rellenos	fillings
rellenas	stuffed
rellenaron	filled
rellenar	fill out
rellenados	filled
rellena	stuffed
reliquas	the rest
relincháis	relinquishment
relincharán	they will neigh
relieues	binders
releyó	releyo
relevará	will relieve
relevarles	relieve them
relevar	relieve
relevaban	relieved
relegó	relegated
relegaste	relegate
relegado	relegated
relaxar	to relax
relaxamiento	relaxation
relaxado	relaxed
relatándole	telling him
relaten	they relate
relatarõ	will report
relataba	recounted
relam	Relam
relajantes	relaxing
relajante	relaxing
relajado	relaxed
relacione	relate
relacionaros	relate to each other
relacionaran	they will relate
rejuvenezca	rejuvenate
rejuvenecerán	will rejuvenate
rejuvenecerá	will rejuvenate
rejecion	rejection
rejeccion	rejection
rejado	grated
reivindique	claim it
reivindicó	claimed
reivindicas	claims
reivindicación	claim
reitero	I reiterate
reiráse	reirase
reiránse	kings
reipuestas	Answers
reintegré	reintegrated
reintegraros	reintegrate you
reintegrarlo	reintegrate it
reinstalé	reinstalated
reinjertar	regraft
reinició	restarted
reinaseis	you reigned
reinarais	by reiners
rehuyó	you saw it
rehuydor	the guardian
rehusarán	will refuse
rehusará	will refuse
rehuirla	shun it
rehollará	will tread
rehiciste	rehicted
rehendẽ	rehende
regístralo	register it
regâle	treat
regálame	shelves
regálale	racks
reguladora	regulatory
regresándole	giving back to him
regresarían	would return
regresarse	to return
regresarnos	bring us back
regresarme	bring me back
regresabas	you were coming back
regozijé	rejoice
regozijeſe	rejoice
regozijen	rejoice
regozijate	rejoice
regozijarſe	rejoice
regozijaré	I will rejoice
regozijarsehá	will rejoice
regoldaré	I will repay
regodearse	gloat
regodearan	recode
regodeado	gloating
regocijos	rejoicings
regocijarían	would rejoice
regocijaríais	you would rejoice
regocijados	rejoicing
reglaà	adjust
reglamentarias	regulatory
registraréis	you will register
registrarlas	register them
regiría	would govern
regirás	you will rule
regios	regal
regida	governed
reges	kings
regenerara	regenerate
regeneraciõ	regeneration
regañauã	scolded
regañauan	scolded
regañarlos	scold them
regatea	haggle
regarlo	water it
regales	royal
regalará	will give away
regalarlo	give it away
regalara	gifted
regalan	give away
regaladas	given away
regalaban	They gave away
refutó	refuted
refutará	will refute
refutarlos	refute them
refutarlo	refute it
refutarle	refute it
refutara	would refute
refusará	will refuse
refunfuñaron	they grumbled
refunfuñaban	They grumbled
refugiarás	you will shelter
refugiare	escape
refugiar	take refuge
refuerces	reinforcements
refuerce	reinforce
refresqué	I refreshed
refrescarſe	cool off
refrescaré	I will refresh
refrescarán	will refresh
refrescará	will refresh
refrescaron	refreshed
refrescado	refreshed
refrescadas	refreshed
refrenen	the chorus
refrenaste	you restrained
refrenas	you restrain
refrenarte	restrain yourself
refrenaban	restrained
refranearan	they will refrain
refranea	refrains
reforzaríamos	we would reinforce
reforzaré	I will reinforce
reforzara	will reinforce
reforzados	reinforced
reforzaba	reinforced
reformulados	reformulated
reformará	will reform
reformahos	reform them
reformaciõ	reformation
reflexionase	reflect
reflexionarían	would reflect
reflexionarán	they will reflect
reflexionará	will reflect
reflexionara	reflect
reflejas	you reflect
reflejaran	will reflect
refirióle	referred to him
refiriólas	referred them
refiriere	refer
refiné	refined
refinándolos	refining them
refinasteme	you refined me
refinarán	will refine
refinadas	refined
refieres	you refer
referi	CONCERNING
refección	Refection
reestablezca	reset
reencuentra	reunites
reencontrarse	meet again
reencontramos	we meet again
reemplázalos	replace them
reemplazaré	I will replace
reemplazarás	you will replace
reemplazaran	will replace
reemplazan	replace
reemplazados	replaced
reemplazadas	replaced
reemplaces	replace
reemplacen	replace
reembolso	reimbursement
reedisiquen	redistribute
reedisicó	reissued
reedisicáre	redesign
reedisicaron	reissued
reedisicare	reexamination
reedificarías	you would rebuild
