্নানি	Grandma	naani
পূর্বমুহূর্ত	Previous moment	puurbmuhuurt
পূর্বমুখে	Eastward	puurbmukhe
পূর্বমুখী।	East facing.	puurbmukhii / 
পূর্বমুখী	Eastward	puurbmukhii
পূর্বমুখ	East face	puurbmukh
পূর্বমত	As expected	puurbmt
পূর্ববর্তীস্থানে	In the previous place	puurbbrtiisthaane
পূর্ববর্তী	Previous	puurbbrtii
পূর্ববৎ	As before	puurbb
পূর্ববতী	Previous	puurbbtii
পূর্বপ্রান্তেই	On the east side	puurbpraantei
পূর্বপ্রান্তে	On the east side	puurbpraante
পূর্বপ্রান্ত।	East end.	puurbpraant / 
পূর্বপ্রান্ত	East end	puurbpraant
পূর্বপ্রতাপের	Of the East	puurbprtaaper
পূর্বপূরুষদের	Ancestors	puurbpuurussder
পূর্বপূরুষ।	Ancestor.	puurbpuuruss / 
পূর্বপুুরুষদের	Ancestors	puurbpuurussder
পূর্বপুরুষেরাও	Ancestors too	puurbpurusseraao
পূর্বপুরুষেরাই	The ancestors	puurbpurusseraai
পূর্বপুরুষেরাআমাকে	Ancestors me	puurbpurusseraaaamaake
পূর্বপুরুষেরা	Ancestors	puurbpurusseraa
পূর্বপুরুষের	Ancestor	puurbpurusser
পূর্বপুরুষাবলি	Ancestors	puurbpurussaabli
পূর্বপুরুষানুক্রমে	Ancestrally	puurbpurussaanukrme
পূর্বপুরুষরাও	Ancestors too	puurbpurussraao
পূর্বপুরুষরা	Ancestors	puurbpurussraa
পূর্বপুরুষদেরকেই	To the ancestors	puurbpurussderkei
পূর্বপুরুষদেরকে	To the ancestors	puurbpurussderke
পূর্বপুরুষদেরও	Ancestors too	puurbpurussdero
পূর্বপুরুষদের	Ancestors	puurbpurussder
পূর্বপুরুষ।	Ancestors.	puurbpuruss / 
পূর্বপুরুষ	Ancestors	puurbpuruss
পূর্বপুরষ	Ancestor	puurbpurss
পূর্বপুরপুষের	Purbapurpusa	puurbpurpusser
পূর্বপার্শ্বে	On the east side	puurbpaarshbe
পূর্বপার্শ্বস্থিত	Eastern	puurbpaarshbsthit
পূর্বপার্শ্ব	East side	puurbpaarshb
পূর্বপারে	On the east side	puurbpaare
পূর্বপারস্থিত	Eastward	puurbpaarsthit
পূর্বপারস্থ	Eastward	puurbpaarsth
পূর্বপরুষদের	Ancestors	puurbprussder
পূর্বপরিচিত	Familiar	puurbpricit
পূর্বপরিকল্পনা	Planning	puurbpriklpnaa
পূর্বপদে	In the past	puurbpde
পূর্বনির্মিত	Prefabricated	puurbnirmit
পূর্বনির্ধারিত।	Predetermined.	puurbnirdhaarit / 
পূর্বনির্ধারিত	Predetermined	puurbnirdhaarit
পূর্বনির্দ্ধারিত	Predetermined	puurbnirddhaarit
পূর্বনিরূপিত	Predetermined	puurbniruupit
পূর্বধারণা	Preconception	puurbdhaarnnaa
পূর্বদ্বারের	East gate	puurbdbaarer
পূর্বদ্বার	East gate	puurbdbaar
পূর্বদেশের	Eastern country	puurbdesher
পূর্বদেশে	In the East	puurbdeshe
পূর্বদেশীয়েরা	Easterners	puurbdeshiiyyeraa
পূর্বদেশীয়	Eastern	puurbdeshiiyy
পূর্বদেশবাসী	Easterner	puurbdeshbaasii
পূর্বদেশ	East	puurbdesh
পূর্বদিন	The day before yesterday	puurbdin
পূর্বদিক্‌্‌স্থিত	Eastward	puurbdiksthit
পূর্বদিক্‌স্থিত	Eastern	puurbdiksthit
পূর্বদিক্‌স্থ	Eastern	puurbdiksth
পূর্বদিক্‌	Eastward	puurbdik
পূর্বদিকের	Eastern	puurbdiker
পূর্বদিকেই	To the east	puurbdikei
পূর্বদিকে	Eastwards	puurbdike
পূর্বদিক	East	puurbdik
পূর্বদশা	Previous state	puurbdshaa
পূর্বতীরের	East coast	puurbtiirer
পূর্বতীরে	On the east coast	puurbtiire
পূর্বতীরবর্তী	East Coast	puurbtiirbrtii
পূর্বতীর	East coast	puurbtiir
পূর্বতন	Previous	puurbtn
পূর্বজ্ঞান	Precognition	puurbjnyaan
পূর্বজীবনের	Past life	puurbjiibner
পূর্বঘোষিত	Pre-announced	puurbgheaassit
পূর্বগত	Previous	puurbgt
পূর্বকৃত	Pre-made	puurbkRt
পূর্বকালের	Ancient	puurbkaaler
পূর্বকালে	In the past	puurbkaale
পূর্বকালীয়	Ancient	puurbkaaliiyy
পূর্বকালীন	Former	puurbkaaliin
পূর্বকালাবধি	Since ancient times	puurbkaalaabdhi
পূর্বকালাগত	Past tense	puurbkaalaagt
পূর্বকাল	Ancient times	puurbkaal
পূর্বকার	Previous	puurbkaar
পূর্বকথিত	Forementioned	puurbkthit
পূর্বকথা	Prologue	puurbkthaa
পূর্বক	Previous	puurbk
পূর্ব।	East.	puurb / 
পূর্ব	East	puurb
পূর্ন	Full	puurn
পূর্তির	Fulfillment	puurtir
পূর্ত	Fulfillment	puurt
পূর্ণীকৃত	Completed	puurnniikRt
পূর্ণিমার	Full moon	puurnnimaar
পূর্ণিমায়	On the full moon	puurnnimaay'
পূর্ণিমা।	Full moon.	puurnnimaa / 
পূর্ণাহুতির	Full-time	puurnnaahutir
পূর্ণাহুতিতে	In full	puurnnaahutite
পূর্ণাহুতি।	Full payment.	puurnnaahuti / 
পূর্ণাহুতি	Full payment	puurnnaahuti
পূর্ণায়ূ	Adulthood	puurnnaayyuu
পূর্ণায়ু	Full age	puurnnaay'u
পূর্ণাঙ্গ	Complete	puurnnaangg
পূর্ণা	Poorna	puurnnaa
পূর্ণহলে	In full swing	puurnnhle
পূর্ণসিদ্ধির	Perfection	puurnnsiddhir
পূর্ণসাধন।	Completion.	puurnnsaadhn / 
পূর্ণশক্তি	Full power	puurnnshkti
পূর্ণরূপে	Fully	puurnnruupe
পূর্ণরূপ	Full form	puurnnruup
পূর্ণমাত্রায়	In full	puurnnmaatraayy
পূর্ণমাত্রা	Full size	puurnnmaatraa
পূর্ণভাবে	Fully	puurnnbhaabe
পূর্ণবয়স্ক	Adult	puurnnbyysk
পূর্ণপরিণত	Mature	puurnnprinnt
পূর্ণদীপ্ত	Full-bright	puurnndiipt
পূর্ণতৃপ্ত	Satisfied	puurnntRpt
পূর্ণতাস্বরূপ	In fullness	puurnntaasbruup
পূর্ণতালাভের	Perfection	puurnntaalaabher
পূর্ণতার	Of perfection	puurnntaar
পূর্ণতায়	In fullness	puurnntaay'
পূর্ণতাপ্রাপ্ত	Completed	puurnntaapraapt
পূর্ণতাই	Perfection	puurnntaai
পূর্ণতা।	Perfection.	puurnntaa / 
পূর্ণতা	Perfection	puurnntaa
পূর্ণতম	Fullest	puurnntm
পূর্ণজ্ঞান	Perfect knowledge	puurnnjnyaan
পূর্ণচ্ছেদ	Complete separation	puurnncched
পূর্ণচন্দ্রের	Full moon	puurnncndrer
পূর্ণচন্দ্র	Full moon	puurnncndr
পূর্ণগর্ভ	Full-term	puurnngrbh
পূর্ণ৷	Full.	puurnn4/
পূর্ণ।	Full.	puurnn / 
পূর্ণ	Full	puurnn
পূর্জা	Worship	puurjaa
পূরীমের	Purim	puuriimer
পূরীম।	Purim.	puuriim / 
পূরীম	Purim	puuriim
পূরীতে	In Puri	puuriite
পূরিয়া	Pooriya	puuriyyaa
পূরিত	Completed	puurit
পূরাকাল	Ancient times	puuraakaal
পূরাইলেন।	Completed.	puuraailen / 
পূরা	Complete	puuraa
পূরনের	Completion	puurner
পূরন	Fulfillment	puurn
পূরণের	To fulfill	puurnner
পূরণেই	In fulfillment	puurnnei
পূরণে	To fulfill	puurnne
পূরণার্থে	To fulfill	puurnnaarthe
পূরণ	Fulfillment	puurnn
পূর।	Full.	puur / 
পূর	Full	puur
পূয়ার	Puya	puuy'aar
পূয়া	Pooja	puuy'aa
পূয়	Puya	puuy'
পূবের	East	puuber
পূবালী	Pubali	puubaalii
পূবর্দিক	Eastern	puubrdik
পূপ	Poop	puup
পূনোনে	In Puno	puuneaane
পূনোন	Punon	puuneaan
পূনীয়	Pune	puuniiy'
পূনর্ব্বার	Rebirth	puunrbbaar
পূনঃপ্রকাশ	Reappearance	puunHprkaash
পূথীয়	Puthian	puuthiiy'
পূতিয়লীতে	In Putiali	puutiyyliite
পূতিগন্ধ	Perfume	puutigndh
পূতচরিত্র	Character	puutcritr
পূতঃ	Son	puutH
পূত	Son	puut
পূটের	Puter	puutter
পূটীয়েলের	Putiel	puuttiiy'eler
পূট	Put	puutt
পূজ্য	Worshipful	puujy
পূজো	Worship	puujo
পূজিত	Worshipped	puujit
পূজার্চনা	Worship	puujaarcnaa
পূজারীদের	Worshippers	puujaariider
পূজারী	Pujari	puujaarii
পূজার	Worship	puujaar
পূজায়	In worship	puujaay'
পূজাবেদী	Altar	puujaabedii
পূজাতেই	In worship	puujaatei
পূজাকে	To Pooja	puujaake
পূজাকারীরাই	The worshippers themselves	puujaakaariiraai
পূজাকারীরা	Worshippers	puujaakaariiraa
পূজাকারীদেরকেও	To the worshippers too	puujaakaariiderkeo
পূজাকারীদের	Worshipers	puujaakaariider
পূজাকারী	Worshiper	puujaakaarii
পূজাও	Worship	puujaao
পূজাঅর্চনা	Worship	puujaaarcnaa
পূজা	Worship	puujaa
পূজনের	Worship	puujner
পূজনীয়েরা	Worshippers	puujniiyyeraa
পূজকের	Worshiper	puujker
পূজকদেরকে	To the worshippers	puujkderke
পূজকদিগকে	To the worshippers	puujkdigke
পূজককে	To the worshipper	puujkke
পূজক	Worshiper	puujk
পূঁজ	Pus	puuNj
পূজ	Worship	puuj
পূ	Pu	puu
পু্স্তকটি	The book	pustktti
পু্ত্রের	Son's	putrer
পু্ত্রসন্তানেন	Son	putrsntaanen
পু্ত্র	Son	putr
পু্ণ্যবলে	By virtue	punnyble
পুুরুষদের	Men's	puurussder
পুুরুষ	Man	puuruss
পুুনরুত্থিত	Resurrected	puunrutthit
পুুত্রকে	To the son	puutrke
পুুড়িয়ে	Burned	puurriyye
পুস্তকের	Book	pustker
পুস্তকে।	In the book.	pustke / 
পুস্তকে	In the book	pustke
পুস্তকালয়ে	In the library	pustkaalyye
পুস্তকান্তর্গত।	Inside the book.	pustkaantrgt / 
পুস্তকান্তর্গত	In the book	pustkaantrgt
পুস্তকসমূহে	In books	pustksmuuhe
পুস্তকটির	The book	pustkttir
পুস্তকটিকে	The book	pustkttike
পুস্তকটি	The book	pustktti
পুস্তকগুলি	Books	pustkguli
পুস্তকখানির	Bookstore	pustkkhaanir
পুস্তকখানিতে	In the book	pustkkhaanite
পুস্তকখানি	Book	pustkkhaani
পুস্তক।	Book.	pustk / 
পুস্তক	Book	pustk
পুস্করিণীর	Puskarin's	puskrinniir
পুস্করিণী	Puskarin	puskrinnii
পুস্করণীগুলোর	The wreaths	puskrnniigulor
পুংসন্তান	Son	puNsntaan
পুষ্পোদ্যান	Flower garden	pusspeaadyaan
পুষ্পের	Flower	pussper
পুষ্পে	In bloom	pusspe
পুষ্পিত	Blooming	pusspit
পুষ্পাকার	Floral	pusspaakaar
পুষ্পসার	Floral	pusspsaar
পুষ্পশ্রেণীতে	In the inflorescence	pusspshrenniite
পুষ্পশোভিত	Floral	pusspsheaabhit
পুষ্পরাশি	Psyllium	pusspraashi
পুষ্পরাগমণির	Pollen	pusspraagmnnir
পুষ্পমাল্য	Wreath	pusspmaaly
পুষ্পবাহুল্যে	In abundance of flowers	pusspbaahulye
পুষ্পবনে	In the flower forest	pusspbne
পুষ্পগুচ্ছের	Bouquet	pusspguccher
পুষ্পগুচ্ছবৎ	Cluster-like	pusspgucchb
পুষ্প।	Flower.	pussp / 
পুষ্প	Flower	pussp
পুষ্টিলাভ	Nutritional benefits	pussttilaabh
পুষ্টির	Nutritional	pussttir
পুষ্টিজনক	Nutritious	pussttijnk
পুষ্টিকর	Nutritious	pussttikr
পুষ্টি	Nutrition	pusstti
পুষ্ট	Nutritious	pusstt
পুষ্করিণীস্বরূপা	Pushkariniswarupa	pusskrinniisbruupaa
পুষ্করিণীর	Pushkarini's	pusskrinniir
পুষ্করিণীতে	In the garden	pusskrinniite
পুষ্করিণী	Pushkarini	pusskrinnii
পুষ্করণীতে	In the flower pot	pusskrnniite
পুষে	Push	pusse
পুষিপত	Pushipat	pussipt
পুষিতেছিল	Was pushing	pussitechil
পুষছিল	Was blooming.	pusschil
পুংশাবক	Male	puNshaabk
পুলিশের	Police	pulisher
পুলিশ	Police	pulish
পুলকে	Poole	pulke
পুলকিতা	Pulkita	pulkitaa
পুলকিত	Delighted	pulkit
পুর্হের	Purhar	purher
পুর্বে	Before	purbe
পুর্বীয়	Eastern	purbiiy'
পুর্বপুরুষেরা	Ancestors	purbpurusseraa
পুর্বপুরুষদের	Ancestors	purbpurussder
পুর্বদেশে	In the east	purbdeshe
পুর্বদিকে	Eastward	purbdike
পুর্নবার	Again	purnbaar
পুর্নদখল	Reoccupation	purndkhl
পুর্নগঠিত।	Reorganized.	purngtthit / 
পুর্নগঠন	Reorganization	purngtthn
পুর্ণ	Full	purnn
পুরোহীত	Priest	pureaahiit
পুরোহিতেরাও	Priests too	pureaahiteraao
পুরোহিতেরাই	The priests	pureaahiteraai
পুরোহিতেরা।	Priests.	pureaahiteraa / 
পুরোহিতেরা	Priests	pureaahiteraa
পুরোহিতেরও	Even the priest	pureaahitero
পুরোহিতেরই	The priest's	purohiteri
পুরোহিতের	Priest	pureaahiter
পুরোহিতে	In the priest	pureaahite
পুরোহিতসুদ্ধ	Even the priest	purohitsuddh
পুরোহিতরূপে	As a priest	pureaahitruupe
পুরোহিতরাও	Priests too	pureaahitraao
পুরোহিতরাই	The priests themselves	pureaahitraai
পুরোহিতরা	Priests	pureaahitraa
পুরোহিতবৃন্দের	Priests	pureaahitbRnder
পুরোহিতবৃন্দ	Priests	pureaahitbRnd
পুরোহিতবর্গের	Priests	pureaahitbrger
পুরোহিতবর্গ	Priests	pureaahitbrg
পুরোহিতদেরর	Priests	pureaahitderr
পুরোহিতদেরকে	To the priests	purohitderke
পুরোহিতদেরও	Priests too	purohitdero
পুরোহিতদেরই	Only for priests	pureaahitderi
পুরোহিতদের।	Priests.	pureaahitder / 
পুরোহিতদের	Priests	pureaahitder
পুরোহিতগণ	Priests	pureaahitgnn
পুরোহিতকেও	Even the priest	pureaahitkeo
পুরোহিতকে	To the priest	pureaahitke
পুরোহিতকুলের	Priestly	pureaahitkuler
