a	and
karburátor	carburetor
karburátorový	carburetor
karcinogén	carcinogen
karcinogenéza	carcinogenesis
karcinogénny	carcinogenic
karcinóm	carcinoma
kardamóm	cardamom
kardan	cardan
kardanový	cardan
kardiak	cardiac
kardinál	cardinal
kardinálny	cardinal
kardinálsky	cardinal
kardiocentrum	cardio center
kardiograf	cardiograph
kardiografia	cardiography
kardiogram	cardiogram
kardiochirurg	cardiac surgeon
kardiochirurgia	cardiac surgery
kardiológ	cardiologist
kardiológia	cardiology
kardiologický	cardiological
kardiopulmonálny	cardiopulmonary
kardiostimulátor	pacemaker
kardiovaskulárny	cardiovascular
karé	square
karencia	waiting period
karenčný	waiting period
kareta	card
karfiol	cauliflower
karfiolový	cauliflower
kargo	cargo
karhavý	reproachful
karí	curry
Karibik	Caribbean
Karibské more	Caribbean Sea
karibský	Caribbean
karibu	caribou
kariéra	career
karierista	careerist
karieristický	careerist
karierizmus	careerism
kariérový	career
karikatúra	cartoon
karikaturista	cartoonist
karikatúrny	cartoonish
karikovať	caricature
karimatka	sleeping pad
Karlovec	Karlovac
karma	karma
karmelitán	Carmelite
karmelitánsky	Carmelite
karmický	karmic
karmín	carmine
karmínový	crimson
karnet	carnet
karneval	carnival
karnevalový	carnival
karnitín	carnitine
káro	checkered
karosáreň	body shop
karoséria	bodywork
karotén	carotene
karoténový	carotene
karotka	carrot
karotkový	carrot
károvaný	checkered
karovať	to play cards
karový	diamond
kárový	checkered
karpálny	carpal
karpatský	Carpathian
Karpaty	Carpathians
karpiny	carp
karta	card
kartáčový	brush
Kartáginec	Carthaginian
kartáginský	Carthaginian
Kartágo	Carthage
kartár	fortune teller
kartárka	fortune teller
kartárstvo	card games
kartel	cartel
kartelizácia	cartelization
kartelizovať	to cartelize
kartelový	cartel
kartezianizmus	Cartesianism
karteziánsky	Cartesian
kartička	card
kartograf	cartographer
kartografia	cartography
kartografický	cartographic
kartón	cardboard
kartónovať	to carton
kartotéka	card file
kartotékový	card index
kartový	card
kartún	cartoon
kartuša	cartouche
karusel	carousel
karuselový	carousel
karyatída	caryatid
karyotyp	karyotype
kasa	cash register
kasácia	cassation
kasár	barracks
kasárenský	barracks
kasať sa	to get out
kasava	cassava
kasička	money box
kasíno	casino
kaskáda	cascade
kaskadér	stuntman
kaskadérsky	stuntman
kaskádovitý	cascading
kaskádový	cascading
kasový	cash register
Kaspické more	Caspian Sea
kasta	caste
kastanety	castanets
kastelán	castellan
kastovníctvo	caste system
kastový	caste
kastrácia	castration
kastrát	castrate
kastról	casserole
kastrólik	casserole
kastrovaný	castrated
kaša	porridge
kašeľ	cough
kašička	porridge
kašírovaný	laminated
kašírovať	to laminate
kašľanie	coughing
kašlať	to cough
kašlať sa	to cough
kašmír	cashmere
Kašmír	Kashmir
kašmírový	cashmere
kašmírsky	Kashmiri
kašovitý	mushy
kaštieľ	mansion
kat	executioner
katafalk	hearse
kataklizma	cataclysm
kataklizmatický	cataclysmic
katakomby	catacombs
katalánčina	Catalan
Katalánec	Catalan
Katalánsko	Catalonia
katalánsky	Catalan
katalepsia	catalepsy
kataleptický	cataleptic
katalóg	catalog
katalogizácia	cataloging
katalogizovaný	catalogued
katalogizovať	to catalog
katalógový	catalog
katalytický	catalytic
katalýza	catalysis
katalyzátor	catalyst
katalyzovať	catalyze
katamarán	catamaran
katan	catan
katanský	Catanian
katapult	catapult
katapultáž	catapult
katapultovací	catapult
katapultovať	to catapult
katapultový	catapult
katar	catarrh
Katar	Qatar
katarakt	cataract
katarakta	cataract
kataraktový	cataractous
Katarčan	Qatari
katarový	catarrhal
katarský	Qatari
katarzia	catharsis
katarzný	cathartic
kataster	cadastre
katastrálny	cadastral
katastrofa	disaster
katastrofálny	disastrous
katastrofický	catastrophic
katatónia	catatonia
katatonický	catatonic
katedra	department
katedrála	cathedral
katedrálny	cathedral
kategória	category
kategoriálny	categorical
kategorický	categorical
kategorizácia	categorization
kategorizovať	to categorize
katechéta	catechist
katechetický	catechetical
katechetika	catechesis
katechéza	catechesis
katechizmus	catechism
katéter	catheter
katetrizácia	catheterization
katetrizovať	to catheterize
katión	cation
katiónový	cationic
katóda	cathode
katodický	cathodic
katódový	cathodic
katolicizmus	Catholicism
katolícky	Catholic
katolíctvo	Catholicism
katolík	Catholic
katolizácia	Catholicization
kaucia	bail
kaučný	bail
kaučuk	rubber
kaučukovník	rubber tree
kaučukový	rubbery
Kaukaz	Caucasus
kaukazský	Caucasian
kaukliar	puppeteer
kaustický	caustic
kauterizácia	cauterization
kauza	case
kauzalita	causality
kauzálnosť	causality
kauzálny	causal
káva	coffee
kavaléria	cavalry
kavčí	crow
kaverna	cavern
kaviár	caviar
kaviareň	cafe
kaviarenský	cafe
kaviarnik	cafe
kaviárový	caviar
kávičkár	coffee shop
kavitácia	cavitation
kavka	jackdaw
kávovar	coffee maker
kávovina	coffee plant
kávovník	coffee tree
kávový	coffee
kavyľ	hook
kaz	decay
Kazach	Kazakh
Kazachstan	Kazakhstan
kazajka	jacket
kazarka	blacksmith
kazašský	Kazakh
kazaština	Kazakh
kazateľnica	pulpit
kazateľský	preacher
kazeín	casein
kazemata	casemates
kazematy	casemates
kazeta	cassette
kazeťák	cassette player
kazetový	cassette
kazisvet	corruption
kazítko	box
kazivec	fluorite
kazivosť	perishability
kazový	rotten
kazuár	cassowary
kazuistika	case study
každopádne	anyway
každučký	every one
kdečo	somewhere
kde-tu	here and there
kebab	kebab
kečka	cat
kečuánčina	Quechua
kečup	ketchup
kefa	brush
kefalín	cephalin
kefársky	Cefarian
kefír	kefir
kefírový	kefir
kefka	brush
kefovací	brushing
kefovať	to brush
kefový	brush
keks	cookie
kel	kale
kelový	kale
Kelt	Celt
kelvin	Kelvin
kemp	campsite
kemping	camping
kempovanie	camping
kempovať	to camp
Keňa	Kenya
Keňan	Kenyan
kendo	kendo
kengura	kangaroo
kengurí	kangaroo
kenotaf	cenotaph
kenozoikum	Cenozoic
kenský	Kenyan
kentaurus	centaur
keper	twill
keporkak	humpback whale
keprový	twill
keramický	ceramic
keramička	ceramics
keramika	ceramics
keratín	keratin
keratínový	keratinous
kerka	girl
kerový	shrubby
keser	keser
kesón	caisson
kesónový	caisson
keše	caches
keška	cache
keškovanie	caching
kešu	cashew
keťas	catfish
ketering	catering
keteringový	catering
ketokyselina	keto acid
ketolátka	ketone substance
ketón	ketone
ketonický	ketonic
ketonúria	ketonuria
ketóza	ketosis
keynesovstvo	Keynesianism
Khmér	Khmer
khmérčina	Khmer
kiahne	smallpox
kibic	fan
kibicovať	to cheer
kickbox	kickboxing
kikiríkanie	chickpeas
kikiríkať	to squeal
kikiriki	peanut
kiks	glitch
kilo	kilo
kilobajt	kilobyte
kilogram	kilogram
kilogrammeter	kilogrammeter
kilogramový	kilogram
kilohertz	kilohertz
kilojoule	kilojoule
kilokalória	kilocalorie
kilometráž	mileage
kilometrovník	odometer
kilometrový	kilometer
kilopond	kilopond
kilotona	kiloton
kilovolt	kilovolt
kilovoltový	kilovolt
kilový	kilo
kilowatt	kilowatt
kilowatthodina	kilowatt-hour
kilowatthodinový	kilowatt-hour
kilowattový	kilowatt
kilt	kilt
kimono	kimono
kinematický	kinematic
kinematika	kinematics
kinematograf	cinema
kinematografia	cinematography
kinematografický	cinematographic
kinestetický	kinesthetic
kinetický	kinetic
kinetika	kinetics
kinetóza	motion sickness
kinezika	kinesics
kineziológia	kinesiology
kino	cinema
kinofilm	movie
kinofilmový	cinematic
kinosála	cinema hall
kiosk	kiosk
Kirgiz	Kyrgyz
Kirgizsko	Kyrgyzstan
kirgizský	Kyrgyz
kirgizština	Kyrgyz
Kiribati	Kiribati
kitesurfing	kitesurfing
kivi	kiwi
Kjóto	Kyoto
kjótsky	Kyoto
kľačadlo	kneeler
kľačať	kneel
kľačiačky	kneeling
klad	positive
klada	stack
klaďas	good luck
kladenie	laying
kladený	asked
kladielko	throwing knife
kladina	balance beam
kladivár	hammerman
kladivko	hammer
kladivkový	hammer
kladivový	hammer
kladka	pulley
kladkostroj	pulley
kladkový	pulley
kladnica	pulley block
kladný	positive
kľak	knee
klaka	clap
kľakačka	kneeling
kľakať (si)	to kneel
kľaknúť (si)	to kneel
klaksón	horn
klamanie	deception
klamárstvo	lying
klampiar	plumber
klampiarsky	plumber
klampiarstvo	plumbing
klan	clan
klaňanie (sa)	bowing (to oneself)
klaňať sa	to bow
klanový	clan
klap	clap
klapačka	clapperboard
klapať	to clap
klapka	flap
klapkový	flap
klapnúť	to clap
klapnutie	click
klapot	clap
klaprám	I am babbling.
klaret	claret
klarinet	clarinet
klarinetista	clarinetist
klasa	class
klasicistický	classicist
klasicizmus	classicism
klasický	classic
klasifikovaný	classified
klasifikovať	to classify
klasik	classic
klasika	classic
klások	spikelet
klaster	cluster
kláštor	monastery
kláštorný	monastic
klát	log
klátik	block
klátikový	blocky
klátiť sa	to sway
klaun	clown
klaunovský	clownish
klaustrofobický	claustrophobic
klaustrofobik	claustrophobic
klauzula	clause
klauzúra	enclosure
klauzúrny	cloistered
kláves	keyboard
klávesnica	keyboard
klávesový	keyboard
klaviatúra	keyboard
klavičembalo	harpsichord
klavír	piano
klavirista	pianist
klavírny	piano
klbko	ball
kĺbový	articulated
klčovanie	grubbing
klčovať	to uproot
KĽDR	DPRK
klebeta	gossip
klebetiť	to gossip
klebetnica	gossip
klebetník	gossiper
klematis	clematis
klenák	arch
klenbový	vaulted
klenec	clerestory
klenotnica	jewelery
klenotnícky	jeweler's
klenotníctvo	jewelry store
klenotník	jeweler
klenúť	to arch
klenutie	arching
klenutý	arched
klepáč	knocker
klepanie	knocking
klepať	to knock
klepať sa	to knock
klepeto	claw
klepietkavec	chatterbox
klepkavý	tapping
klepnúť	to knock
klepnutie	tap
klepotať	to chatter
kleptoman	kleptomaniac
kleptománia	kleptomania
kleptomanský	kleptomaniac
klerika	cleric
klerikál	clerical
klerikalizmus	clericalism
klerikálny	clerical
klérus	clergy
klesanie	descent
klesavý	descending
kliatie	curse
klíček	sprout
klíčenie	germination
klíčivosť	germination
klíčny	key
klient	client
klientela	clientele
klientelizmus	clientelism
klientsky	client-side
kliesniť	to sneeze
kliešť	tick
klieštenec	tick
klieština	collet
kliešťovec	tick
kliešťový	pincer
klietka	cage
klietkový	caged
klietočka	cage
klik	click
klík	click
klika	handle
klikačka	clicker
klikadlo	clicker
kliknúť	click
kliknutie	click
klíma	climate
klimakterický	climacteric
klimaktérium	menopause
klimatický	climatic
klimatizácia	air conditioning
klimatizovaný	air-conditioned
klimatizovať	to air-condition
klimatológia	climatology
klimatologický	climatological
klimax	climax
klimaxový	climactic
klincovačka	nail gun
klincový	nail-shaped
klinč	clinch
klinček	clove
klinčekový	clove-shaped
klinec	nail
klinický	clinical
klinika	clinic
klinkať	to clink
klinochvost	wedgetail
klinok	wedge
klinovitý	wedge-shaped
klinový	wedge-shaped
klip	clip
kliper	clipper
klipový	clip
klips	clip
klipsa	clip
klipsňa	clip
klipsový	clip-on
klíring	clearing
klíringový	clearing
klister	enema
klišé	cliché
klitoris	clitoris
klívia	they are splitting
klk	hair
klkanie	gurgling
kloaka	cloaca
klobása	sausage
klobásový	sausage
klobúčik	hat
klobučnícky	hatter's
klobučníctvo	millinery
klobučník	hatter
klobúk	hat
klobúkový	hat
klofnúť	to knock
klokanka	kangaroo
klokot	gurgle
klokotanie	gurgling
klokotať	gurgle
kloktadlo	gargle
kloktanie	gargling
kloktať	gargle
klon	clone
klonálny	clonal
kloniť	to bow
klonka	clone
klonovanie	cloning
klonovaný	cloned
klonovať	clone
klonový	clonal
klop	lapel
klopadielko	door knocker
klopadlo	door knocker
klopenie	knocking
klopený	tilted
klopiť	to knock
klopkanie	tapping
klopkať	to knock
klopnúť	knock
klozet	toilet
klozetový	toilet
klub	club
klubista	clubber
klubovka	clubhouse
klubovňa	clubhouse
kľuckať	to zigzag
kľúčenka	keychain
kľúčiar	locksmith
kľúčik	key
kľučka	handle
kľučkovanie	zigzag
kľučkovať	to meander
kľúčny	key
kľúčový	key
kľuk	crank
kľuka	crank
kľukatiť sa	to meander
kľukatý	winding
kľukový	cranked
kľukva	cranberry
klus	trot
klusácky	trotting
klusák	trotter
klusať	to trot
klusom	trot
klystír	enema
klyzma	enema
klzák	glider
kĺzanie	sliding
kĺzať	to slide
kĺzavý	sliding
klzisko	ice rink
klzko	slippery
klzkosť	slipperiness
klzký	slippery
klzný	sliding
kmásať	to rummage
kmenáreň	family tree
kmeňotvorný	stem-forming
kmeňový	tribal
kmeť	tribe
kmih	movement
kmit	oscillation
kmitanie (sa)	oscillation
kmitať	to oscillate
kmitavý	oscillating
kmitňa	homestead
kmitnúť (sa)	to vibrate
kmitočet	frequency
kmitočtový	frequency
kmotor	godfather
kmotra	godmother
kmotrovci	godparents
knedľa	dumpling
knedlička	dumpling
kniežací	princely
knihár	bookbinder
kniháreň	bookbinding shop
knihársky	bookish
knihárstvo	bookselling
kníhkupec	bookseller
kníhkupectvo	bookstore
knihomoľ	bookworm
knihovať	to book
knihoveda	bibliography
knihovnícky	librarian
knihovníctvo	librarianship
knihovnička	librarian
knihovník	librarian
kníhtlač	letterpress
kníhtlačiar	printer
kníhtlačiareň	printing house
kníhtlačiarsky	printing house
kníhtlačiarstvo	printing
kníhviazač	bookbinder
kníhviazačský	bookbinder
kníhviazačstvo	bookbinding
knipel	club
knísať	to rule
knísať sa	to dream
knísavý	princely
knižnica	library
knižničný	library
knokaut	knockout
knokautovať	to knock out
know-how	know-how
knôtový	wick
koagulácia	coagulation
koala	koala
koalícia	coalition
koaxiálny	coaxial
kobalt	cobalt
kobaltový	cobalt
koberček	rug
kobka	dungeon
kobra	cobra
kobrí	cobra
kobyla	mare
kobylí	mare
kocka	cube
kockovaný	checkered
kockový	cubic
kocôčka	kitty
kocúr	cat
kocúrik	tomcat
Kocúrkovo	Kocurkovo
koč	carriage
kočík	stroller
kočikáreň	stroller
kočiš	coachman
kočka	cat
kočovať	to wander
kočovnícky	nomadic
kočovníctvo	nomadism
kočovník	nomad
kočovný	nomadic
Kodaň	Copenhagen
kodeín	codeine
kodek	codec
kodér	encoder
kódex	code
kodifikácia	codification
kodifikovaný	codified
kodifikovať	codify
kodón	codon
kódovací	coding
kódovač	encoder
kódovanie	coding
kódovaný	coded
kódovať	to encode
kódový	code
koedukácia	coeducation
koeficient	coefficient
koenzým	coenzyme
koexistencia	coexistence
koexistovať	coexist
kofeín	caffeine
kofeínový	caffeinated
kogenerácia	cogeneration
kogentný	mandatory
kognitívny	cognitive
koherencia	coherence
koherenčný	coherent
koherentný	coherent
kohézia	cohesion
kohézny	cohesive
kohorta	cohort
kohútí	roosters
kohútik	tap
kohútikový	tap
kochať sa	to enjoy
kochleárny	cochlear
koincidencia	coincidence
koitálny	coital
koitus	coitus
kója	cubicle
kojot	coyote
kojotí	coyotes
kok	cock
koka	coca
kokaín	cocaine
kokaínový	cocaine
kokakola	Coca-Cola
kokarda	cockade
kokcidióza	coccidiosis
kokeršpaniel	Cocker Spaniel
koketa	coquette
koketný	flirtatious
koketovanie	flirting
koketovať	to flirt
kokila	mold
kokón	cocoon
kokorík	cockerel
kokos	coconut
kokoska	coconut
kokosovník	coconut tree
kokosový	coconut
kokot	cock
kokotina	coconut
kokový	cocoon
kokpit	cockpit
koks	coke
koksáreň	coke oven
koksárenský	coke oven
koksovací	coking
koksovať	to coke
koksovateľný	coking
koksový	coke
koktail	cocktail
koktailový	cocktail
kokteilky	cocktails
kola	wheels
kolaborácia	collaboration
kolaborant	collaborator
kolaborantský	collaborative
kolaborantstvo	collaboration
kolaborovať	to collaborate
kolabovať	to collapse
kolácia	dinner
kolacionovať	to collate
koláčik	cookie
koláčový	cakey
kolagén	collagen
kolagénny	collagenous
koľajisko	railway track
koľajivo	railway
koľajnica	rail
koľajnicový	rail
koľajový	railway
kolaps	collapse
kolapsový	collapsing
kolár	wheelwright
kolárik	collar
kolársky	wheelwright
kolárstvo	wheelwright
kolaudácia	final approval
kolaudovať	to approve
koláž	collage
kolážový	collage
kolbište	bullring
koleda	carol
koledník	caroler
koledovať	to carol
koledovať si	to carol
kolega	colleague
kolegialita	collegiality
kolegiálny	collegial
kolégium	college
kolegyňa	colleague
kolekcia	collection
kolektív	collective
kolektivista	collectivist
kolektivistický	collectivist
kolektivizácia	collectivization
kolektivizmus	collectivism
kolektivizovaný	collectivized
kolektivizovať	collectivize
kolektívnosť	collectivity
kolektívny	collective
kolektívum	collective
kolektor	collector
kolenchým	collenchyma
kolenný	knee
kolenový	knee
kolesový	wheeled
kolchoz	collective farm
kolchozník	collective farmer
